experiment_id,domain,value_head,seed,seed_role,stage1_final_score,stage2_selected_score,paired_change,stage2_selected_epoch,stage1_checkpoint,stage2_checkpoint,stage1_training_log,stage1_evaluation_log,stage2_training_job_id,stage2_evaluation_job_id,stage2_evaluation_log
PRESERVE-3-TERM,tpp,off,2082152039,held_out,20,19.0,-1.0,75,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T06:23:43.293616/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911937-faf7d6/snapshots/snapshot_55_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-28T23:11:52.154252/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04917266-faf7d6/snapshots/snapshot_75_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523053_Tr_tpp_tpp_orig_novh_c.1_s2082152039__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544551_Ev_tpp_tpp_orig_novh_c.1_s2082152039_CD4P_src20523053_e0055.txt,20755752,20890889,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890889_Ev_tpp_tpp_mcts_orig_novh_c.1_s2082152039_K0_P4TPPS2P_src20755752_e0075.txt
PRESERVE-3-TERM,tpp,on,534933607,held_out,20,20.0,0.0,4,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:48:37.457295/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911842-3c74d66/snapshots/snapshot_53_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:35:56.670535/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921310-3c74d66/snapshots/snapshot_4_0.6667",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523020_Tr_tpp_tpp_orig_vh_c.1_s534933607__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541678_Ev_tpp_tpp_orig_vh_c.1_s534933607_CD4P_src20523020_e0053.txt,20755753,20943760,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943760_Ev_tpp_tpp_mcts_orig_vh_c.1_s534933607_K0_P4TPPS2P_src20755753_e0004.txt
PRESERVE-3-TERM,tpp,on,923500475,held_out,20,20.0,0.0,0,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T05:06:25.960956/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911860-5194f74/snapshots/snapshot_51_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:36:25.518091/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921310-5194f74/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523029_Tr_tpp_tpp_orig_vh_c.1_s923500475__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541717_Ev_tpp_tpp_orig_vh_c.1_s923500475_CD4P_src20523029_e0051.txt,20755754,20943783,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943783_Ev_tpp_tpp_mcts_orig_vh_c.1_s923500475_K0_P4TPPS2P_src20755754_e0000.txt
PRESERVE-3-TERM,tpp,on,1073581256,held_out,20,20.0,0.0,6,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:43:42.416701/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911837-1247c09/snapshots/snapshot_90_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:46:57.380631/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921381-1247c09/snapshots/snapshot_6_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523010_Tr_tpp_tpp_orig_vh_c.1_s1073581256__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544502_Ev_tpp_tpp_orig_vh_c.1_s1073581256_CD4P_src20523010_e0090.txt,20755755,20943806,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943806_Ev_tpp_tpp_mcts_orig_vh_c.1_s1073581256_K0_P4TPPS2P_src20755755_e0006.txt
PRESERVE-3-TERM,tpp,on,1239739722,held_out,20,20.0,0.0,96,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:45:38.484370/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911839-7d9a779/snapshots/snapshot_67_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:46:57.197704/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921381-7d9a779/snapshots/snapshot_96_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523013_Tr_tpp_tpp_orig_vh_c.1_s1239739722__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541654_Ev_tpp_tpp_orig_vh_c.1_s1239739722_CD4P_src20523013_e0067.txt,20755756,20944506,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944506_Ev_tpp_tpp_mcts_orig_vh_c.1_s1239739722_K0_P4TPPS2P_src20755756_e0096.txt
PRESERVE-3-TERM,tpp,on,1472491096,held_out,20,20.0,0.0,2,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:45:04.741685/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911839-43e0a7a/snapshots/snapshot_52_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:49:21.101938/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921383-43e0a7a/snapshots/snapshot_2_0.6667",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523017_Tr_tpp_tpp_orig_vh_c.1_s1472491096__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541666_Ev_tpp_tpp_orig_vh_c.1_s1472491096_CD4P_src20523017_e0052.txt,20755757,20944509,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944509_Ev_tpp_tpp_mcts_orig_vh_c.1_s1472491096_K0_P4TPPS2P_src20755757_e0002.txt
PRESERVE-3-TERM,tpp,on,1510771779,held_out,14,20.0,6.0,3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:54:58.757497/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911849-17cc32a/snapshots/snapshot_62_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_3_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523026_Tr_tpp_tpp_orig_vh_c.1_s1510771779__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541705_Ev_tpp_tpp_orig_vh_c.1_s1510771779_CD4P_src20523026_e0062.txt,20755759,20944516,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944516_Ev_tpp_tpp_mcts_orig_vh_c.1_s1510771779_K0_P4TPPS2P_src20755759_e0003.txt
PRESERVE-3-TERM,tpp,on,1963100312,tuning,20,20.0,0.0,7,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:18:00.936166/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911812-2fc32f3/snapshots/snapshot_62_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902774/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-2fc32f3/snapshots/snapshot_7_0.7500",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523005_Tr_tpp_tpp_orig_vh_c.1_s1963100312__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541521_Ev_tpp_tpp_orig_vh_c.1_s1963100312_CD4P_src20523005_e0062.txt,20755760,20943901,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943901_Ev_tpp_tpp_mcts_orig_vh_c.1_s1963100312_K0_P4TPPS2P_src20755760_e0007.txt
PRESERVE-3-TERM,tpp,on,1972442430,held_out,20,20.0,0.0,63,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T05:11:34.514537/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911865-72aea46/snapshots/snapshot_58_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_63_0.7500",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523032_Tr_tpp_tpp_orig_vh_c.1_s1972442430__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541730_Ev_tpp_tpp_orig_vh_c.1_s1972442430_CD4P_src20523032_e0058.txt,20755761,20944529,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944529_Ev_tpp_tpp_mcts_orig_vh_c.1_s1972442430_K0_P4TPPS2P_src20755761_e0063.txt
PRESERVE-3-TERM,tpp,on,2011206605,tuning,20,20.0,0.0,40,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:32:31.342171/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911826-067843/snapshots/snapshot_51_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:17:49.668975/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-067843/snapshots/snapshot_40_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523008_Tr_tpp_tpp_orig_vh_c.1_s2011206605__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541541_Ev_tpp_tpp_orig_vh_c.1_s2011206605_CD4P_src20523008_e0051.txt,20755762,20943951,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943951_Ev_tpp_tpp_mcts_orig_vh_c.1_s2011206605_K0_P4TPPS2P_src20755762_e0040.txt
PRESERVE-3-TERM,tpp,on,2082152039,held_out,15,3.0,-12.0,75,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T04:52:43.460075/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911846-faf7d6/snapshots/snapshot_59_1.000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:18:06.716946/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921472-faf7d6/snapshots/snapshot_75_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523023_Tr_tpp_tpp_orig_vh_c.1_s2082152039__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541691_Ev_tpp_tpp_orig_vh_c.1_s2082152039_CD4P_src20523023_e0059.txt,20755763,20944545,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944545_Ev_tpp_tpp_mcts_orig_vh_c.1_s2082152039_K0_P4TPPS2P_src20755763_e0075.txt
PRESERVE-3-TERM,zenotravel,off,534933607,held_out,20,20.0,0.0,47,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T10:01:19.601151/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912155-3c74d66/snapshots/snapshot_58_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T21:29:45.466438/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921483-3c74d66/snapshots/snapshot_47_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523092_Tr_zenotravel_zenotravel_orig_novh_c.1_s534933607__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546268_Ev_zenotravel_zenotravel_orig_novh_c.1_s534933607_CD4P_src20523092_e0058.txt,20755764,20812629,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812629_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s534933607_K0_P3T_zenotravel_off_src20755764_e0047.txt
PRESERVE-3-TERM,zenotravel,off,923500475,held_out,20,20.0,0.0,63,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T10:11:59.572840/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912166-5194f74/snapshots/snapshot_82_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T21:29:45.466306/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921483-5194f74/snapshots/snapshot_63_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523095_Tr_zenotravel_zenotravel_orig_novh_c.1_s923500475__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553673_Ev_zenotravel_zenotravel_orig_novh_c.1_s923500475_CD4P_src20523095_e0082.txt,20755765,20812659,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812659_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s923500475_K0_P3T_zenotravel_off_src20755765_e0063.txt
PRESERVE-3-TERM,zenotravel,off,1073581256,held_out,20,20.0,0.0,0,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:48:56.884403/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912143-1247c09/snapshots/snapshot_164_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T21:34:33.003251/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921488-1247c09/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523089_Tr_zenotravel_zenotravel_orig_novh_c.1_s1073581256__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20559394_Ev_zenotravel_zenotravel_orig_novh_c.1_s1073581256_CD4P_src20523089_e0164.txt,20755766,20812669,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812669_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1073581256_K0_P3T_zenotravel_off_src20755766_e0000.txt
PRESERVE-3-TERM,zenotravel,off,1239739722,held_out,20,20.0,0.0,0,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:48:56.884404/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912143-7d9a779/snapshots/snapshot_84_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T21:35:36.626343/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921489-7d9a779/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523090_Tr_zenotravel_zenotravel_orig_novh_c.1_s1239739722__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546224_Ev_zenotravel_zenotravel_orig_novh_c.1_s1239739722_CD4P_src20523090_e0084.txt,20755768,20812692,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812692_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1239739722_K0_P3T_zenotravel_off_src20755768_e0000.txt
PRESERVE-3-TERM,zenotravel,off,1472491096,held_out,20,20.0,0.0,61,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:51:14.154764/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912145-43e0a7a/snapshots/snapshot_55_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T21:35:49.298853/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921489-43e0a7a/snapshots/snapshot_61_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523091_Tr_zenotravel_zenotravel_orig_novh_c.1_s1472491096__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546246_Ev_zenotravel_zenotravel_orig_novh_c.1_s1472491096_CD4P_src20523091_e0055.txt,20755769,20812728,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812728_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1472491096_K0_P3T_zenotravel_off_src20755769_e0061.txt
PRESERVE-3-TERM,zenotravel,off,1510771779,held_out,20,20.0,0.0,37,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T10:09:56.848744/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912164-17cc32a/snapshots/snapshot_92_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:04:11.361679/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921518-17cc32a/snapshots/snapshot_37_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523094_Tr_zenotravel_zenotravel_orig_novh_c.1_s1510771779__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553653_Ev_zenotravel_zenotravel_orig_novh_c.1_s1510771779_CD4P_src20523094_e0092.txt,20755770,20812747,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812747_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1510771779_K0_P3T_zenotravel_off_src20755770_e0037.txt
PRESERVE-3-TERM,zenotravel,off,1963100312,tuning,20,20.0,0.0,85,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:26:54.514271/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912120-2fc32f3/snapshots/snapshot_58_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:04:48.938545/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921518-2fc32f3/snapshots/snapshot_85_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523086_Tr_zenotravel_zenotravel_orig_novh_c.1_s1963100312__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20545017_Ev_zenotravel_zenotravel_orig_novh_c.1_s1963100312_CD4P_src20523086_e0058.txt,20755771,20812781,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812781_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1963100312_K0_P3T_zenotravel_off_src20755771_e0085.txt
PRESERVE-3-TERM,zenotravel,off,1972442430,held_out,20,19.0,-1.0,10,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T10:13:38.207105/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912167-72aea46/snapshots/snapshot_93_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:11:54.906645/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921526-72aea46/snapshots/snapshot_10_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523096_Tr_zenotravel_zenotravel_orig_novh_c.1_s1972442430__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553694_Ev_zenotravel_zenotravel_orig_novh_c.1_s1972442430_CD4P_src20523096_e0093.txt,20755772,20812787,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812787_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1972442430_K0_P3T_zenotravel_off_src20755772_e0010.txt
PRESERVE-3-TERM,zenotravel,off,2011206605,tuning,20,19.0,-1.0,50,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:42:52.195316/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912136-067843/snapshots/snapshot_60_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:11:54.906742/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921526-067843/snapshots/snapshot_50_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523088_Tr_zenotravel_zenotravel_orig_novh_c.1_s2011206605__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546192_Ev_zenotravel_zenotravel_orig_novh_c.1_s2011206605_CD4P_src20523088_e0060.txt,20755773,20812816,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812816_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s2011206605_K0_P3T_zenotravel_off_src20755773_e0050.txt
