experiment_id,domain,value_head,seed,seed_role,stage1_final_score,stage2_selected_score,paired_change,stage2_selected_epoch,stage1_checkpoint,stage2_checkpoint,stage1_training_log,stage1_evaluation_log,stage2_training_job_id,stage2_evaluation_job_id,stage2_evaluation_log
PRESERVE-3-TERM,zenotravel,off,2082152039,held_out,20,20.0,0.0,0,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T10:03:50.744304/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912157-faf7d6/snapshots/snapshot_57_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:24:50.538299/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921538-faf7d6/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523093_Tr_zenotravel_zenotravel_orig_novh_c.1_s2082152039__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546344_Ev_zenotravel_zenotravel_orig_novh_c.1_s2082152039_CD4P_src20523093_e0057.txt,20755776,20812827,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812827_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s2082152039_K0_P3T_zenotravel_off_src20755776_e0000.txt
PRESERVE-3-TERM,zenotravel,on,534933607,held_out,20,20.0,0.0,97,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T08:13:48.892928/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912047-3c74d66/snapshots/snapshot_54_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:24:50.537511/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921538-3c74d66/snapshots/snapshot_97_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523080_Tr_zenotravel_zenotravel_orig_vh_c.1_s534933607__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544807_Ev_zenotravel_zenotravel_orig_vh_c.1_s534933607_CD4P_src20523080_e0054.txt,20755777,20827248,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827248_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s534933607_K0_P3T_zenotravel_on_src20755777_e0097.txt
PRESERVE-3-TERM,zenotravel,on,923500475,held_out,20,20.0,0.0,0,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:23:08.132742/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912117-5194f74/snapshots/snapshot_57_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:54:11.019866/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921568-5194f74/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523084_Tr_zenotravel_zenotravel_orig_vh_c.1_s923500475__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546163_Ev_zenotravel_zenotravel_orig_vh_c.1_s923500475_CD4P_src20523084_e0057.txt,20755778,20827250,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827250_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s923500475_K0_P3T_zenotravel_on_src20755778_e0000.txt
PRESERVE-3-TERM,zenotravel,on,1073581256,held_out,20,20.0,0.0,9,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T07:30:31.749127/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912004-1247c09/snapshots/snapshot_91_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T22:53:39.564812/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921567-1247c09/snapshots/snapshot_9_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523072_Tr_zenotravel_zenotravel_orig_vh_c.1_s1073581256__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553546_Ev_zenotravel_zenotravel_orig_vh_c.1_s1073581256_CD4P_src20523072_e0091.txt,20755779,20827276,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827276_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1073581256_K0_P3T_zenotravel_on_src20755779_e0009.txt
PRESERVE-3-TERM,zenotravel,on,1239739722,held_out,20,20.0,0.0,17,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T07:44:03.276017/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912018-7d9a779/snapshots/snapshot_57_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:05:04.749474/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921579-7d9a779/snapshots/snapshot_17_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523074_Tr_zenotravel_zenotravel_orig_vh_c.1_s1239739722__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546098_Ev_zenotravel_zenotravel_orig_vh_c.1_s1239739722_CD4P_src20523074_e0057.txt,20755780,20827300,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827300_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1239739722_K0_P3T_zenotravel_on_src20755780_e0017.txt
PRESERVE-3-TERM,zenotravel,on,1472491096,held_out,20,20.0,0.0,7,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T08:08:17.748467/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912042-43e0a7a/snapshots/snapshot_110_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:04:47.569740/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921578-43e0a7a/snapshots/snapshot_7_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523077_Tr_zenotravel_zenotravel_orig_vh_c.1_s1472491096__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553570_Ev_zenotravel_zenotravel_orig_vh_c.1_s1472491096_CD4P_src20523077_e0110.txt,20755781,20827320,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827320_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1472491096_K0_P3T_zenotravel_on_src20755781_e0007.txt
PRESERVE-3-TERM,zenotravel,on,1510771779,held_out,19,20.0,1.0,2,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:20:20.149184/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912114-17cc32a/snapshots/snapshot_55_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:17:27.795293/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921591-17cc32a/snapshots/snapshot_2_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523083_Tr_zenotravel_zenotravel_orig_vh_c.1_s1510771779__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546151_Ev_zenotravel_zenotravel_orig_vh_c.1_s1510771779_CD4P_src20523083_e0055.txt,20755782,20827341,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827341_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1510771779_K0_P3T_zenotravel_on_src20755782_e0002.txt
PRESERVE-3-TERM,zenotravel,on,1963100312,tuning,20,20.0,0.0,26,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T07:18:54.934962/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911993-2fc32f3/snapshots/snapshot_54_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:17:27.795293/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921591-2fc32f3/snapshots/snapshot_26_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523066_Tr_zenotravel_zenotravel_orig_vh_c.1_s1963100312__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544587_Ev_zenotravel_zenotravel_orig_vh_c.1_s1963100312_CD4P_src20523066_e0054.txt,20755783,20827368,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827368_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1963100312_K0_P3T_zenotravel_on_src20755783_e0026.txt
PRESERVE-3-TERM,zenotravel,on,1972442430,held_out,20,20.0,0.0,47,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:22:51.141989/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912116-72aea46/snapshots/snapshot_57_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:27:32.206037/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921601-72aea46/snapshots/snapshot_47_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523085_Tr_zenotravel_zenotravel_orig_vh_c.1_s1972442430__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546176_Ev_zenotravel_zenotravel_orig_vh_c.1_s1972442430_CD4P_src20523085_e0057.txt,20755785,20827394,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827394_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1972442430_K0_P3T_zenotravel_on_src20755785_e0047.txt
PRESERVE-3-TERM,zenotravel,on,2011206605,tuning,19,20.0,1.0,70,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T07:25:17.150315/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911999-067843/snapshots/snapshot_59_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:33:36.281806/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921607-067843/snapshots/snapshot_70_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523069_Tr_zenotravel_zenotravel_orig_vh_c.1_s2011206605__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544763_Ev_zenotravel_zenotravel_orig_vh_c.1_s2011206605_CD4P_src20523069_e0059.txt,20755786,20827420,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827420_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s2011206605_K0_P3T_zenotravel_on_src20755786_e0070.txt
PRESERVE-3-TERM,zenotravel,on,2082152039,held_out,20,20.0,0.0,26,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel-2026-08-25T09:02:29.989382/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04912096-faf7d6/snapshots/snapshot_72_0.500","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.zenotravel-experiments_numeric.architecture_2.zenotravel_mcts-2026-08-31T23:33:52.807221/P[domain,pfile1,pfile2,pfile3,pfile4,pfile5,pfile6]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04921608-faf7d6/snapshots/snapshot_26_1.0000",/home/hersco/training_new_domains/2026-08-24/completed_domains_stage1_10seed/20523082_Tr_zenotravel_zenotravel_orig_vh_c.1_s2082152039__CD4S1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553632_Ev_zenotravel_zenotravel_orig_vh_c.1_s2082152039_CD4P_src20523082_e0072.txt,20755787,20827433,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827433_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s2082152039_K0_P3T_zenotravel_on_src20755787_e0026.txt
