experiment_id,manifest_id,domain,stage,value_head,seed,arm,iterations,policy_score,matched_fixed_width,slurm_job_id,source_training_job_id,snapshot_epoch,analysis_roles,slurm_state,elapsed,score,total,source_log
,preserve3-term-tpp-off-534933607-a3-policy-e0090-retry2,tpp,stage2,off,534933607,pw_kmin3,,,,20943753,20755741,90,preserve3_terminal_tpp_off_learning_curve;preserve3_terminal_tpp_off_validation_selected_policy,COMPLETED,00:53:18,2.0,20,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943753_Ev_tpp_tpp_mcts_orig_novh_c.1_s534933607_K0_P4TPPS2P_src20755741_e0090.txt
,preserve3-term-tpp-off-923500475-a3-policy-e0015-retry2,tpp,stage2,off,923500475,pw_kmin3,,,,20943754,20755743,15,preserve3_terminal_tpp_off_learning_curve,COMPLETED,00:53:06,2.0,20,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943754_Ev_tpp_tpp_mcts_orig_novh_c.1_s923500475_K0_P4TPPS2P_src20755743_e0015.txt
