branch,domain,value_head,seed,stage1,stage2,change,stage1_log,stage2_log
validation,zenotravel,on,2082152039,20.0,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553633_Ev_zenotravel_zenotravel_orig_vh_c.1_s2082152039_CD4P_src20523082_e0022.txt,/home/hersco/training_new_domains/2026-08-30/preserve4_zenotravel_stage2_policy_eval/20720660_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s2082152039_K0_P4ZENOTRAVELS2P_src20630385_e0001.txt
terminal,delivery,off,534933607,19,15.0,-4.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544473_Ev_delivery_delivery_orig_novh_c.1_s534933607_CD4P_src20522935_e0053.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20859895_Ev_delivery_delivery_mcts_orig_novh_c.1_s534933607_K0_P3T_delivery_off_src20755719_e0035.txt
terminal,delivery,off,923500475,19,12.0,-7.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541044_Ev_delivery_delivery_orig_novh_c.1_s923500475_CD4P_src20522942_e0055.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20859924_Ev_delivery_delivery_mcts_orig_novh_c.1_s923500475_K0_P3T_delivery_off_src20755720_e0000.txt
terminal,delivery,off,1073581256,18,20.0,2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20559360_Ev_delivery_delivery_orig_novh_c.1_s1073581256_CD4P_src20522926_e0097.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20859967_Ev_delivery_delivery_mcts_orig_novh_c.1_s1073581256_K0_P3T_delivery_off_src20755721_e0001.txt
terminal,delivery,off,1239739722,15,12.0,-3.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553510_Ev_delivery_delivery_orig_novh_c.1_s1239739722_CD4P_src20522929_e0064.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860016_Ev_delivery_delivery_mcts_orig_novh_c.1_s1239739722_K0_P3T_delivery_off_src20834986_e0011.txt
terminal,delivery,off,1472491096,9,17.0,8.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553525_Ev_delivery_delivery_orig_novh_c.1_s1472491096_CD4P_src20522932_e0063.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_delivery_stage2_policy_eval/20892673_Ev_delivery_delivery_mcts_orig_novh_c.1_s1472491096_K0_P4DELIVERYS2P_src20755723_e0009.txt
terminal,delivery,off,1510771779,16,17.0,1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546044_Ev_delivery_delivery_orig_novh_c.1_s1510771779_CD4P_src20522939_e0057.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860080_Ev_delivery_delivery_mcts_orig_novh_c.1_s1510771779_K0_P3T_delivery_off_src20755725_e0040.txt
terminal,delivery,off,1963100312,9,20.0,11.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546019_Ev_delivery_delivery_orig_novh_c.1_s1963100312_CD4P_src20522923_e0068.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860115_Ev_delivery_delivery_mcts_orig_novh_c.1_s1963100312_K0_P3T_delivery_off_src20755726_e0020.txt
terminal,delivery,off,1972442430,9,11.0,2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541055_Ev_delivery_delivery_orig_novh_c.1_s1972442430_CD4P_src20522945_e0052.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860163_Ev_delivery_delivery_mcts_orig_novh_c.1_s1972442430_K0_P3T_delivery_off_src20755727_e0035.txt
terminal,delivery,off,2011206605,16,18.0,2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544461_Ev_delivery_delivery_orig_novh_c.1_s2011206605_CD4P_src20522924_e0052.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860199_Ev_delivery_delivery_mcts_orig_novh_c.1_s2011206605_K0_P3T_delivery_off_src20755728_e0020.txt
terminal,delivery,off,2082152039,11,12.0,1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541033_Ev_delivery_delivery_orig_novh_c.1_s2082152039_CD4P_src20522937_e0060.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_off_delivery/20860233_Ev_delivery_delivery_mcts_orig_novh_c.1_s2082152039_K0_P3T_delivery_off_src20755729_e0000.txt
terminal,delivery,on,534933607,18,17.0,-1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553496_Ev_delivery_delivery_orig_vh_c.1_s534933607_CD4P_src20522918_e0086.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20859909_Ev_delivery_delivery_mcts_orig_vh_c.1_s534933607_K0_P3T_delivery_on_src20755730_e0075.txt
terminal,delivery,on,923500475,17,20.0,3.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20545991_Ev_delivery_delivery_orig_vh_c.1_s923500475_CD4P_src20522921_e0079.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20859929_Ev_delivery_delivery_mcts_orig_vh_c.1_s923500475_K0_P3T_delivery_on_src20755731_e0016.txt
terminal,delivery,on,1073581256,17,19.0,2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544413_Ev_delivery_delivery_orig_vh_c.1_s1073581256_CD4P_src20522915_e0055.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20859977_Ev_delivery_delivery_mcts_orig_vh_c.1_s1073581256_K0_P3T_delivery_on_src20755732_e0027.txt
terminal,delivery,on,1239739722,12,15.0,3.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20545964_Ev_delivery_delivery_orig_vh_c.1_s1239739722_CD4P_src20522916_e0058.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_delivery_stage2_policy_eval/20892676_Ev_delivery_delivery_mcts_orig_vh_c.1_s1239739722_K0_P4DELIVERYS2P_src20755734_e0003.txt
terminal,delivery,on,1472491096,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20559340_Ev_delivery_delivery_orig_vh_c.1_s1472491096_CD4P_src20522917_e0099.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860057_Ev_delivery_delivery_mcts_orig_vh_c.1_s1472491096_K0_P3T_delivery_on_src20755735_e0006.txt
terminal,delivery,on,1510771779,17,18.0,1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544436_Ev_delivery_delivery_orig_vh_c.1_s1510771779_CD4P_src20522920_e0058.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860100_Ev_delivery_delivery_mcts_orig_vh_c.1_s1510771779_K0_P3T_delivery_on_src20755736_e0011.txt
terminal,delivery,on,1963100312,18,16.0,-2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544401_Ev_delivery_delivery_orig_vh_c.1_s1963100312_CD4P_src20522913_e0052.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860148_Ev_delivery_delivery_mcts_orig_vh_c.1_s1963100312_K0_P3T_delivery_on_src20834983_e0022.txt
terminal,delivery,on,1972442430,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544449_Ev_delivery_delivery_orig_vh_c.1_s1972442430_CD4P_src20522922_e0059.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860170_Ev_delivery_delivery_mcts_orig_vh_c.1_s1972442430_K0_P3T_delivery_on_src20755738_e0041.txt
terminal,delivery,on,2011206605,19,19.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20545952_Ev_delivery_delivery_orig_vh_c.1_s2011206605_CD4P_src20522914_e0070.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860198_Ev_delivery_delivery_mcts_orig_vh_c.1_s2011206605_K0_P3T_delivery_on_src20834984_e0002.txt
terminal,delivery,on,2082152039,9,20.0,11.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544424_Ev_delivery_delivery_orig_vh_c.1_s2082152039_CD4P_src20522919_e0055.txt,/home/hersco/training_new_domains/2026-09-02/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/delivery_on_delivery/20860240_Ev_delivery_delivery_mcts_orig_vh_c.1_s2082152039_K0_P3T_delivery_on_src20755740_e0082.txt
terminal,tpp,off,534933607,5,2.0,-3.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544539_Ev_tpp_tpp_orig_novh_c.1_s534933607_CD4P_src20523050_e0062.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943753_Ev_tpp_tpp_mcts_orig_novh_c.1_s534933607_K0_P4TPPS2P_src20755741_e0090.txt
terminal,tpp,off,923500475,20,18.0,-2.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546073_Ev_tpp_tpp_orig_novh_c.1_s923500475_CD4P_src20523059_e0072.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890711_Ev_tpp_tpp_mcts_orig_novh_c.1_s923500475_K0_P4TPPS2P_src20755743_e0079.txt
terminal,tpp,off,1073581256,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541844_Ev_tpp_tpp_orig_novh_c.1_s1073581256_CD4P_src20523041_e0051.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890718_Ev_tpp_tpp_mcts_orig_novh_c.1_s1073581256_K0_P4TPPS2P_src20755744_e0001.txt
terminal,tpp,off,1239739722,6,16.0,10.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544525_Ev_tpp_tpp_orig_novh_c.1_s1239739722_CD4P_src20523044_e0051.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890740_Ev_tpp_tpp_mcts_orig_novh_c.1_s1239739722_K0_P4TPPS2P_src20755745_e0000.txt
terminal,tpp,off,1472491096,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541856_Ev_tpp_tpp_orig_novh_c.1_s1472491096_CD4P_src20523047_e0051.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944836_Ev_tpp_tpp_mcts_orig_novh_c.1_s1472491096_K0_P4TPPS2P_src20755746_e0024.txt
terminal,tpp,off,1510771779,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544562_Ev_tpp_tpp_orig_novh_c.1_s1510771779_CD4P_src20523056_e0051.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890787_Ev_tpp_tpp_mcts_orig_novh_c.1_s1510771779_K0_P4TPPS2P_src20755747_e0000.txt
terminal,tpp,off,1963100312,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544513_Ev_tpp_tpp_orig_novh_c.1_s1963100312_CD4P_src20523035_e0053.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890810_Ev_tpp_tpp_mcts_orig_novh_c.1_s1963100312_K0_P4TPPS2P_src20755748_e0000.txt
terminal,tpp,off,1972442430,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544576_Ev_tpp_tpp_orig_novh_c.1_s1972442430_CD4P_src20523062_e0065.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890851_Ev_tpp_tpp_mcts_orig_novh_c.1_s1972442430_K0_P4TPPS2P_src20755749_e0097.txt
terminal,tpp,off,2011206605,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20542684_Ev_tpp_tpp_orig_novh_c.1_s2011206605_CD4P_src20523038_e0051.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890853_Ev_tpp_tpp_mcts_orig_novh_c.1_s2011206605_K0_P4TPPS2P_src20755750_e0000.txt
terminal,tpp,off,2082152039,20,19.0,-1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544551_Ev_tpp_tpp_orig_novh_c.1_s2082152039_CD4P_src20523053_e0055.txt,/home/hersco/training_new_domains/2026-09-03/preserve4_tpp_stage2_policy_eval/20890889_Ev_tpp_tpp_mcts_orig_novh_c.1_s2082152039_K0_P4TPPS2P_src20755752_e0075.txt
terminal,tpp,on,534933607,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541678_Ev_tpp_tpp_orig_vh_c.1_s534933607_CD4P_src20523020_e0053.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943760_Ev_tpp_tpp_mcts_orig_vh_c.1_s534933607_K0_P4TPPS2P_src20755753_e0004.txt
terminal,tpp,on,923500475,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541717_Ev_tpp_tpp_orig_vh_c.1_s923500475_CD4P_src20523029_e0051.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943783_Ev_tpp_tpp_mcts_orig_vh_c.1_s923500475_K0_P4TPPS2P_src20755754_e0000.txt
terminal,tpp,on,1073581256,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544502_Ev_tpp_tpp_orig_vh_c.1_s1073581256_CD4P_src20523010_e0090.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943806_Ev_tpp_tpp_mcts_orig_vh_c.1_s1073581256_K0_P4TPPS2P_src20755755_e0006.txt
terminal,tpp,on,1239739722,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541654_Ev_tpp_tpp_orig_vh_c.1_s1239739722_CD4P_src20523013_e0067.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944506_Ev_tpp_tpp_mcts_orig_vh_c.1_s1239739722_K0_P4TPPS2P_src20755756_e0096.txt
terminal,tpp,on,1472491096,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541666_Ev_tpp_tpp_orig_vh_c.1_s1472491096_CD4P_src20523017_e0052.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944509_Ev_tpp_tpp_mcts_orig_vh_c.1_s1472491096_K0_P4TPPS2P_src20755757_e0002.txt
terminal,tpp,on,1510771779,14,20.0,6.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541705_Ev_tpp_tpp_orig_vh_c.1_s1510771779_CD4P_src20523026_e0062.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944516_Ev_tpp_tpp_mcts_orig_vh_c.1_s1510771779_K0_P4TPPS2P_src20755759_e0003.txt
terminal,tpp,on,1963100312,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541521_Ev_tpp_tpp_orig_vh_c.1_s1963100312_CD4P_src20523005_e0062.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943901_Ev_tpp_tpp_mcts_orig_vh_c.1_s1963100312_K0_P4TPPS2P_src20755760_e0007.txt
terminal,tpp,on,1972442430,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541730_Ev_tpp_tpp_orig_vh_c.1_s1972442430_CD4P_src20523032_e0058.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944529_Ev_tpp_tpp_mcts_orig_vh_c.1_s1972442430_K0_P4TPPS2P_src20755761_e0063.txt
terminal,tpp,on,2011206605,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541541_Ev_tpp_tpp_orig_vh_c.1_s2011206605_CD4P_src20523008_e0051.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20943951_Ev_tpp_tpp_mcts_orig_vh_c.1_s2011206605_K0_P4TPPS2P_src20755762_e0040.txt
terminal,tpp,on,2082152039,15,3.0,-12.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20541691_Ev_tpp_tpp_orig_vh_c.1_s2082152039_CD4P_src20523023_e0059.txt,/home/hersco/training_new_domains/2026-09-04/preserve4_tpp_stage2_policy_eval/20944545_Ev_tpp_tpp_mcts_orig_vh_c.1_s2082152039_K0_P4TPPS2P_src20755763_e0075.txt
terminal,zenotravel,off,534933607,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546268_Ev_zenotravel_zenotravel_orig_novh_c.1_s534933607_CD4P_src20523092_e0058.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812629_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s534933607_K0_P3T_zenotravel_off_src20755764_e0047.txt
terminal,zenotravel,off,923500475,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553673_Ev_zenotravel_zenotravel_orig_novh_c.1_s923500475_CD4P_src20523095_e0082.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812659_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s923500475_K0_P3T_zenotravel_off_src20755765_e0063.txt
terminal,zenotravel,off,1073581256,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20559394_Ev_zenotravel_zenotravel_orig_novh_c.1_s1073581256_CD4P_src20523089_e0164.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812669_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1073581256_K0_P3T_zenotravel_off_src20755766_e0000.txt
terminal,zenotravel,off,1239739722,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546224_Ev_zenotravel_zenotravel_orig_novh_c.1_s1239739722_CD4P_src20523090_e0084.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812692_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1239739722_K0_P3T_zenotravel_off_src20755768_e0000.txt
terminal,zenotravel,off,1472491096,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546246_Ev_zenotravel_zenotravel_orig_novh_c.1_s1472491096_CD4P_src20523091_e0055.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812728_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1472491096_K0_P3T_zenotravel_off_src20755769_e0061.txt
terminal,zenotravel,off,1510771779,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553653_Ev_zenotravel_zenotravel_orig_novh_c.1_s1510771779_CD4P_src20523094_e0092.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812747_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1510771779_K0_P3T_zenotravel_off_src20755770_e0037.txt
terminal,zenotravel,off,1963100312,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20545017_Ev_zenotravel_zenotravel_orig_novh_c.1_s1963100312_CD4P_src20523086_e0058.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812781_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1963100312_K0_P3T_zenotravel_off_src20755771_e0085.txt
terminal,zenotravel,off,1972442430,20,19.0,-1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553694_Ev_zenotravel_zenotravel_orig_novh_c.1_s1972442430_CD4P_src20523096_e0093.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812787_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s1972442430_K0_P3T_zenotravel_off_src20755772_e0010.txt
terminal,zenotravel,off,2011206605,20,19.0,-1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546192_Ev_zenotravel_zenotravel_orig_novh_c.1_s2011206605_CD4P_src20523088_e0060.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812816_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s2011206605_K0_P3T_zenotravel_off_src20755773_e0050.txt
terminal,zenotravel,off,2082152039,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546344_Ev_zenotravel_zenotravel_orig_novh_c.1_s2082152039_CD4P_src20523093_e0057.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_off_zenotravel/20812827_Ev_zenotravel_zenotravel_mcts_orig_novh_c.1_s2082152039_K0_P3T_zenotravel_off_src20755776_e0000.txt
terminal,zenotravel,on,534933607,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544807_Ev_zenotravel_zenotravel_orig_vh_c.1_s534933607_CD4P_src20523080_e0054.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827248_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s534933607_K0_P3T_zenotravel_on_src20755777_e0097.txt
terminal,zenotravel,on,923500475,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546163_Ev_zenotravel_zenotravel_orig_vh_c.1_s923500475_CD4P_src20523084_e0057.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827250_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s923500475_K0_P3T_zenotravel_on_src20755778_e0000.txt
terminal,zenotravel,on,1073581256,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553546_Ev_zenotravel_zenotravel_orig_vh_c.1_s1073581256_CD4P_src20523072_e0091.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827276_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1073581256_K0_P3T_zenotravel_on_src20755779_e0009.txt
terminal,zenotravel,on,1239739722,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546098_Ev_zenotravel_zenotravel_orig_vh_c.1_s1239739722_CD4P_src20523074_e0057.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827300_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1239739722_K0_P3T_zenotravel_on_src20755780_e0017.txt
terminal,zenotravel,on,1472491096,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20553570_Ev_zenotravel_zenotravel_orig_vh_c.1_s1472491096_CD4P_src20523077_e0110.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827320_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1472491096_K0_P3T_zenotravel_on_src20755781_e0007.txt
terminal,zenotravel,on,1510771779,19,20.0,1.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546151_Ev_zenotravel_zenotravel_orig_vh_c.1_s1510771779_CD4P_src20523083_e0055.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827341_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1510771779_K0_P3T_zenotravel_on_src20755782_e0002.txt
terminal,zenotravel,on,1963100312,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20544587_Ev_zenotravel_zenotravel_orig_vh_c.1_s1963100312_CD4P_src20523066_e0054.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827368_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1963100312_K0_P3T_zenotravel_on_src20755783_e0026.txt
terminal,zenotravel,on,1972442430,20,20.0,0.0,/home/hersco/training_new_domains/2026-08-25/completed_domains_stage1_policy_eval/20546176_Ev_zenotravel_zenotravel_orig_vh_c.1_s1972442430_CD4P_src20523085_e0057.txt,/home/hersco/training_new_domains/2026-09-01/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_stage2/policy_eval/zenotravel_on_zenotravel/20827394_Ev_zenotravel_zenotravel_mcts_orig_vh_c.1_s1972442430_K0_P3T_zenotravel_on_src20755785_e0047.txt
