domain,value_head,stage,epoch,mean,min,max,n
counters,off,stage1,10,41.864406779661024,6.779661016949152,100.0,10
counters,off,stage1,12,79.66101694915254,59.32203389830509,100.0,2
counters,off,stage1,15,47.28813559322033,8.474576271186441,100.0,10
counters,off,stage1,20,40.33898305084746,8.474576271186441,100.0,10
counters,off,stage1,25,42.03389830508475,3.389830508474576,100.0,10
counters,off,stage1,30,42.88135593220339,3.389830508474576,100.0,10
counters,off,stage1,35,38.644067796610166,3.389830508474576,100.0,10
counters,off,stage1,37,32.20338983050848,32.20338983050848,32.20338983050848,1
counters,off,stage1,40,39.32203389830508,3.389830508474576,100.0,10
counters,off,stage1,43,100.0,100.0,100.0,1
counters,off,stage1,45,38.135593220338976,3.389830508474576,100.0,10
counters,off,stage1,50,37.96610169491525,3.389830508474576,100.0,10
counters,off,stage1,53,20.338983050847457,20.338983050847457,20.338983050847457,1
counters,off,stage1,55,28.601694915254235,3.389830508474576,83.05084745762711,8
counters,off,stage1,60,34.62469733656174,3.389830508474576,64.40677966101696,7
counters,off,stage1,65,23.05084745762712,10.169491525423728,33.898305084745765,5
counters,off,stage1,70,29.830508474576266,3.389830508474576,54.23728813559322,5
counters,off,stage1,75,22.033898305084747,6.779661016949152,35.59322033898305,4
counters,off,stage1,80,18.220338983050848,3.389830508474576,30.508474576271187,4
counters,off,stage1,85,16.10169491525424,8.474576271186441,30.508474576271187,4
counters,off,stage1,90,19.774011299435028,3.389830508474576,38.983050847457626,3
counters,off,stage1,95,11.016949152542374,3.389830508474576,18.64406779661017,2
counters,off,stage1,100,15.254237288135593,13.559322033898304,16.949152542372882,2
counters,off,stage1,101,28.8135593220339,28.8135593220339,28.8135593220339,1
counters,off,stage1,105,32.20338983050848,32.20338983050848,32.20338983050848,1
counters,off,stage1,110,3.389830508474576,3.389830508474576,3.389830508474576,1
counters,off,stage1,115,3.389830508474576,3.389830508474576,3.389830508474576,1
counters,off,stage1,120,28.8135593220339,28.8135593220339,28.8135593220339,1
counters,off,stage1,125,27.11864406779661,27.11864406779661,27.11864406779661,1
counters,off,stage1,130,33.898305084745765,33.898305084745765,33.898305084745765,1
counters,off,stage1,135,30.508474576271187,30.508474576271187,30.508474576271187,1
counters,off,stage1,140,3.389830508474576,3.389830508474576,3.389830508474576,1
counters,off,stage1,145,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,off,stage1,150,20.338983050847457,20.338983050847457,20.338983050847457,1
counters,off,stage2,0,42.05508474576271,33.898305084745765,55.932203389830505,16
counters,off,stage2,5,75.3177966101695,50.847457627118644,100.0,16
counters,off,stage2,10,83.47457627118644,30.508474576271187,100.0,16
counters,off,stage2,15,88.98305084745763,38.983050847457626,100.0,16
counters,off,stage2,20,80.08474576271186,32.20338983050848,100.0,16
counters,off,stage2,25,82.94491525423729,32.20338983050848,100.0,16
counters,off,stage2,30,83.6864406779661,38.983050847457626,100.0,16
counters,off,stage2,35,76.90677966101696,33.898305084745765,100.0,16
counters,off,stage2,40,73.51694915254238,13.559322033898304,100.0,16
counters,off,stage2,45,69.38559322033899,33.898305084745765,100.0,16
counters,off,stage2,50,74.15254237288136,32.20338983050848,100.0,16
counters,off,stage2,55,68.53813559322033,13.559322033898304,100.0,16
counters,off,stage2,60,68.32627118644068,30.508474576271187,100.0,16
counters,off,stage2,65,75.84745762711864,30.508474576271187,100.0,16
counters,off,stage2,70,66.10169491525424,22.033898305084747,100.0,16
counters,off,stage2,75,68.53813559322035,13.559322033898304,100.0,16
counters,off,stage2,80,66.20762711864407,18.64406779661017,100.0,16
counters,off,stage2,85,70.44491525423729,13.559322033898304,100.0,16
counters,off,stage2,90,65.57203389830508,18.64406779661017,100.0,16
counters,off,stage2,95,65.78389830508475,13.559322033898304,100.0,16
counters,off,stage2,99,60.699152542372886,13.559322033898304,100.0,16
counters,on,stage1,1,25.423728813559322,25.423728813559322,25.423728813559322,1
counters,on,stage1,2,5.084745762711864,5.084745762711864,5.084745762711864,1
counters,on,stage1,5,33.72881355932203,3.389830508474576,71.1864406779661,10
counters,on,stage1,9,11.864406779661017,11.864406779661017,11.864406779661017,1
counters,on,stage1,10,34.06779661016949,5.084745762711864,100.0,10
counters,on,stage1,11,100.0,100.0,100.0,1
counters,on,stage1,15,31.1864406779661,13.559322033898304,100.0,10
counters,on,stage1,18,33.898305084745765,33.898305084745765,33.898305084745765,1
counters,on,stage1,20,31.86440677966101,6.779661016949152,86.44067796610169,10
counters,on,stage1,25,35.42372881355932,5.084745762711864,100.0,10
counters,on,stage1,30,35.25423728813559,5.084745762711864,100.0,10
counters,on,stage1,35,29.830508474576266,3.389830508474576,100.0,10
counters,on,stage1,40,33.89830508474576,6.779661016949152,100.0,10
counters,on,stage1,41,5.084745762711864,5.084745762711864,5.084745762711864,1
counters,on,stage1,42,100.0,100.0,100.0,1
counters,on,stage1,45,29.491525423728813,5.084745762711864,98.30508474576271,10
counters,on,stage1,50,32.542372881355924,3.389830508474576,100.0,10
counters,on,stage1,55,32.41525423728814,3.389830508474576,93.22033898305085,8
counters,on,stage1,60,31.961259079903147,3.389830508474576,83.05084745762711,7
counters,on,stage1,65,22.316384180790962,6.779661016949152,47.45762711864407,6
counters,on,stage1,70,28.135593220338983,11.864406779661017,81.35593220338983,5
counters,on,stage1,75,25.08474576271187,8.474576271186441,71.1864406779661,5
counters,on,stage1,80,27.796610169491522,8.474576271186441,81.35593220338983,5
counters,on,stage1,85,18.30508474576271,10.169491525423728,33.898305084745765,5
counters,on,stage1,90,23.728813559322035,5.084745762711864,71.1864406779661,5
counters,on,stage1,95,14.689265536723164,10.169491525423728,20.338983050847457,3
counters,on,stage1,97,15.254237288135593,15.254237288135593,15.254237288135593,1
counters,on,stage1,100,14.689265536723164,10.169491525423728,18.64406779661017,3
counters,on,stage1,105,14.124293785310735,11.864406779661017,16.949152542372882,3
counters,on,stage1,110,14.124293785310735,8.474576271186441,18.64406779661017,3
counters,on,stage1,115,13.559322033898304,10.169491525423728,15.254237288135593,3
counters,on,stage1,120,8.474576271186441,5.084745762711864,15.254237288135593,3
counters,on,stage1,125,12.429378531073446,6.779661016949152,15.254237288135593,3
counters,on,stage1,130,15.254237288135593,13.559322033898304,16.949152542372882,3
counters,on,stage1,135,13.559322033898304,6.779661016949152,20.338983050847457,2
counters,on,stage1,140,13.559322033898304,11.864406779661017,15.254237288135593,2
counters,on,stage1,145,13.559322033898304,10.169491525423728,16.949152542372882,2
counters,on,stage1,150,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,155,10.169491525423728,10.169491525423728,10.169491525423728,1
counters,on,stage1,160,16.949152542372882,16.949152542372882,16.949152542372882,1
counters,on,stage1,165,11.864406779661017,11.864406779661017,11.864406779661017,1
counters,on,stage1,170,16.949152542372882,16.949152542372882,16.949152542372882,1
counters,on,stage1,175,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,180,16.949152542372882,16.949152542372882,16.949152542372882,1
counters,on,stage1,185,5.084745762711864,5.084745762711864,5.084745762711864,1
counters,on,stage1,190,10.169491525423728,10.169491525423728,10.169491525423728,1
counters,on,stage1,195,16.949152542372882,16.949152542372882,16.949152542372882,1
counters,on,stage1,200,10.169491525423728,10.169491525423728,10.169491525423728,1
counters,on,stage1,204,5.084745762711864,5.084745762711864,5.084745762711864,1
counters,on,stage1,205,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,210,8.474576271186441,8.474576271186441,8.474576271186441,1
counters,on,stage1,215,8.474576271186441,8.474576271186441,8.474576271186441,1
counters,on,stage1,220,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,225,10.169491525423728,10.169491525423728,10.169491525423728,1
counters,on,stage1,230,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,235,8.474576271186441,8.474576271186441,8.474576271186441,1
counters,on,stage1,240,10.169491525423728,10.169491525423728,10.169491525423728,1
counters,on,stage1,245,6.779661016949152,6.779661016949152,6.779661016949152,1
counters,on,stage1,250,11.864406779661017,11.864406779661017,11.864406779661017,1
counters,on,stage2,0,15.042372881355933,10.169491525423728,23.728813559322035,16
counters,on,stage2,5,14.61864406779661,6.779661016949152,27.11864406779661,16
counters,on,stage2,10,14.088983050847457,5.084745762711864,28.8135593220339,16
counters,on,stage2,15,14.51271186440678,3.389830508474576,30.508474576271187,16
counters,on,stage2,20,13.559322033898304,5.084745762711864,30.508474576271187,16
counters,on,stage2,25,14.30084745762712,3.389830508474576,30.508474576271187,16
counters,on,stage2,30,13.665254237288135,3.389830508474576,30.508474576271187,16
counters,on,stage2,35,13.559322033898304,3.389830508474576,30.508474576271187,16
counters,on,stage2,40,13.241525423728813,5.084745762711864,30.508474576271187,16
counters,on,stage2,45,13.029661016949152,3.389830508474576,30.508474576271187,16
counters,on,stage2,50,13.665254237288135,5.084745762711864,30.508474576271187,16
counters,on,stage2,55,13.877118644067796,5.084745762711864,30.508474576271187,16
counters,on,stage2,60,14.30084745762712,3.389830508474576,30.508474576271187,16
counters,on,stage2,65,14.088983050847459,5.084745762711864,28.8135593220339,16
counters,on,stage2,70,13.665254237288135,3.389830508474576,28.8135593220339,16
counters,on,stage2,75,13.559322033898304,3.389830508474576,30.508474576271187,16
counters,on,stage2,80,13.453389830508474,3.389830508474576,30.508474576271187,16
counters,on,stage2,85,14.40677966101695,5.084745762711864,30.508474576271187,16
counters,on,stage2,90,13.665254237288135,3.389830508474576,30.508474576271187,16
counters,on,stage2,95,14.30084745762712,3.389830508474576,30.508474576271187,16
counters,on,stage2,99,14.194915254237287,3.389830508474576,30.508474576271187,16
mprime,off,stage1,5,81.5,60.0,100.0,10
mprime,off,stage1,10,79.0,65.0,90.0,10
mprime,off,stage1,15,73.5,55.0,95.0,10
mprime,off,stage1,20,80.0,60.0,95.0,10
mprime,off,stage1,25,74.5,60.0,85.0,10
mprime,off,stage1,30,78.0,60.0,95.0,10
mprime,off,stage1,35,73.5,45.0,90.0,10
mprime,off,stage1,40,70.0,60.0,85.0,10
mprime,off,stage1,45,77.0,60.0,90.0,10
mprime,off,stage1,50,75.5,55.0,90.0,10
mprime,off,stage1,55,69.44444444444444,50.0,90.0,9
mprime,off,stage1,60,75.0,55.0,90.0,8
mprime,off,stage1,65,76.0,70.0,85.0,5
mprime,off,stage1,70,68.0,55.0,85.0,5
mprime,off,stage1,75,66.66666666666667,50.0,90.0,3
mprime,off,stage1,80,72.5,70.0,75.0,2
mprime,off,stage1,85,55.0,55.0,55.0,1
mprime,off,stage1,90,75.0,75.0,75.0,1
mprime,off,stage2,0,76.0,55.0,90.0,10
mprime,off,stage2,5,71.0,55.0,85.0,10
mprime,off,stage2,10,70.5,60.0,90.0,10
mprime,off,stage2,15,70.0,55.0,85.0,10
mprime,off,stage2,20,74.5,60.0,90.0,10
mprime,off,stage2,25,75.5,60.0,90.0,10
mprime,off,stage2,30,73.5,65.0,85.0,10
mprime,off,stage2,35,74.0,60.0,85.0,10
mprime,off,stage2,40,78.0,70.0,85.0,10
mprime,off,stage2,45,77.0,65.0,90.0,10
mprime,off,stage2,50,75.5,65.0,85.0,10
mprime,off,stage2,55,76.5,65.0,85.0,10
mprime,off,stage2,60,77.0,60.0,85.0,10
mprime,off,stage2,65,74.0,60.0,85.0,10
mprime,off,stage2,70,76.0,65.0,90.0,10
mprime,off,stage2,75,76.0,65.0,90.0,10
mprime,off,stage2,80,74.0,65.0,90.0,10
mprime,off,stage2,85,77.0,65.0,90.0,10
mprime,off,stage2,90,77.5,70.0,95.0,10
mprime,off,stage2,95,77.5,65.0,90.0,10
mprime,off,stage2,99,76.0,65.0,90.0,10
mprime,on,stage1,5,74.5,50.0,100.0,10
mprime,on,stage1,10,72.5,40.0,95.0,10
mprime,on,stage1,15,75.0,45.0,100.0,10
mprime,on,stage1,20,72.5,60.0,85.0,10
mprime,on,stage1,25,74.0,60.0,95.0,10
mprime,on,stage1,30,73.5,50.0,95.0,10
mprime,on,stage1,35,71.0,50.0,95.0,10
mprime,on,stage1,40,66.5,55.0,90.0,10
mprime,on,stage1,45,69.0,50.0,85.0,10
mprime,on,stage1,50,71.0,55.0,95.0,10
mprime,on,stage1,55,66.5,35.0,90.0,10
mprime,on,stage1,60,68.57142857142857,45.0,85.0,7
mprime,on,stage1,65,66.25,60.0,75.0,4
mprime,on,stage1,70,60.0,60.0,60.0,1
mprime,on,stage1,75,80.0,80.0,80.0,1
mprime,on,stage2,0,76.0,55.0,90.0,10
mprime,on,stage2,5,79.0,55.0,90.0,10
mprime,on,stage2,10,78.5,60.0,90.0,10
mprime,on,stage2,15,78.5,60.0,95.0,10
mprime,on,stage2,20,81.5,60.0,95.0,10
mprime,on,stage2,25,79.5,55.0,95.0,10
mprime,on,stage2,30,82.5,65.0,95.0,10
mprime,on,stage2,35,80.5,65.0,95.0,10
mprime,on,stage2,40,81.0,65.0,95.0,10
mprime,on,stage2,45,79.0,60.0,90.0,10
mprime,on,stage2,50,80.0,60.0,95.0,10
mprime,on,stage2,55,82.5,70.0,95.0,10
mprime,on,stage2,60,80.5,65.0,95.0,10
mprime,on,stage2,65,82.5,65.0,95.0,10
mprime,on,stage2,70,81.5,65.0,95.0,10
mprime,on,stage2,75,84.0,65.0,95.0,10
mprime,on,stage2,80,82.5,60.0,95.0,10
mprime,on,stage2,85,84.0,65.0,95.0,10
mprime,on,stage2,90,84.0,70.0,95.0,10
mprime,on,stage2,95,82.0,65.0,95.0,10
mprime,on,stage2,99,83.5,65.0,95.0,10
