job_id,instance_number,instance_path,status,hit_goal,steps,elapsed_seconds,evaluation_signature,source_evaluation_log,source_completion_ledger
20755803,14,../problems/numeric/counters/vanilla/fz_instance_15.pddl,success,True,185,510.97550430707633,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,16,../problems/numeric/counters/vanilla/fz_instance_17.pddl,success,True,142,406.91512829065323,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,17,../problems/numeric/counters/vanilla/fz_instance_18.pddl,success,True,161,466.88512932881713,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,18,../problems/numeric/counters/vanilla/fz_instance_19.pddl,success,True,177,491.5206632576883,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,19,../problems/numeric/counters/vanilla/fz_instance_20.pddl,success,True,198,673.093350706622,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,20,../problems/numeric/counters/vanilla/fz_instance_21.pddl,success,True,218,844.0909463725984,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,21,../problems/numeric/counters/vanilla/fz_instance_22.pddl,success,True,257,1022.291659604758,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755803,22,../problems/numeric/counters/vanilla/fz_instance_23.pddl,success,True,285,1586.7535500321537,a2e972c46008226f6bca8de7cb66fb3f6ce8d1d80fe37dc914127735771750a9,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-1963100312-unaware_20755803.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755803.jsonl
20755804,1,../problems/numeric/counters/vanilla/fz_instance_2.pddl,success,True,1,10.548131115268916,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,2,../problems/numeric/counters/vanilla/fz_instance_3.pddl,success,True,3,10.551110826898366,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,3,../problems/numeric/counters/vanilla/fz_instance_4.pddl,success,True,6,16.074936350807548,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,4,../problems/numeric/counters/vanilla/fz_instance_5.pddl,success,True,10,23.103129521012306,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,5,../problems/numeric/counters/vanilla/fz_instance_6.pddl,success,True,15,33.376345694065094,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,6,../problems/numeric/counters/vanilla/fz_instance_7.pddl,success,True,21,48.91100857499987,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
