experiment_id,manifest_id,domain,stage,value_head,seed,arm,iterations,job_id,slurm_state,source_log,recorded_instances,total_instances,unclassified_instances,recorded_successes,recorded_unsolved,recorded_timeouts,successes_le_1800s,successes_le_7200s,successes_le_21600s
MCTS-WIDTH-COUNTERS-S2,counters-off-1472491096-stage2-mcts_eval-primary-narrow-w5-i20,counters,stage2,off,1472491096,fixed_narrow_w5,20,20649848,TIMEOUT,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage2_mcts_eval/20649848_Ev_counters_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20430421_e0005.txt,53,59,6,18,29,6,18,18,18
MCTS-WIDTH-COUNTERS-S2,counters-on-1963100312-stage2-mcts_eval-primary-narrow-w5-i20,counters,stage2,on,1963100312,fixed_narrow_w5,20,20649854,TIMEOUT,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage2_mcts_eval/20649854_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20430427_e0000.txt,56,59,3,21,4,31,19,21,21
MCTS-WIDTH-COUNTERS-S2,counters-on-1510771779-stage2-mcts_eval-primary-narrow-w5-i20,counters,stage2,on,1510771779,fixed_narrow_w5,20,20649861,OUT_OF_MEMORY,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage2_mcts_eval/20649861_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20430434_e0000.txt,57,59,2,22,5,30,21,22,22
