domain,stage,value_head,seed,checkpoint_identity,search_family,search_variant,instance,policy_status,search_status,outcome_stratum,policy_steps,search_steps,search_elapsed_seconds,policy_log,search_log,source_artifact,source_row
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_29.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1543
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_3.pddl,success,success,both_success,3,3,10.29,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1544
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_30.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1545
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_31.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1546
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_32.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1547
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_33.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1548
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_34.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1549
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_35.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1550
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_36.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1551
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_37.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1552
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_38.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1553
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_39.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1554
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_4.pddl,success,success,both_success,6,6,12.04,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1555
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_40.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1556
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_41.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1557
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_42.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1558
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_43.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1559
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_44.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1560
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_45.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1561
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_46.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1562
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_47.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1563
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_48.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1564
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_49.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1565
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_5.pddl,success,success,both_success,10,10,16.05,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1566
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_50.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1567
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_51.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1568
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_52.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1569
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_53.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1570
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_54.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1571
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_55.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1572
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_56.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1573
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_57.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1574
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_58.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1575
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_59.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1576
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_6.pddl,success,success,both_success,15,15,23.33,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1577
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_60.pddl,unclassified,unclassified,both_fail_outcome_only,,,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1578
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_7.pddl,success,success,both_success,21,21,34.34,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1579
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_8.pddl,success,success,both_success,28,28,52.61,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1580
counters,stage1_validation_selected,on,1972442430,src20401277_e0001,fixed,narrow_5x20,fz_instance_9.pddl,success,success,both_success,36,36,75.9,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429894_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10P_src20401277_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430154_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401277_e0001.txt,experiment_tracking/policy_mcts_instance_audit.csv,1581
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_10.pddl,unclassified,success,policy_failure_search_success,,62,161.31,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1051
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_11.pddl,unclassified,success,policy_failure_search_success,,127,427.06,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1052
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_12.pddl,unclassified,success,policy_failure_search_success,,256,961.42,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1053
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_13.pddl,unclassified,success,policy_failure_search_success,,682,5499.58,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1054
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_14.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1055
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_15.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1056
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_16.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1057
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_17.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1058
counters,stage1_validation_selected,on,2011206605,src20401269_e0009,fixed,narrow_5x20,fz_instance_18.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430134_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,experiment_tracking/policy_mcts_instance_audit.csv,1059
