domain,stage,value_head,seed,checkpoint_identity,search_family,search_variant,instance,policy_status,search_status,outcome_stratum,policy_steps,search_steps,search_elapsed_seconds,policy_log,search_log,source_artifact,source_row
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_100_20_5_1.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,8391.19,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,42
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_100_25_6_2.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,13928.64,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,43
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_11_10_2_3.pddl,success,success,both_success,39,39,32.08,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,44
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_11_30_7_2.pddl,success,unsolved,policy_success_search_failure,239,10000,2306.33,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,45
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_11_35_8_3.pddl,success,success,both_success,235,239,1107.96,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,46
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_11_40_10_1.pddl,success,success,both_success,277,277,1977.38,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,47
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_15_10_2_3.pddl,success,success,both_success,114,114,62.87,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,48
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_15_25_6_3.pddl,success,success,both_success,239,239,495.15,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,49
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_10_2_1.pddl,success,success,both_success,128,128,65.37,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,50
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_10_2_3.pddl,success,success,both_success,167,169,81.64,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,51
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_15_3_2.pddl,success,success,both_success,180,180,147.25,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,52
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_30_7_2.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,5718.75,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,53
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_40_10_2.pddl,success,success,both_success,496,496,4905.47,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,54
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_5_2_1.pddl,success,success,both_success,22,22,17.53,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,55
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_20_5_2_2.pddl,success,success,both_success,31,33,17.79,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,56
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_25_15_3_1.pddl,unclassified,success,policy_failure_search_success,,370,281.52,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,57
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_25_35_8_1.pddl,success,success,both_success,541,541,4297.57,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,58
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_25_40_10_3.pddl,success,success,both_success,613,613,6177.55,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,59
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_5_25_6_1.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,518.33,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,60
block_grouping,stage1_validation_selected,off,1073581256,src20401189_e0023,fixed,narrow_5x20,instance_7_10_2_1.pddl,success,success,both_success,26,26,26.57,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20424895_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20401189_e0023.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594582_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401189_e0023.txt,experiment_tracking/policy_mcts_instance_audit.csv,61
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_100_20_5_1.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,62
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_100_25_6_2.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,15719.88,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,63
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_11_10_2_3.pddl,success,success,both_success,39,43,32.58,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,64
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_11_30_7_2.pddl,success,unsolved,policy_success_search_failure,244,10000,1881.11,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,65
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_11_35_8_3.pddl,success,success,both_success,235,241,1146.77,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,66
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_11_40_10_1.pddl,success,success,both_success,277,325,2433.91,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,67
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_15_10_2_3.pddl,success,success,both_success,114,398,164.04,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,68
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_15_25_6_3.pddl,success,success,both_success,239,241,474.56,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,69
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_10_2_1.pddl,success,success,both_success,128,210,91.04,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,70
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_10_2_3.pddl,success,success,both_success,167,1233,574.55,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,71
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_15_3_2.pddl,success,success,both_success,180,354,248.42,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,72
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_30_7_2.pddl,success,unsolved,policy_success_search_failure,4746,10000,9680.35,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,73
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_40_10_2.pddl,success,success,both_success,496,496,4659.36,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,74
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_5_2_1.pddl,success,success,both_success,22,22,16.53,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,75
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_20_5_2_2.pddl,success,success,both_success,31,32,20.28,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,76
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_25_15_3_1.pddl,success,success,both_success,2250,344,272.72,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,77
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_25_35_8_1.pddl,success,success,both_success,541,981,8080.63,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,78
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_25_40_10_3.pddl,success,success,both_success,613,633,6996.61,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,79
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_5_25_6_1.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,846.27,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,80
block_grouping,stage1_validation_selected,off,1239739722,src20401190_e0027,fixed,narrow_5x20,instance_7_10_2_1.pddl,success,success,both_success,26,32,26.81,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425135_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20401190_e0027.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594583_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401190_e0027.txt,experiment_tracking/policy_mcts_instance_audit.csv,81
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_100_20_5_1.pddl,unclassified,unsolved,both_fail_outcome_only,,10000,19175.62,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,82
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_100_25_6_2.pddl,unclassified,timeout,both_fail_outcome_only,,,21600.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,83
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_11_10_2_3.pddl,success,success,both_success,39,41,27.31,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,84
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_11_30_7_2.pddl,success,success,both_success,244,248,813.83,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,85
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_11_35_8_3.pddl,success,success,both_success,235,239,1231.66,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,86
block_grouping,stage1_validation_selected,off,1472491096,src20401191_e0030,fixed,narrow_5x20,instance_11_40_10_1.pddl,success,success,both_success,277,277,2298.16,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425141_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0030.txt,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594584_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401191_e0030.txt,experiment_tracking/policy_mcts_instance_audit.csv,87
