domain,stage,value_head,seed,checkpoint_identity,search_family,search_variant,tie_break,instance,outcome_stratum,first_divergence_decision,policy_action,search_action,network_argmax_action,root_visits,search_action_visits,policy_action_visits,search_action_q,policy_action_q,search_action_u,policy_action_u,search_action_prior,policy_action_prior,max_visit_tie_count,visit_entropy,policy_visit_js_divergence,terminal_cause,mechanism_label,local_root_evidence_level,policy_log,search_log,source_artifact,source_row
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_4.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,4
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_40.pddl,policy_success_search_failure,2,decrement c1,increment c10,,,,,,,,,,,,,,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,40
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_5.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,5
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_6.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,6
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_7.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,7
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_8.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,8
counters,stage1_validation_selected,off,534933607,src20401263_e0043,fixed_policy_prior_treatment,narrow_5x20,policy_prior,fz_instance_9.pddl,both_success,1,,,,,,,,,,,,,,,,success,both_search_arms_succeed,trajectory_first_divergence_no_root_vector,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429101_Ev_counters_counters_orig_novh_c.1_s534933607_SR10P_src20401263_e0043.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/534933607/21233925_10.completed.jsonl,experiment_tracking/counters_seed_divergence_audit_20260914/per_instance_pair_join.csv,9
counters,stage2_validation_selected,off,1963100312,src20430416_e0033,fixed,narrow_5x20,action_id,fz_instance_51.pddl,policy_success_search_failure,193,1,57,1,48,26,,,,,,,,2,1.256815916458147,0.00011481641506110409,ordinary_10000_action_cap,equal_max_visits_action_id_overrode_policy_argmax,aggregate_root_tie_and_entropy_no_child_q_u,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451601_Ev_counters_counters_orig_novh_c.1_s1963100312_SR10P_src20430416_e0033.txt,/home/hersco/training_new_domains/2026-09-10/counters_visit_audit/21178320_failure_off.txt,experiment_tracking/advisor_followup_20260910/counters_tie_break_counterfactual_latest.csv,2794
counters,stage2_validation_selected,off,1963100312,src20430416_e0033,fixed,narrow_5x20,action_id,fz_instance_55.pddl,policy_success_search_failure,184,67,11,67,28,24,,,,,,,,2,1.6055598826592756,0.0009763246525549898,ordinary_10000_action_cap,equal_max_visits_action_id_overrode_policy_argmax,aggregate_root_tie_and_entropy_no_child_q_u,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451601_Ev_counters_counters_orig_novh_c.1_s1963100312_SR10P_src20430416_e0033.txt,/home/hersco/training_new_domains/2026-09-10/counters_visit_audit/21178320_failure_off.txt,experiment_tracking/advisor_followup_20260910/counters_tie_break_counterfactual_latest.csv,2846
counters,stage2_validation_selected,off,1963100312,src20430416_e0033,fixed,narrow_5x20,action_id,fz_instance_59.pddl,policy_success_search_failure,26,1,6,1,39,18,,,,,,,,2,1.2456878834555773,4.5652441783325826e-05,ordinary_10000_action_cap,equal_max_visits_action_id_overrode_policy_argmax,aggregate_root_tie_and_entropy_no_child_q_u,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451601_Ev_counters_counters_orig_novh_c.1_s1963100312_SR10P_src20430416_e0033.txt,/home/hersco/training_new_domains/2026-09-10/counters_visit_audit/21178320_failure_off.txt,experiment_tracking/advisor_followup_20260910/counters_tie_break_counterfactual_latest.csv,2866
