experiment_id,manifest_id,domain,value_head,seed,variant,source_checkpoint,source_training_job_id,policy_score,width_or_max_width,iterations,pw_min_width,pw_c,pw_alpha,terminal_safe,histogram_logging,workers,cpus,memory,time_limit,status
mcts-pw-safe-kmin3-extension,pw-safe-drone-off-1073581256-safe_pw_kmin3_ext,drone,off,1073581256,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:20.913241/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905447-1247c09/snapshots/snapshot_90_0.625",20401209,5,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-off-1239739722-safe_pw_kmin3_ext,drone,off,1239739722,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:20.913253/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905447-7d9a779/snapshots/snapshot_51_0.625",20401210,5,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-off-1472491096-safe_pw_kmin3_ext,drone,off,1472491096,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:20.913424/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905447-43e0a7a/snapshots/snapshot_92_0.750",20401212,10,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-off-534933607-safe_pw_kmin3_ext,drone,off,534933607,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:20.913938/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905447-3c74d66/snapshots/snapshot_69_0.500",20401213,11,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-on-1073581256-safe_pw_kmin3_ext,drone,on,1073581256,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:54.901712/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905448-1247c09/snapshots/snapshot_118_0.750",20401199,7,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-on-1239739722-safe_pw_kmin3_ext,drone,on,1239739722,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:54.901932/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905448-7d9a779/snapshots/snapshot_23_0.375",20401200,3,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-on-1472491096-safe_pw_kmin3_ext,drone,on,1472491096,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:54.901716/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905448-43e0a7a/snapshots/snapshot_21_0.500",20401201,4,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
mcts-pw-safe-kmin3-extension,pw-safe-drone-on-534933607-safe_pw_kmin3_ext,drone,on,534933607,safe_pw_kmin3,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.drone-experiments_numeric.architecture_2.drone-2026-08-20T18:13:54.901707/P[domain,problem_1_1_4,problem_1_8_1,problem_8_1_...]-S[0.003,50,enhsp-hadd-astar]-MO[]-T[518400]-04905448-3c74d66/snapshots/snapshot_161_0.500",20401202,11,20,70,3,0.6,0.5,true,compact-v1,3,6,120G,3-00:00:00,ready
