arm,value_head,seed,job_id,instance_number,instance,runtime_seconds,steps,source_log
pw_kmin3,off,1073581256,20684748,3,problem_1_8_1.pddl,46.89,35,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684748_pw-safe-drone-off-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,off,1073581256,20684748,7,problem_2_9_1.pddl,60.85,54,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684748_pw-safe-drone-off-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,off,1073581256,20684748,15,problem_8_1_2.pddl,87.69,62,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684748_pw-safe-drone-off-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,off,1073581256,20684748,18,problem_8_7_1.pddl,399.63,195,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684748_pw-safe-drone-off-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,1,problem_1_1_2.pddl,50.67,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,2,problem_1_1_4.pddl,52.92,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,3,problem_1_8_1.pddl,56.18,35,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,7,problem_2_9_1.pddl,78.17,70,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,11,problem_5_2_2.pddl,96.61,87,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1239739722,20684749,13,problem_6_8_1.pddl,262.16,167,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684749_pw-safe-drone-off-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,1,problem_1_1_2.pddl,51.62,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,3,problem_1_8_1.pddl,53.42,25,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,2,problem_1_1_4.pddl,57.55,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,7,problem_2_9_1.pddl,66.24,72,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,8,problem_3_3_4.pddl,119.59,144,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,9,problem_4_2_5.pddl,122.14,145,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,11,problem_5_2_2.pddl,74.15,65,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,13,problem_6_8_1.pddl,260.86,167,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,15,problem_8_1_2.pddl,91.70,48,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,16,problem_8_1_4.pddl,149.27,103,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,17,problem_8_1_5.pddl,174.38,140,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,off,1472491096,20684750,18,problem_8_7_1.pddl,411.38,216,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684750_pw-safe-drone-off-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,1,problem_1_1_2.pddl,41.00,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,2,problem_1_1_4.pddl,42.96,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,3,problem_1_8_1.pddl,44.63,25,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,5,problem_2_5_4.pddl,143.50,168,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,7,problem_2_9_1.pddl,62.44,63,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,8,problem_3_3_4.pddl,97.95,107,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,9,problem_4_2_5.pddl,121.81,127,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,11,problem_5_2_2.pddl,76.92,63,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,6,problem_2_8_3.pddl,412.78,498,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,12,problem_5_10_1.pddl,291.77,214,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,13,problem_6_8_1.pddl,256.71,204,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,15,problem_8_1_2.pddl,75.91,52,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,16,problem_8_1_4.pddl,177.41,171,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,17,problem_8_1_5.pddl,225.74,195,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,534933607,20684755,18,problem_8_7_1.pddl,500.04,228,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684755_pw-safe-drone-on-534933607-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,2,problem_1_1_4.pddl,54.91,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,1,problem_1_1_2.pddl,56.92,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,3,problem_1_8_1.pddl,58.23,35,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,5,problem_2_5_4.pddl,171.50,159,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,7,problem_2_9_1.pddl,76.02,58,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,8,problem_3_3_4.pddl,215.00,226,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,9,problem_4_2_5.pddl,226.25,242,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,6,problem_2_8_3.pddl,498.65,548,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,11,problem_5_2_2.pddl,100.38,74,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,12,problem_5_10_1.pddl,310.58,164,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,13,problem_6_8_1.pddl,416.08,241,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,15,problem_8_1_2.pddl,100.47,52,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,16,problem_8_1_4.pddl,183.41,112,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1073581256,20684752,17,problem_8_1_5.pddl,248.07,138,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684752_pw-safe-drone-on-1073581256-safe_pw_kmin3_ext.txt
pw_kmin3,on,1239739722,20684753,1,problem_1_1_2.pddl,41.98,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684753_pw-safe-drone-on-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,on,1239739722,20684753,2,problem_1_1_4.pddl,42.15,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684753_pw-safe-drone-on-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,on,1239739722,20684753,3,problem_1_8_1.pddl,45.08,35,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684753_pw-safe-drone-on-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,on,1239739722,20684753,7,problem_2_9_1.pddl,67.08,95,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684753_pw-safe-drone-on-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,on,1239739722,20684753,11,problem_5_2_2.pddl,107.03,144,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684753_pw-safe-drone-on-1239739722-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,1,problem_1_1_2.pddl,47.74,4,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,2,problem_1_1_4.pddl,48.28,10,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,3,problem_1_8_1.pddl,52.00,35,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,7,problem_2_9_1.pddl,71.95,93,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,8,problem_3_3_4.pddl,217.61,275,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,11,problem_5_2_2.pddl,114.88,131,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
pw_kmin3,on,1472491096,20684754,15,problem_8_1_2.pddl,87.92,111,/home/hersco/training_new_domains/2026-08-28/mcts_pw_safe_sensitivity/20684754_pw-safe-drone-on-1472491096-safe_pw_kmin3_ext.txt
