source_log,completed_instance_summaries,node_observations,weighted_mean_children_all_nodes,root_observations,weighted_mean_root_children,selection_seconds,expansion_seconds,successor_seconds,network_seconds,evaluation_seconds,backprop_seconds
/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/pw-kmin3-block_grouping-off-1963100312-s1_20726010.out,15,108097,2.0252239192577033,5168,5.161596362229101,474.45381100000003,8146.197793,7491.120012000001,611.8534910000001,7747.316199999999,31.422958
/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/pw-kmin3-block_grouping-off-2011206605-s1_20726011.out,18,478358,2.616212836411223,33725,5.401417642698295,3318.745482,35423.183615999995,28713.525362,6481.625952000001,25318.492486999996,240.57858700000003
/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/pw-kmin3-block_grouping-on-1963100312-s1_20726012.out,18,275387,1.249102644641904,7287,5.4657225195553725,105.64976200000001,24715.485713000002,23355.875261,1305.611018,7857.093131,22.006287000000004
/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/pw-kmin3-block_grouping-on-2011206605-s1_20726013.out,19,416105,1.8266098460725058,21741,6.8698739708385075,3606.737074,37788.526704,34240.057432,3396.411654,14243.523182,265.25802200000004
__aggregate__,70,1277947,2.014524146932541,67921,5.860110864092107,7505.586128999999,106073.393826,93800.578067,11795.502115000001,55166.425,559.265854
