experiment_id,domain,stage,value_head,matched_n,policy_mean,fixed_20_70_mean,pw70_30m_mean,pw70_2h_mean,pw70_6h_mean,pw_minus_policy_mean,pw_minus_policy_ci95_low,pw_minus_policy_ci95_high,pw_minus_policy_raw_signflip_p,pw_minus_fixed_mean,pw_minus_fixed_ci95_low,pw_minus_fixed_ci95_high,pw_minus_fixed_raw_signflip_p,row_level_companion
MCTS-PW70-CONFIRMATORY,fo_counters,stage1,off,5,3.6,8.6,8.0,8.0,8.0,4.4,2.517225196684426,6.282774803315575,0.0625,-0.6,-1.2799783525966102,0.07997835259661024,0.25,experiment_tracking/mcts_progressive_widening_cross_domain/pw70_confirmatory_seed_results_20260904.csv
MCTS-PW70-CONFIRMATORY,fo_counters,stage1,on,5,3.2,5.4,7.2,7.2,7.2,4.0,2.758535058892117,5.241464941107883,0.0625,1.8,0.18132775399094458,3.4186722460090557,0.125,experiment_tracking/mcts_progressive_widening_cross_domain/pw70_confirmatory_seed_results_20260904.csv
MCTS-PW70-CONFIRMATORY,rover,stage1,off,5,4.0,4.8,4.8,4.8,4.8,0.8,-0.5599567051932204,2.1599567051932205,0.5,0.0,-1.9629284245738559,1.9629284245738559,1.0,experiment_tracking/mcts_progressive_widening_cross_domain/pw70_confirmatory_seed_results_20260904.csv
MCTS-PW70-CONFIRMATORY,rover,stage1,on,5,3.6,4.6,4.8,4.8,4.8,1.2,-0.8399350577898306,3.2399350577898307,0.5,0.2,-2.188005494131033,2.5880054941310333,1.0,experiment_tracking/mcts_progressive_widening_cross_domain/pw70_confirmatory_seed_results_20260904.csv
