experiment_id,manifest_id,domain,stage,value_head,seed,arm,iterations,slurm_job_id,slurm_state,score,total,source_log
MCTS-PW-CROSS-DOMAIN,fixed-bg-off-1963100312,block_grouping,stage1,off,1963100312,fixed_narrow_w5,20,20594580,COMPLETED,15,20,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594580_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401187_e0044.txt
MCTS-PW-CROSS-DOMAIN,fixed-bg-off-2011206605,block_grouping,stage1,off,2011206605,fixed_narrow_w5,20,20594581,COMPLETED,15,20,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage1_mcts_eval/20594581_Ev_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401188_e0040.txt
MCTS-PW-CROSS-DOMAIN,fixed-bg-on-1963100312,block_grouping,stage1,on,1963100312,fixed_narrow_w5,20,20430030,COMPLETED,17,20,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430030_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401177_e0004.txt
MCTS-PW-CROSS-DOMAIN,fixed-bg-on-2011206605,block_grouping,stage1,on,2011206605,fixed_narrow_w5,20,20430031,COMPLETED,17,20,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430031_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401178_e0026.txt
