bytes|mtime|path
1565290508|2026-06-12T09:51:32.9378116090+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T14:26:12.416949/P[domain,fz_instance_4,inv_instance_4,rnd_instanc...]-S[0.003,50,enhsp-hmrmax-astar]-MO[]-T[561600]-04801540-3cbe346/run-info/stdout
1565290508|2026-06-12T09:51:32.9378116090+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T14:26:12.416949/runs/937915cedb8da681e38b8840aeabf07c/stdout
1382264627|2026-06-12T13:58:43.8706452110+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T13:59:27.736807/runs/7091389d193525ac1d643b7c43f351a7/stdout
1251219770|2026-06-12T13:58:54.0348242820+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T13:59:27.736769/runs/504af01f1de8ed109621b7ed70f34d44/stdout
1250003327|2026-06-12T13:58:43.8706452110+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T13:59:27.736853/runs/116efc1bc305cfe626405a2fb256f9fb/stdout
1216428938|2026-06-12T13:58:43.8706452110+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T13:59:27.736853/runs/60e03e28249362220f60d30d32176bba/stdout
1209257511|2026-06-12T14:25:15.7098450750+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-09T14:26:12.417134/runs/328f1bbf952529709303ae10972f3723/stdout
1180992179|2026-06-13T01:34:37.0273872220+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-10T01:36:06.433786/runs/9ddb122448cad2ee94e4422ef9f9685a/stdout
1013968237|2026-06-14T00:28:03.1015543200+0300|/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.counters-experiments_numeric.architecture.actprop_2l_comparison_mcts-2026-06-11T00:29:42.707866/runs/7761ea48f7ae5d38e9bd0de85d9dcf62/stdout
995447552|2025-07-05T17:27:41.6254959750+0300|/home/hersco/original-nu-asnets/numeric-asnets/venv-asnets/lib/python3.10/site-packages/tensorflow/libtensorflow_cc.so.2
