array_index,role,seed,start_stage1_checkpoint,frozen_replay_role,frozen_replay_seed,frozen_replay_batch_dir,frozen_checksum_manifest,phase_a_start_score,phase_a_endpoint_score,phase_b_foreign_replay_endpoint_score,epochs,optimizer_batches,anchor_coeff,kl_current_forward,replay_loss_forward,trust_mean_kl_limit,trust_p99_kl_limit,max_retries,learning_rate_backtrack_factor,teacher,cpus,memory_gib,time_limit,training_log,audit_jsonl,endpoint_path_file,probe_input_dir
0,catastrophic_outlier,1972442430,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T06:58:34.413651/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911972-72aea46/snapshots/snapshot_15_1.000",catastrophic_outlier,1972442430,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_a/catastrophic_outlier_1972442430/first_update_audit.jsonl.batches,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_b_crossover/frozen_schedule_checksums.csv,20,10,3,1,60,3,deterministic,training,calibrated_in_smoke,calibrated_in_smoke,2,0.5,hadd-astar,6,48,02:00:00,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/train_%A_0.txt,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/catastrophic_outlier/first_update_audit.jsonl,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/catastrophic_outlier/endpoint_path.txt,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_a/catastrophic_outlier_1972442430/stage1_probe
1,stable_control,2082152039,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp-2026-08-25T06:23:43.293616/P[domain,pfile1,pfile2,pfile4]-S[0.003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04911937-faf7d6/snapshots/snapshot_5_0.667",stable_control,2082152039,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_a/stable_control_2082152039/first_update_audit.jsonl.batches,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_b_crossover/frozen_schedule_checksums.csv,20,20,20,1,60,3,deterministic,training,calibrated_in_smoke,calibrated_in_smoke,2,0.5,hadd-astar,6,48,02:00:00,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/train_%A_1.txt,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/stable_control/first_update_audit.jsonl,/home/hersco/training_new_domains/2026-09-15/tpp_first_update_phase_c_prevention/stable_control/endpoint_path.txt,/home/hersco/training_new_domains/2026-09-14/tpp_first_update_phase_a/stable_control_2082152039/stage1_probe
