evaluation_job_id,source_training_job_id,domain,value_head,seed,epoch,successes,total,source_evaluation_log
20426167,20401221,fo_counters,on,1239739722,60,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426167_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0060.txt
20426169,20401221,fo_counters,on,1239739722,65,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426169_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0065.txt
20426171,20401221,fo_counters,on,1239739722,70,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426171_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0070.txt
20426173,20401221,fo_counters,on,1239739722,75,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426173_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0075.txt
20426175,20401221,fo_counters,on,1239739722,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426175_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0080.txt
20426177,20401221,fo_counters,on,1239739722,85,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426177_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0085.txt
20426179,20401221,fo_counters,on,1239739722,90,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426179_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0090.txt
20426182,20401221,fo_counters,on,1239739722,95,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426182_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0095.txt
20426184,20401221,fo_counters,on,1239739722,100,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426184_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0100.txt
20426186,20401221,fo_counters,on,1239739722,105,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426186_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0105.txt
20426188,20401221,fo_counters,on,1239739722,110,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426188_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0110.txt
20426190,20401221,fo_counters,on,1239739722,115,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426190_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0115.txt
20426193,20401221,fo_counters,on,1239739722,120,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426193_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0120.txt
20426195,20401221,fo_counters,on,1239739722,125,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426195_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0125.txt
20426197,20401221,fo_counters,on,1239739722,130,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426197_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0130.txt
20426199,20401221,fo_counters,on,1239739722,135,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426199_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0135.txt
20426202,20401221,fo_counters,on,1239739722,140,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426202_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0140.txt
20426204,20401221,fo_counters,on,1239739722,92,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426204_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0092.txt
20426206,20401222,fo_counters,on,1472491096,5,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426206_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0005.txt
20426209,20401222,fo_counters,on,1472491096,10,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426209_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0010.txt
20426211,20401222,fo_counters,on,1472491096,15,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426211_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0015.txt
20426213,20401222,fo_counters,on,1472491096,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426213_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0020.txt
20426216,20401222,fo_counters,on,1472491096,25,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426216_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0025.txt
20426218,20401222,fo_counters,on,1472491096,30,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426218_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0030.txt
20426220,20401222,fo_counters,on,1472491096,35,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426220_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0035.txt
20426223,20401222,fo_counters,on,1472491096,40,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426223_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0040.txt
20426225,20401222,fo_counters,on,1472491096,45,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426225_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0045.txt
20426227,20401222,fo_counters,on,1472491096,50,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426227_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0050.txt
20426229,20401222,fo_counters,on,1472491096,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426229_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0055.txt
20426232,20401222,fo_counters,on,1472491096,60,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426232_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0060.txt
20426234,20401222,fo_counters,on,1472491096,65,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426234_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0065.txt
20426235,20401222,fo_counters,on,1472491096,70,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426235_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0070.txt
20426236,20401222,fo_counters,on,1472491096,75,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426236_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0075.txt
20426237,20401222,fo_counters,on,1472491096,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426237_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0080.txt
20426238,20401222,fo_counters,on,1472491096,85,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426238_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0085.txt
20426239,20401222,fo_counters,on,1472491096,90,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426239_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0090.txt
20426240,20401222,fo_counters,on,1472491096,95,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426240_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0095.txt
20426241,20401222,fo_counters,on,1472491096,100,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426241_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0100.txt
20426242,20401222,fo_counters,on,1472491096,105,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426242_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0105.txt
20426243,20401222,fo_counters,on,1472491096,110,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426243_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0110.txt
20426244,20401222,fo_counters,on,1472491096,115,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426244_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0115.txt
20426245,20401222,fo_counters,on,1472491096,66,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426245_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0066.txt
20426376,20401223,fo_counters,on,534933607,5,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426376_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0005.txt
20426377,20401223,fo_counters,on,534933607,10,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426377_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0010.txt
20426378,20401223,fo_counters,on,534933607,15,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426378_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0015.txt
20426379,20401223,fo_counters,on,534933607,20,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426379_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0020.txt
20426380,20401223,fo_counters,on,534933607,25,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426380_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0025.txt
20426381,20401223,fo_counters,on,534933607,30,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426381_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0030.txt
20426382,20401223,fo_counters,on,534933607,35,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426382_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0035.txt
20426383,20401223,fo_counters,on,534933607,40,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426383_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0040.txt
20426384,20401223,fo_counters,on,534933607,45,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426384_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0045.txt
20426385,20401223,fo_counters,on,534933607,50,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426385_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0050.txt
20426386,20401223,fo_counters,on,534933607,55,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426386_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0055.txt
20426387,20401223,fo_counters,on,534933607,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426387_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0060.txt
20426388,20401223,fo_counters,on,534933607,65,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426388_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0065.txt
20426389,20401223,fo_counters,on,534933607,70,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426389_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0070.txt
20426390,20401223,fo_counters,on,534933607,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426390_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0075.txt
20426391,20401223,fo_counters,on,534933607,80,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426391_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0080.txt
20426392,20401223,fo_counters,on,534933607,85,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426392_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0085.txt
20426393,20401223,fo_counters,on,534933607,90,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426393_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0090.txt
20426394,20401223,fo_counters,on,534933607,95,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426394_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0095.txt
20426395,20401223,fo_counters,on,534933607,100,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426395_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0100.txt
20426396,20401223,fo_counters,on,534933607,105,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426396_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0105.txt
20426397,20401223,fo_counters,on,534933607,58,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426397_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0058.txt
20426398,20401224,fo_counters,on,2082152039,5,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426398_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0005.txt
20426399,20401224,fo_counters,on,2082152039,10,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426399_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0010.txt
20426400,20401224,fo_counters,on,2082152039,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426400_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0015.txt
20426401,20401224,fo_counters,on,2082152039,20,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426401_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0020.txt
20426402,20401224,fo_counters,on,2082152039,25,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426402_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0025.txt
20426403,20401224,fo_counters,on,2082152039,30,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426403_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0030.txt
20426404,20401224,fo_counters,on,2082152039,35,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426404_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0035.txt
20426405,20401224,fo_counters,on,2082152039,40,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426405_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0040.txt
20426406,20401224,fo_counters,on,2082152039,45,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426406_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0045.txt
20426407,20401224,fo_counters,on,2082152039,50,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426407_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0050.txt
20426408,20401224,fo_counters,on,2082152039,55,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426408_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0055.txt
20426409,20401224,fo_counters,on,2082152039,60,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426409_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0060.txt
20426410,20401224,fo_counters,on,2082152039,65,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426410_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0065.txt
20426411,20401224,fo_counters,on,2082152039,70,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426411_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0070.txt
20426412,20401224,fo_counters,on,2082152039,23,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426412_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0023.txt
20426413,20401225,fo_counters,on,1510771779,5,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426413_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0005.txt
20426414,20401225,fo_counters,on,1510771779,10,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426414_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0010.txt
20426415,20401225,fo_counters,on,1510771779,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426415_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0015.txt
20426416,20401225,fo_counters,on,1510771779,20,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426416_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0020.txt
20426417,20401225,fo_counters,on,1510771779,25,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426417_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0025.txt
20426418,20401225,fo_counters,on,1510771779,30,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426418_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0030.txt
20426419,20401225,fo_counters,on,1510771779,35,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426419_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0035.txt
20426420,20401225,fo_counters,on,1510771779,40,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426420_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0040.txt
20426421,20401225,fo_counters,on,1510771779,45,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426421_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0045.txt
20426422,20401225,fo_counters,on,1510771779,50,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426422_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0050.txt
20426423,20401225,fo_counters,on,1510771779,55,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426423_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0055.txt
20426424,20401225,fo_counters,on,1510771779,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426424_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0060.txt
20426425,20401225,fo_counters,on,1510771779,65,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426425_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0065.txt
20426426,20401225,fo_counters,on,1510771779,70,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426426_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0070.txt
20426427,20401225,fo_counters,on,1510771779,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426427_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0075.txt
20426428,20401225,fo_counters,on,1510771779,80,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426428_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0080.txt
20426429,20401225,fo_counters,on,1510771779,85,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426429_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0085.txt
20426430,20401225,fo_counters,on,1510771779,90,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426430_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0090.txt
20426431,20401225,fo_counters,on,1510771779,95,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426431_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0095.txt
20426432,20401225,fo_counters,on,1510771779,100,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426432_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0100.txt
20426433,20401225,fo_counters,on,1510771779,105,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426433_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0105.txt
20426434,20401225,fo_counters,on,1510771779,110,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426434_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0110.txt
20426435,20401225,fo_counters,on,1510771779,115,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426435_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0115.txt
20426437,20401225,fo_counters,on,1510771779,68,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426437_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0068.txt
20426440,20401226,fo_counters,on,923500475,5,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426440_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0005.txt
20426442,20401226,fo_counters,on,923500475,10,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426442_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0010.txt
20426444,20401226,fo_counters,on,923500475,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426444_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0015.txt
20426447,20401226,fo_counters,on,923500475,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426447_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0020.txt
20426449,20401226,fo_counters,on,923500475,25,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426449_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0025.txt
20426451,20401226,fo_counters,on,923500475,30,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426451_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0030.txt
20426454,20401226,fo_counters,on,923500475,35,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426454_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0035.txt
20426456,20401226,fo_counters,on,923500475,40,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426456_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0040.txt
20426459,20401226,fo_counters,on,923500475,45,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426459_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0045.txt
20426461,20401226,fo_counters,on,923500475,50,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426461_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0050.txt
20426463,20401226,fo_counters,on,923500475,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426463_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0055.txt
