evaluation_job_id,source_training_job_id,domain,value_head,seed,epoch,successes,total,source_evaluation_log
20427168,20401237,fo_counters,off,1972442430,20,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427168_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0020.txt
20427169,20401237,fo_counters,off,1972442430,25,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427169_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0025.txt
20427170,20401237,fo_counters,off,1972442430,30,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427170_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0030.txt
20427171,20401237,fo_counters,off,1972442430,35,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427171_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0035.txt
20427172,20401237,fo_counters,off,1972442430,40,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427172_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0040.txt
20427173,20401237,fo_counters,off,1972442430,45,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427173_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0045.txt
20427174,20401237,fo_counters,off,1972442430,50,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427174_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0050.txt
20427175,20401237,fo_counters,off,1972442430,55,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427175_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0055.txt
20427176,20401237,fo_counters,off,1972442430,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427176_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0060.txt
20427177,20401237,fo_counters,off,1972442430,65,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427177_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0065.txt
20427178,20401237,fo_counters,off,1972442430,70,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427178_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0070.txt
20427179,20401237,fo_counters,off,1972442430,75,6.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427179_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0075.txt
20427180,20401237,fo_counters,off,1972442430,28,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427180_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0028.txt
20427181,20401238,rover,on,1963100312,5,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427181_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0005.txt
20427182,20401238,rover,on,1963100312,10,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427182_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0010.txt
20427183,20401238,rover,on,1963100312,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427183_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0015.txt
20427184,20401238,rover,on,1963100312,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427184_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0020.txt
20427185,20401238,rover,on,1963100312,25,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427185_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0025.txt
20427186,20401238,rover,on,1963100312,30,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427186_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0030.txt
20427187,20401238,rover,on,1963100312,35,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427187_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0035.txt
20427188,20401238,rover,on,1963100312,40,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427188_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0040.txt
20427189,20401238,rover,on,1963100312,45,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427189_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0045.txt
20427190,20401238,rover,on,1963100312,50,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427190_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0050.txt
20427191,20401238,rover,on,1963100312,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427191_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0055.txt
20427192,20401238,rover,on,1963100312,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427192_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0060.txt
20427193,20401238,rover,on,1963100312,65,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427193_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0065.txt
20427194,20401238,rover,on,1963100312,70,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427194_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0070.txt
20427195,20401238,rover,on,1963100312,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427195_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0075.txt
20427197,20401238,rover,on,1963100312,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427197_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0080.txt
20427200,20401238,rover,on,1963100312,85,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427200_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0085.txt
20427202,20401238,rover,on,1963100312,90,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427202_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0090.txt
20427204,20401238,rover,on,1963100312,95,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427204_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0095.txt
20427207,20401238,rover,on,1963100312,100,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427207_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0100.txt
20427208,20401238,rover,on,1963100312,105,5.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427208_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0105.txt
20427210,20401238,rover,on,1963100312,110,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427210_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0110.txt
20427212,20401238,rover,on,1963100312,115,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427212_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0115.txt
20427214,20401238,rover,on,1963100312,120,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427214_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0120.txt
20427216,20401239,rover,on,2011206605,5,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427216_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0005.txt
20427218,20401239,rover,on,2011206605,10,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427218_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0010.txt
20427429,20401239,rover,on,2011206605,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427429_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0015.txt
20427430,20401239,rover,on,2011206605,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427430_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0020.txt
20427431,20401239,rover,on,2011206605,25,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427431_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0025.txt
20427432,20401239,rover,on,2011206605,30,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427432_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0030.txt
20427433,20401239,rover,on,2011206605,35,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427433_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0035.txt
20427434,20401239,rover,on,2011206605,40,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427434_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0040.txt
20427435,20401239,rover,on,2011206605,45,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427435_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0045.txt
20427436,20401239,rover,on,2011206605,50,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427436_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0050.txt
20427437,20401239,rover,on,2011206605,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427437_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0055.txt
20427438,20401239,rover,on,2011206605,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427438_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0060.txt
20427439,20401239,rover,on,2011206605,65,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427439_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0065.txt
20427440,20401239,rover,on,2011206605,70,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427440_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0070.txt
20427441,20401239,rover,on,2011206605,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427441_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0075.txt
20427442,20401239,rover,on,2011206605,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427442_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0080.txt
20427443,20401239,rover,on,2011206605,85,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427443_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0085.txt
20427444,20401239,rover,on,2011206605,90,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427444_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0090.txt
20427445,20401239,rover,on,2011206605,95,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427445_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0095.txt
20427446,20401239,rover,on,2011206605,100,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427446_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0100.txt
20427447,20401239,rover,on,2011206605,105,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427447_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0105.txt
20427448,20401239,rover,on,2011206605,110,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427448_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0110.txt
20427449,20401239,rover,on,2011206605,115,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427449_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0115.txt
20427450,20401239,rover,on,2011206605,120,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427450_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0120.txt
20427451,20401239,rover,on,2011206605,125,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427451_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0125.txt
20427452,20401239,rover,on,2011206605,130,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427452_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0130.txt
20427453,20401239,rover,on,2011206605,135,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427453_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0135.txt
20427454,20401239,rover,on,2011206605,140,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427454_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0140.txt
20427455,20401239,rover,on,2011206605,145,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427455_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0145.txt
20427456,20401240,rover,on,1073581256,5,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427456_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0005.txt
20427457,20401240,rover,on,1073581256,10,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427457_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0010.txt
20427458,20401240,rover,on,1073581256,15,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427458_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0015.txt
20427459,20401240,rover,on,1073581256,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427459_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0020.txt
20427460,20401240,rover,on,1073581256,25,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427460_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0025.txt
20427461,20401240,rover,on,1073581256,30,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427461_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0030.txt
20427462,20401240,rover,on,1073581256,35,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427462_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0035.txt
20427463,20401240,rover,on,1073581256,40,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427463_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0040.txt
20427464,20401240,rover,on,1073581256,45,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427464_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0045.txt
20427465,20401240,rover,on,1073581256,50,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427465_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0050.txt
20427466,20401240,rover,on,1073581256,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427466_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0055.txt
20427467,20401240,rover,on,1073581256,60,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427467_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0060.txt
20427468,20401240,rover,on,1073581256,65,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427468_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0065.txt
20427469,20401240,rover,on,1073581256,70,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427469_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0070.txt
20427470,20401240,rover,on,1073581256,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427470_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0075.txt
20427471,20401240,rover,on,1073581256,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427471_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0080.txt
20427472,20401240,rover,on,1073581256,85,2.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427472_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0085.txt
20427473,20401240,rover,on,1073581256,90,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427473_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0090.txt
20427474,20401240,rover,on,1073581256,95,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427474_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0095.txt
20427475,20401240,rover,on,1073581256,100,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427475_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0100.txt
20427476,20401240,rover,on,1073581256,105,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427476_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0105.txt
20427477,20401240,rover,on,1073581256,110,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427477_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0110.txt
20427478,20401240,rover,on,1073581256,115,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427478_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0115.txt
20427479,20401240,rover,on,1073581256,120,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427479_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0120.txt
20427480,20401240,rover,on,1073581256,125,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427480_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0125.txt
20427481,20401240,rover,on,1073581256,130,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427481_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0130.txt
20427482,20401240,rover,on,1073581256,135,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427482_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0135.txt
20427483,20401240,rover,on,1073581256,140,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427483_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0140.txt
20427484,20401240,rover,on,1073581256,145,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427484_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0145.txt
20427485,20401240,rover,on,1073581256,150,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427485_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0150.txt
20427486,20401240,rover,on,1073581256,155,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427486_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0155.txt
20427487,20401240,rover,on,1073581256,160,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427487_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0160.txt
20427488,20401240,rover,on,1073581256,165,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427488_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0165.txt
20427489,20401240,rover,on,1073581256,170,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427489_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0170.txt
20427490,20401240,rover,on,1073581256,175,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427490_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0175.txt
20427491,20401240,rover,on,1073581256,180,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427491_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0180.txt
20427492,20401240,rover,on,1073581256,185,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427492_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0185.txt
20427493,20401240,rover,on,1073581256,190,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427493_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0190.txt
20427494,20401240,rover,on,1073581256,143,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427494_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0143.txt
20427495,20401241,rover,on,1239739722,5,1.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427495_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0005.txt
20427496,20401241,rover,on,1239739722,10,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427496_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0010.txt
20427497,20401241,rover,on,1239739722,15,3.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427497_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0015.txt
20427498,20401241,rover,on,1239739722,20,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427498_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0020.txt
20427499,20401241,rover,on,1239739722,25,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427499_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0025.txt
20427500,20401241,rover,on,1239739722,30,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427500_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0030.txt
20427501,20401241,rover,on,1239739722,35,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427501_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0035.txt
20427502,20401241,rover,on,1239739722,40,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427502_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0040.txt
20427503,20401241,rover,on,1239739722,45,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427503_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0045.txt
20427504,20401241,rover,on,1239739722,50,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427504_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0050.txt
20427505,20401241,rover,on,1239739722,55,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427505_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0055.txt
20427506,20401241,rover,on,1239739722,60,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427506_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0060.txt
20427507,20401241,rover,on,1239739722,65,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427507_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0065.txt
20427508,20401241,rover,on,1239739722,70,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427508_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0070.txt
20427509,20401241,rover,on,1239739722,75,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427509_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0075.txt
20427510,20401241,rover,on,1239739722,80,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427510_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0080.txt
20427511,20401241,rover,on,1239739722,85,4.0,20.0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427511_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0085.txt
