experiment_id,domain,value_head,seed,source_training_job_id,selected_epoch,policy_score,policy_log,candidate_mcts_log_count,candidate_mcts_logs,audit_state
MAIN-TERM,drone,on,1972442430,20489443,54,5,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542189_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10TCP_src20489443_e0054.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559559_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489443_e0054.txt,candidate_logs_found
MAIN-TERM,drone,on,2011206605,20489444,92,7,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542211_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10TCP_src20489444_e0092.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559560_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489444_e0092.txt,candidate_logs_found
MAIN-TERM,drone,on,2082152039,20489445,2,9,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542233_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10TCP_src20489445_e0002.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559561_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489445_e0002.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,534933607,20489446,15,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542237_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10TCP_src20489446_e0015.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559562_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCM_src20489446_e0015.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,923500475,20489447,74,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542292_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10TCP_src20489447_e0074.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559563_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCM_src20489447_e0074.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1073581256,20489448,9,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542404_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10TCP_src20489448_e0009.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559564_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCM_src20489448_e0009.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1239739722,20489449,97,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542589_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10TCP_src20489449_e0097.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559565_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCM_src20489449_e0097.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1472491096,20489450,98,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542667_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10TCP_src20489450_e0098.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559566_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCM_src20489450_e0098.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1510771779,20489451,9,2,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542735_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10TCP_src20489451_e0009.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559567_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCM_src20489451_e0009.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1963100312,20489452,35,2,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542758_Ev_fo_counters_fo_counters_orig_novh_c.1_s1963100312_SR10TCP_src20489452_e0035.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559569_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489452_e0035.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,1972442430,20489453,61,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542923_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10TCP_src20489453_e0061.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559570_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489453_e0061.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,2011206605,20489454,0,2,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542936_Ev_fo_counters_fo_counters_orig_novh_c.1_s2011206605_SR10TCP_src20489454_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559571_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489454_e0000.txt,candidate_logs_found
MAIN-TERM,fo_counters,off,2082152039,20489455,53,2,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543029_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10TCP_src20489455_e0053.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559572_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCM_src20489455_e0053.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,534933607,20489456,44,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543081_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0044.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559573_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489456_e0044.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,923500475,20489457,30,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543095_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0030.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559574_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489457_e0030.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1073581256,20489458,77,5,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543178_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0077.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559575_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489458_e0077.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1239739722,20489459,66,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543282_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0066.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559576_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489459_e0066.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1472491096,20489461,3,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543316_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0003.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559577_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489461_e0003.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1510771779,20489462,32,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543348_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0032.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559578_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489462_e0032.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1963100312,20489463,69,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543390_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0069.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559579_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489463_e0069.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,1972442430,20489464,5,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543392_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0005.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559580_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489464_e0005.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,2011206605,20489465,3,5,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543474_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0003.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559581_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489465_e0003.txt,candidate_logs_found
MAIN-TERM,fo_counters,on,2082152039,20489466,15,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543483_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0015.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559582_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489466_e0015.txt,candidate_logs_found
MAIN-TERM,rover,off,534933607,20489467,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545837_Ev_rover_rover_orig_novh_c.1_s534933607_SR10TCP_src20489467_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559590_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCM_src20489467_e0000.txt,candidate_logs_found
MAIN-TERM,rover,off,923500475,20489468,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543615_Ev_rover_rover_orig_novh_c.1_s923500475_SR10TCP_src20489468_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559587_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCM_src20489468_e0000.txt,candidate_logs_found
MAIN-TERM,rover,off,1073581256,20489469,1,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545879_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10TCP_src20489469_e0001.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559636_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCM_src20489469_e0001.txt,candidate_logs_found
MAIN-TERM,rover,off,1239739722,20489470,0,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545880_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10TCP_src20489470_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559637_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCM_src20489470_e0000.txt,candidate_logs_found
MAIN-TERM,rover,off,1472491096,20489471,1,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545922_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10TCP_src20489471_e0001.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559638_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCM_src20489471_e0001.txt,candidate_logs_found
MAIN-TERM,rover,off,1510771779,20489472,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545923_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10TCP_src20489472_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559639_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCM_src20489472_e0000.txt,candidate_logs_found
MAIN-TERM,rover,off,1963100312,20489473,9,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546030_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10TCP_src20489473_e0009.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559640_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489473_e0009.txt,candidate_logs_found
MAIN-TERM,rover,off,1972442430,20489474,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546033_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10TCP_src20489474_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559641_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489474_e0000.txt,candidate_logs_found
MAIN-TERM,rover,off,2011206605,20489475,1,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546110_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10TCP_src20489475_e0001.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559642_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489475_e0001.txt,candidate_logs_found
MAIN-TERM,rover,off,2082152039,20489476,0,3,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546111_Ev_rover_rover_orig_novh_c.1_s2082152039_SR10TCP_src20489476_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559643_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCM_src20489476_e0000.txt,candidate_logs_found
MAIN-TERM,rover,on,534933607,20489477,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543511_Ev_rover_rover_orig_vh_c.1_s534933607_SR10TCP_src20489477_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559583_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489477_e0000.txt,candidate_logs_found
MAIN-TERM,rover,on,923500475,20489478,4,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546216_Ev_rover_rover_orig_vh_c.1_s923500475_SR10TCP_src20489478_e0004.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559644_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489478_e0004.txt,candidate_logs_found
MAIN-TERM,rover,on,1073581256,20489479,26,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543565_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10TCP_src20489479_e0026.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559585_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489479_e0026.txt,candidate_logs_found
MAIN-TERM,rover,on,1239739722,20489480,24,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543662_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10TCP_src20489480_e0024.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559588_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489480_e0024.txt,candidate_logs_found
MAIN-TERM,rover,on,1472491096,20489481,2,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543719_Ev_rover_rover_orig_vh_c.1_s1472491096_SR10TCP_src20489481_e0002.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559589_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489481_e0002.txt,candidate_logs_found
MAIN-TERM,rover,on,1510771779,20489482,2,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546264_Ev_rover_rover_orig_vh_c.1_s1510771779_SR10TCP_src20489482_e0002.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559646_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489482_e0002.txt,candidate_logs_found
MAIN-TERM,rover,on,1963100312,20489483,92,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546298_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10TCP_src20489483_e0092.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559647_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489483_e0092.txt,candidate_logs_found
MAIN-TERM,rover,on,1972442430,20489484,3,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546320_Ev_rover_rover_orig_vh_c.1_s1972442430_SR10TCP_src20489484_e0003.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559648_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489484_e0003.txt,candidate_logs_found
MAIN-TERM,rover,on,2011206605,20489485,0,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543566_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10TCP_src20489485_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559586_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489485_e0000.txt,candidate_logs_found
MAIN-TERM,rover,on,2082152039,20489486,7,4,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546348_Ev_rover_rover_orig_vh_c.1_s2082152039_SR10TCP_src20489486_e0007.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559649_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489486_e0007.txt,candidate_logs_found
MAIN-VAL,block_grouping,off,534933607,20430360,10,17,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488009_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10P_src20430360_e0010.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,923500475,20430363,2,15,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488096_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10P_src20430363_e0002.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1073581256,20430357,7,17,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487962_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10P_src20430357_e0007.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1239739722,20430358,4,17,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487984_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10P_src20430358_e0004.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1472491096,20430359,2,15,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488006_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20430359_e0002.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1510771779,20430362,8,17,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488074_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10P_src20430362_e0008.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1963100312,20430354,0,15,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487884_Ev_block_grouping_block_grouping_orig_novh_c.1_s1963100312_SR10P_src20430354_e0000.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,1972442430,20430364,2,17,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20489063_Ev_block_grouping_block_grouping_orig_novh_c.1_s1972442430_SR10P_src20430364_e0002.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,2011206605,20430355,0,15,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487905_Ev_block_grouping_block_grouping_orig_novh_c.1_s2011206605_SR10P_src20430355_e0000.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,off,2082152039,20430361,2,15,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488049_Ev_block_grouping_block_grouping_orig_novh_c.1_s2082152039_SR10P_src20430361_e0002.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,on,534933607,20430349,55,11,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523045_Ev_block_grouping_block_grouping_orig_vh_c.1_s534933607_SR10P_src20430349_e0055.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559485_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20430349_e0055.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,923500475,20430352,38,11,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523154_Ev_block_grouping_block_grouping_orig_vh_c.1_s923500475_SR10P_src20430352_e0038.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559488_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20430352_e0038.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,1073581256,20430346,19,13,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487861_Ev_block_grouping_block_grouping_orig_vh_c.1_s1073581256_SR10P_src20430346_e0019.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,on,1239739722,20430347,0,16,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20522994_Ev_block_grouping_block_grouping_orig_vh_c.1_s1239739722_SR10P_src20430347_e0000.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559484_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20430347_e0000.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,1472491096,20430348,69,16,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20487883_Ev_block_grouping_block_grouping_orig_vh_c.1_s1472491096_SR10P_src20430348_e0069.txt,0,,no_candidate_log_found
MAIN-VAL,block_grouping,on,1510771779,20430351,41,14,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523132_Ev_block_grouping_block_grouping_orig_vh_c.1_s1510771779_SR10P_src20430351_e0041.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559487_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20430351_e0041.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,1963100312,20430344,23,11,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20522958_Ev_block_grouping_block_grouping_orig_vh_c.1_s1963100312_SR10P_src20430344_e0023.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559482_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20430344_e0023.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,1972442430,20430353,9,12,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523176_Ev_block_grouping_block_grouping_orig_vh_c.1_s1972442430_SR10P_src20430353_e0009.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559489_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20430353_e0009.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,2011206605,20430345,8,12,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20522993_Ev_block_grouping_block_grouping_orig_vh_c.1_s2011206605_SR10P_src20430345_e0008.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559483_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430345_e0008.txt,candidate_logs_found
MAIN-VAL,block_grouping,on,2082152039,20430350,34,12,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523110_Ev_block_grouping_block_grouping_orig_vh_c.1_s2082152039_SR10P_src20430350_e0034.txt,1,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559486_Ev_block_grouping_block_grouping_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20430350_e0034.txt,candidate_logs_found
