experiment_id,comparison,domain,value_head,seed,policy_score,mcts_score,difference,mcts_state,width,iterations,puct,estimator,instance_timeouts,unprocessed_after_job_end,policy_log,mcts_log,validation_status
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,1239739722,5.0,8.0,3.0,COMPLETED,20,70,0.1,0.5,3,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425819_Ev_drone_drone_orig_novh_c.1_s1239739722_SR10P_src20401210_e0051.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430058_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401210_e0051.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,1472491096,10.0,11.0,1.0,COMPLETED,20,70,0.1,0.5,3,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450812_Ev_drone_drone_orig_novh_c.1_s1472491096_SR10P_src20401212_e0092.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451724_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401212_e0092.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,534933607,11.0,10.0,-1.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450836_Ev_drone_drone_orig_novh_c.1_s534933607_SR10P_src20401213_e0069.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451725_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401213_e0069.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,2082152039,4.0,6.0,2.0,COMPLETED,20,70,0.1,0.5,2,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425837_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10P_src20401214_e0038.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430059_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401214_e0038.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,1510771779,3.0,5.0,2.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425851_Ev_drone_drone_orig_novh_c.1_s1510771779_SR10P_src20401215_e0016.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430060_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401215_e0016.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,923500475,2.0,2.0,0.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425862_Ev_drone_drone_orig_novh_c.1_s923500475_SR10P_src20401216_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430061_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401216_e0001.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,off,1972442430,3.0,4.0,1.0,COMPLETED,20,70,0.1,0.5,2,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450904_Ev_drone_drone_orig_novh_c.1_s1972442430_SR10P_src20401217_e0067.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451726_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401217_e0067.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1963100312,2.0,3.0,1.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425373_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10P_src20401197_e0001.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430050_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401197_e0001.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,2011206605,6.0,8.0,2.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425406_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10P_src20401198_e0019.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430051_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401198_e0019.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1073581256,7.0,16.0,9.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20431837_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10P_src20401199_e0118.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20431945_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401199_e0118.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1239739722,3.0,6.0,3.0,COMPLETED,20,70,0.1,0.5,1,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425441_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10P_src20401200_e0023.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430052_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401200_e0023.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1472491096,4.0,11.0,7.0,COMPLETED,20,70,0.1,0.5,3,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425477_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10P_src20401201_e0021.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430053_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401201_e0021.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,534933607,11.0,16.0,5.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450651_Ev_drone_drone_orig_vh_c.1_s534933607_SR10P_src20401202_e0161.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451720_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401202_e0161.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,2082152039,5.0,11.0,6.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425515_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10P_src20401203_e0026.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430054_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401203_e0026.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1510771779,5.0,10.0,5.0,COMPLETED,20,70,0.1,0.5,4,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425545_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10P_src20401204_e0014.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430055_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401204_e0014.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,923500475,4.0,11.0,7.0,COMPLETED,20,70,0.1,0.5,1,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450683_Ev_drone_drone_orig_vh_c.1_s923500475_SR10P_src20401205_e0103.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451721_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401205_e0103.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,drone,on,1972442430,4.0,12.0,8.0,COMPLETED,20,70,0.1,0.5,2,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425563_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10P_src20401206_e0021.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430056_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401206_e0021.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1963100312,3.0,9.0,6.0,OUT_OF_MEMORY,20,70,0.1,0.5,10,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426778_Ev_fo_counters_fo_counters_orig_novh_c.1_s1963100312_SR10P_src20401228_e0008.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430072_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401228_e0008.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,2011206605,4.0,10.0,6.0,OUT_OF_MEMORY,20,70,0.1,0.5,9,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426824_Ev_fo_counters_fo_counters_orig_novh_c.1_s2011206605_SR10P_src20401229_e0046.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430073_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401229_e0046.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1073581256,3.0,7.0,4.0,TIMEOUT,20,70,0.1,0.5,3,10,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426859_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10P_src20401230_e0022.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430074_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401230_e0022.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1239739722,6.0,7.0,1.0,TIMEOUT,20,70,0.1,0.5,6,7,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426898_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10P_src20401231_e0031.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430075_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401231_e0031.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1472491096,4.0,7.0,3.0,TIMEOUT,20,70,0.1,0.5,6,7,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426912_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10P_src20401232_e0016.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430076_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401232_e0016.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,534933607,4.0,8.0,4.0,COMPLETED,20,70,0.1,0.5,12,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426934_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10P_src20401233_e0057.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430082_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401233_e0057.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,2082152039,5.0,8.0,3.0,COMPLETED,20,70,0.1,0.5,12,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427127_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10P_src20401234_e0069.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430083_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401234_e0069.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1510771779,5.0,5.0,0.0,OUT_OF_MEMORY,20,70,0.1,0.5,3,12,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427151_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10P_src20401235_e0066.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430084_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401235_e0066.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,923500475,4.0,9.0,5.0,OUT_OF_MEMORY,20,70,0.1,0.5,11,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427164_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10P_src20401236_e0014.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430085_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401236_e0014.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,off,1972442430,4.0,8.0,4.0,FAILED,20,70,0.1,0.5,9,3,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427180_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0028.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430086_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401237_e0028.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1963100312,4.0,8.0,4.0,COMPLETED,20,70,0.1,0.5,12,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425875_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10P_src20401218_e0011.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430062_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401218_e0011.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,2011206605,3.0,7.0,4.0,TIMEOUT,20,70,0.1,0.5,3,10,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426065_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10P_src20401219_e0051.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430063_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401219_e0051.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1073581256,4.0,4.0,0.0,TIMEOUT,20,70,0.1,0.5,15,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426139_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10P_src20401220_e0106.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430064_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401220_e0106.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1239739722,5.0,6.0,1.0,TIMEOUT,20,70,0.1,0.5,0,14,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426204_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0092.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430065_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401221_e0092.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1472491096,3.0,5.0,2.0,TIMEOUT,20,70,0.1,0.5,5,10,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426245_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0066.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430066_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401222_e0066.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,534933607,2.0,4.0,2.0,TIMEOUT,20,70,0.1,0.5,9,7,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426397_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0058.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430067_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401223_e0058.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,2082152039,2.0,3.0,1.0,COMPLETED,20,70,0.1,0.5,17,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426412_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0023.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430068_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401224_e0023.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1510771779,6.0,9.0,3.0,OUT_OF_MEMORY,20,70,0.1,0.5,10,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426437_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0068.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430069_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401225_e0068.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,923500475,3.0,4.0,1.0,TIMEOUT,20,70,0.1,0.5,6,10,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426477_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0034.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430070_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401226_e0034.txt,posthoc_VAL_valid
MAIN-VAL,S1 policy -> S1 MCTS,fo_counters,on,1972442430,5.0,7.0,2.0,COMPLETED,20,70,0.1,0.5,13,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426519_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10P_src20401227_e0042.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430071_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401227_e0042.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1963100312,4.0,5.0,1.0,OUT_OF_MEMORY,20,70,0.1,0.5,14,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428037_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10P_src20401248_e0025.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430097_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401248_e0025.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,2011206605,4.0,4.0,0.0,OUT_OF_MEMORY,20,70,0.1,0.5,13,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428091_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10P_src20401249_e0044.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430098_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401249_e0044.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1073581256,4.0,6.0,2.0,OUT_OF_MEMORY,20,70,0.1,0.5,9,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428109_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10P_src20401250_e0040.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430099_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401250_e0040.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1239739722,4.0,4.0,0.0,OUT_OF_MEMORY,20,70,0.1,0.5,15,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428373_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10P_src20401251_e0053.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430100_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401251_e0053.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1472491096,4.0,5.0,1.0,OUT_OF_MEMORY,20,70,0.1,0.5,11,1,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428427_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10P_src20401252_e0064.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430101_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401252_e0064.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,534933607,4.0,4.0,0.0,OUT_OF_MEMORY,20,70,0.1,0.5,15,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428485_Ev_rover_rover_orig_novh_c.1_s534933607_SR10P_src20401253_e0124.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430102_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401253_e0124.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,2082152039,4.0,4.0,0.0,OUT_OF_MEMORY,20,70,0.1,0.5,11,4,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428500_Ev_rover_rover_orig_novh_c.1_s2082152039_SR10P_src20401254_e0021.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430103_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401254_e0021.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1510771779,4.0,6.0,2.0,OUT_OF_MEMORY,20,70,0.1,0.5,10,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428661_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10P_src20401255_e0048.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430104_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401255_e0048.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,923500475,4.0,5.0,1.0,OUT_OF_MEMORY,20,70,0.1,0.5,13,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428665_Ev_rover_rover_orig_novh_c.1_s923500475_SR10P_src20401256_e0020.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430107_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401256_e0020.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,off,1972442430,4.0,7.0,3.0,COMPLETED,20,70,0.1,0.5,11,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450954_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10P_src20401257_e0235.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451727_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401257_e0235.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,on,1963100312,4.0,4.0,0.0,COMPLETED,20,70,0.1,0.5,13,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427194_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0070.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430087_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401238_e0070.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,on,2011206605,4.0,5.0,1.0,COMPLETED,20,70,0.1,0.5,13,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427445_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0095.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430088_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401239_e0095.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,on,1073581256,4.0,6.0,2.0,OUT_OF_MEMORY,20,70,0.1,0.5,13,0,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427494_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0143.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430089_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401240_e0143.txt,inline_VAL_agreement
MAIN-VAL,S1 policy -> S1 MCTS,rover,on,1239739722,4.0,5.0,1.0,OUT_OF_MEMORY,20,70,0.1,0.5,11,3,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427527_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0112.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430090_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401241_e0112.txt,inline_VAL_agreement
