job_id,job_name,state,elapsed,start,end,node,requested_cpus,requested_memory,classified_instances,success_30m,success_2h,success_6h,success_full_record,ordinary_unsolved,logged_timeouts,latest_eval_final_success,latest_eval_final_total,val_valid,val_invalid,log_path,completion_record_path
20559495,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20451804_e0000,OUT_OF_MEMORY,1-06:10:04,2026-08-30T13:38:00,2026-08-31T19:48:04,ise-cpu128-01,6,120G,6,4,4,4,4,2,14,4.0,20,4,0,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559495_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20451804_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/.resume_state/20559495.eval_completed.jsonl
20838262,pw70-confirm-counters-off-1073581256-stage2,COMPLETED,18:01:59,2026-09-03T10:15:34,2026-09-04T04:17:33,cs-cpu-11,6,120G,52,36,46,52,52,0,7,52.0,59,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838262_pw70-confirm-counters-off-1073581256-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838262.jsonl
20838263,pw70-confirm-counters-off-534933607-stage2,TIMEOUT,3-00:00:11,2026-09-02T10:50:42,2026-09-05T10:50:53,ise-cpu256-23,6,120G,14,10,10,10,10,4,32,,,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838263_pw70-confirm-counters-off-534933607-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838263.jsonl
20838264,pw70-confirm-counters-off-923500475-stage2,OUT_OF_MEMORY,2-02:46:21,2026-09-03T01:38:56,2026-09-05T04:25:17,ise-cpu128-11,6,120G,33,33,33,33,33,0,24,33.0,59,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838264_pw70-confirm-counters-off-923500475-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838264.jsonl
20838265,pw70-confirm-counters-on-1073581256-stage2,OUT_OF_MEMORY,1-15:43:55,2026-09-03T01:40:59,2026-09-04T17:24:54,ise-cpu128-12,6,120G,44,27,40,44,44,0,14,44.0,59,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838265_pw70-confirm-counters-on-1073581256-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838265.jsonl
20838266,pw70-confirm-counters-on-534933607-stage2,COMPLETED,22:27:52,2026-09-03T01:44:05,2026-09-04T00:11:57,ise-cpu128-13,6,120G,56,36,48,56,56,0,3,56.0,59,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838266_pw70-confirm-counters-on-534933607-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838266.jsonl
20838267,pw70-confirm-counters-on-923500475-stage2,OUT_OF_MEMORY,2-14:24:59,2026-09-03T01:46:24,2026-09-05T16:11:23,ise-cpu128-11,6,120G,31,20,26,29,29,2,26,29.0,59,,,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/20838267_pw70-confirm-counters-on-923500475-stage2.txt,/home/hersco/training_new_domains/2026-08-30/mcts_pw_cross_domain/completion/20838267.jsonl
