experiment_id,comparison,domain,value_head,seed,before_score,after_score,difference,before_training_job,before_evaluation_job,before_log,after_training_job,after_evaluation_job,after_log
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,off,2082152039,4.0,6.0,2.0,20401214,20425837,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425837_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10P_src20401214_e0038.txt,20430374,20464815,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464815_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10P_src20430374_e0001.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,534933607,11.0,12.0,1.0,20401202,20450651,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450651_Ev_drone_drone_orig_vh_c.1_s534933607_SR10P_src20401202_e0161.txt,20451797,20523199,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523199_Ev_drone_drone_orig_vh_c.1_s534933607_SR10P_src20451797_e0086.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,923500475,4.0,6.0,2.0,20401205,20450683,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450683_Ev_drone_drone_orig_vh_c.1_s923500475_SR10P_src20401205_e0103.txt,20451798,20488514,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488514_Ev_drone_drone_orig_vh_c.1_s923500475_SR10P_src20451798_e0030.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1073581256,7.0,10.0,3.0,20401199,20431837,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20431837_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10P_src20401199_e0118.txt,20431946,20489071,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20489071_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10P_src20431946_e0035.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1239739722,3.0,3.0,0.0,20401200,20425441,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425441_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10P_src20401200_e0023.txt,20430367,20464616,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464616_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10P_src20430367_e0036.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1472491096,4.0,3.0,-1.0,20401201,20425477,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425477_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10P_src20401201_e0021.txt,20430368,20464617,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464617_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10P_src20430368_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1510771779,5.0,4.0,-1.0,20401204,20425545,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425545_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10P_src20401204_e0014.txt,20430370,20464720,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464720_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10P_src20430370_e0076.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1963100312,2.0,2.0,0.0,20401197,20425373,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425373_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10P_src20401197_e0001.txt,20430365,20488120,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488120_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10P_src20430365_e0021.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,1972442430,4.0,3.0,-1.0,20401206,20425563,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425563_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10P_src20401206_e0021.txt,20430371,20464744,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464744_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10P_src20430371_e0094.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,2011206605,6.0,3.0,-3.0,20401198,20425406,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425406_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10P_src20401198_e0019.txt,20430366,20464574,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464574_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10P_src20430366_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,drone,on,2082152039,5.0,4.0,-1.0,20401203,20425515,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425515_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10P_src20401203_e0026.txt,20430369,20464659,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464659_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10P_src20430369_e0088.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,534933607,4.0,4.0,0.0,20401233,20426934,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426934_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10P_src20401233_e0057.txt,20430392,20451442,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451442_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10P_src20430392_e0017.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,923500475,4.0,1.0,-3.0,20401236,20427164,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427164_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10P_src20401236_e0014.txt,20430395,20451558,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451558_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10P_src20430395_e0009.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1073581256,3.0,2.0,-1.0,20401230,20426859,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426859_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10P_src20401230_e0022.txt,20430389,20451364,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451364_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10P_src20430389_e0012.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1239739722,6.0,3.0,-3.0,20401231,20426898,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426898_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10P_src20401231_e0031.txt,20430390,20451380,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451380_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10P_src20430390_e0070.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1472491096,4.0,4.0,0.0,20401232,20426912,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426912_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10P_src20401232_e0016.txt,20430391,20451410,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451410_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10P_src20430391_e0052.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1510771779,5.0,2.0,-3.0,20401235,20427151,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427151_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10P_src20401235_e0066.txt,20430394,20451530,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451530_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10P_src20430394_e0006.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1963100312,3.0,3.0,0.0,20401228,20426778,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426778_Ev_fo_counters_fo_counters_orig_novh_c.1_s1963100312_SR10P_src20401228_e0008.txt,20430387,20451278,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451278_Ev_fo_counters_fo_counters_orig_novh_c.1_s1963100312_SR10P_src20430387_e0027.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,1972442430,4.0,2.0,-2.0,20401237,20427180,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427180_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0028.txt,20430396,20451562,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451562_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20430396_e0015.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,2011206605,4.0,5.0,1.0,20401229,20426824,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426824_Ev_fo_counters_fo_counters_orig_novh_c.1_s2011206605_SR10P_src20401229_e0046.txt,20430388,20451342,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451342_Ev_fo_counters_fo_counters_orig_novh_c.1_s2011206605_SR10P_src20430388_e0014.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,off,2082152039,5.0,3.0,-2.0,20401234,20427127,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427127_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10P_src20401234_e0069.txt,20430393,20451508,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451508_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10P_src20430393_e0017.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,534933607,2.0,2.0,0.0,20401223,20426397,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426397_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0058.txt,20430382,20451122,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451122_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20430382_e0021.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,923500475,3.0,1.0,-2.0,20401226,20426477,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426477_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0034.txt,20430385,20451234,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451234_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20430385_e0043.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1073581256,4.0,4.0,0.0,20401220,20426139,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426139_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10P_src20401220_e0106.txt,20430379,20451047,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451047_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10P_src20430379_e0039.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1239739722,5.0,3.0,-2.0,20401221,20426204,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426204_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0092.txt,20430380,20451069,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451069_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20430380_e0008.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1472491096,3.0,3.0,0.0,20401222,20426245,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426245_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0066.txt,20430381,20451088,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451088_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20430381_e0090.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1510771779,6.0,4.0,-2.0,20401225,20426437,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426437_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0068.txt,20430384,20451211,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451211_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20430384_e0095.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1963100312,4.0,2.0,-2.0,20401218,20425875,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425875_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10P_src20401218_e0011.txt,20430377,20450978,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20450978_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10P_src20430377_e0055.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,1972442430,5.0,6.0,1.0,20401227,20426519,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426519_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10P_src20401227_e0042.txt,20430386,20451256,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451256_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10P_src20430386_e0029.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,2011206605,3.0,4.0,1.0,20401219,20426065,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426065_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10P_src20401219_e0051.txt,20430378,20464912,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464912_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10P_src20430378_e0046.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,fo_counters,on,2082152039,2.0,2.0,0.0,20401224,20426412,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426412_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0023.txt,20430383,20451144,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20451144_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20430383_e0073.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,534933607,4.0,4.0,0.0,20401253,20428485,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428485_Ev_rover_rover_orig_novh_c.1_s534933607_SR10P_src20401253_e0124.txt,20430412,20488387,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488387_Ev_rover_rover_orig_novh_c.1_s534933607_SR10P_src20430412_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,923500475,4.0,4.0,0.0,20401256,20428665,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428665_Ev_rover_rover_orig_novh_c.1_s923500475_SR10P_src20401256_e0020.txt,20430415,20488455,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488455_Ev_rover_rover_orig_novh_c.1_s923500475_SR10P_src20430415_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1073581256,4.0,4.0,0.0,20401250,20428109,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428109_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10P_src20401250_e0040.txt,20430409,20488323,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488323_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10P_src20430409_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1239739722,4.0,4.0,0.0,20401251,20428373,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428373_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10P_src20401251_e0053.txt,20430410,20488344,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488344_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10P_src20430410_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1472491096,4.0,4.0,0.0,20401252,20428427,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428427_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10P_src20401252_e0064.txt,20430411,20488386,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488386_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10P_src20430411_e0001.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1510771779,4.0,4.0,0.0,20401255,20428661,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428661_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10P_src20401255_e0048.txt,20430414,20488454,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488454_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10P_src20430414_e0003.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1963100312,4.0,4.0,0.0,20401248,20428037,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428037_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10P_src20401248_e0025.txt,20430407,20488301,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488301_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10P_src20430407_e0004.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,1972442430,4.0,4.0,0.0,20401257,20450954,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450954_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10P_src20401257_e0235.txt,20451804,20523270,/home/hersco/training_new_domains/2026-08-24/statistical_replication_stage2_policy_eval/20523270_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10P_src20451804_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,2011206605,4.0,4.0,0.0,20401249,20428091,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428091_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10P_src20401249_e0044.txt,20430408,20488302,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488302_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10P_src20430408_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,off,2082152039,4.0,4.0,0.0,20401254,20428500,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428500_Ev_rover_rover_orig_novh_c.1_s2082152039_SR10P_src20401254_e0021.txt,20430413,20488411,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488411_Ev_rover_rover_orig_novh_c.1_s2082152039_SR10P_src20430413_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,534933607,4.0,4.0,0.0,20401243,20427795,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427795_Ev_rover_rover_orig_vh_c.1_s534933607_SR10P_src20401243_e0017.txt,20430402,20488180,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488180_Ev_rover_rover_orig_vh_c.1_s534933607_SR10P_src20430402_e0025.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,923500475,2.0,1.0,-1.0,20401246,20428007,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428007_Ev_rover_rover_orig_vh_c.1_s923500475_SR10P_src20401246_e0004.txt,20430405,20594483,/home/hersco/training_new_domains/2026-08-26/statistical_replication_stage2_policy_eval/20594483_Ev_rover_rover_orig_vh_c.1_s923500475_SR10P_src20430405_e0002.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1073581256,4.0,4.0,0.0,20401240,20427494,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427494_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0143.txt,20430399,20488121,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488121_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20430399_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1239739722,4.0,4.0,0.0,20401241,20427527,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427527_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0112.txt,20430400,20465010,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20465010_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20430400_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1472491096,4.0,4.0,0.0,20401242,20427740,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427740_Ev_rover_rover_orig_vh_c.1_s1472491096_SR10P_src20401242_e0115.txt,20430401,20488144,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488144_Ev_rover_rover_orig_vh_c.1_s1472491096_SR10P_src20430401_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1510771779,4.0,4.0,0.0,20401245,20427853,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427853_Ev_rover_rover_orig_vh_c.1_s1510771779_SR10P_src20401245_e0090.txt,20430404,20488217,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488217_Ev_rover_rover_orig_vh_c.1_s1510771779_SR10P_src20430404_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1963100312,4.0,4.0,0.0,20401238,20427194,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427194_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0070.txt,20430397,20464936,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20464936_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20430397_e0001.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,1972442430,4.0,5.0,1.0,20401247,20428032,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428032_Ev_rover_rover_orig_vh_c.1_s1972442430_SR10P_src20401247_e0071.txt,20430406,20488238,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488238_Ev_rover_rover_orig_vh_c.1_s1972442430_SR10P_src20430406_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,2011206605,4.0,5.0,1.0,20401239,20427445,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427445_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0095.txt,20430398,20465009,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage2_policy_eval/20465009_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20430398_e0031.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,rover,on,2082152039,4.0,4.0,0.0,20401244,20427835,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427835_Ev_rover_rover_orig_vh_c.1_s2082152039_SR10P_src20401244_e0077.txt,20430403,20488196,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage2_policy_eval/20488196_Ev_rover_rover_orig_vh_c.1_s2082152039_SR10P_src20430403_e0000.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,534933607,17.0,18.0,1.0,20401192,20489180,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489180_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20401192_e0062.txt,20489385,20523448,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523448_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0000.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,923500475,18.0,16.0,-2.0,20401195,20489181,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489181_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20401195_e0058.txt,20489386,20541100,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541100_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0026.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,1073581256,17.0,15.0,-2.0,20401189,20489182,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489182_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20401189_e0073.txt,20489387,20541102,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541102_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0014.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,1239739722,18.0,17.0,-1.0,20401190,20489183,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489183_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20401190_e0077.txt,20489388,20523317,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523317_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0000.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,1472491096,18.0,18.0,0.0,20401191,20425151,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425151_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10P_src20401191_e0080.txt,20489389,20541104,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541104_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0001.txt
MAIN-TERM,S1 final -> S2 validation-selected,block_grouping,off,1510771779,16.0,16.0,0.0,20401194,20489184,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489184_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20401194_e0084.txt,20489390,20541106,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541106_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20489390_e0003.txt
