"experiment_id","domain","value_head","stage","endpoint","seed","source_training_job_id","snapshot_epoch","checkpoint","evaluation_job_id","score","total","evaluation_state","evaluation_exit_code","evaluation_elapsed","val_valid","val_invalid","source_training_log","source_evaluation_log","source_validation_log","alternate_valid_job_ids","alternate_valid_log_paths"
"MAIN-TERM","block_grouping","off","stage2","final","534933607","20489385","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:39:05.228957/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908293-3c74d66/snapshots/snapshot_99_0.6667","20523468","17","20","COMPLETED","0:0","00:03:13","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489385_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCT_src20401192_e0062.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523468_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523468_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","923500475","20489386","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:40:18.308798/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908294-5194f74/snapshots/snapshot_99_0.7500","20523546","17","20","COMPLETED","0:0","00:02:08","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489386_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCT_src20401195_e0058.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523546_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523546_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1073581256","20489387","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:48:46.987205/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908302-1247c09/snapshots/snapshot_99_0.7500","20523316","15","20","COMPLETED","0:0","00:03:41","15","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489387_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCT_src20401189_e0073.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523316_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523316_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1239739722","20489388","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:52:53.119246/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908306-7d9a779/snapshots/snapshot_99_1.0000","20523338","14","20","COMPLETED","0:0","00:04:12","14","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489388_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCT_src20401190_e0077.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523338_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523338_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1472491096","20489389","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:55:07.446036/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908309-43e0a7a/snapshots/snapshot_99_0.7500","20523359","17","20","COMPLETED","0:0","00:02:25","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489389_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCT_src20401191_e0080.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523359_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523359_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1510771779","20489390","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:56:13.596721/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908310-17cc32a/snapshots/snapshot_99_0.7500","20523380","18","20","COMPLETED","0:0","00:03:17","18","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489390_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCT_src20401194_e0084.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523380_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20489390_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523380_Ev_block_grouping_block_grouping_orig_novh_c.1_s1510771779_SR10TCP_src20489390_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1963100312","20489391","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:57:18.441352/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908311-2fc32f3/snapshots/snapshot_99_1.0000","20523401","15","20","COMPLETED","0:0","00:03:23","15","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489391_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCT_src20401187_e0094.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523401_Ev_block_grouping_block_grouping_orig_novh_c.1_s1963100312_SR10TCP_src20489391_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523401_Ev_block_grouping_block_grouping_orig_novh_c.1_s1963100312_SR10TCP_src20489391_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","1972442430","20489392","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T18:02:29.324875/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908316-72aea46/snapshots/snapshot_99_0.7500","20523426","17","20","COMPLETED","0:0","00:02:38","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489392_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCT_src20401196_e0067.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523426_Ev_block_grouping_block_grouping_orig_novh_c.1_s1972442430_SR10TCP_src20489392_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523426_Ev_block_grouping_block_grouping_orig_novh_c.1_s1972442430_SR10TCP_src20489392_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","2011206605","20489393","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T18:12:49.687122/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908327-067843/snapshots/snapshot_99_0.7500","20523567","17","20","COMPLETED","0:0","00:02:00","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489393_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCT_src20401188_e0090.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523567_Ev_block_grouping_block_grouping_orig_novh_c.1_s2011206605_SR10TCP_src20489393_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523567_Ev_block_grouping_block_grouping_orig_novh_c.1_s2011206605_SR10TCP_src20489393_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","final","2082152039","20489394","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T19:33:22.246372/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908407-faf7d6/snapshots/snapshot_99_1.0000","20523447","15","20","COMPLETED","0:0","00:02:31","15","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489394_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCT_src20401193_e0068.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523447_Ev_block_grouping_block_grouping_orig_novh_c.1_s2082152039_SR10TCP_src20489394_e0099.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523447_Ev_block_grouping_block_grouping_orig_novh_c.1_s2082152039_SR10TCP_src20489394_e0099.txt","",""
"MAIN-TERM","block_grouping","off","stage2","validation_selected","534933607","20489385","0","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:39:05.228957\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908293-3c74d66\snapshots/snapshot_0_1.0000","20523448","18","20","COMPLETED","0:0","00:02:44","18","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489385_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCT_src20401192_e0062.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523448_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0000.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523448_Ev_block_grouping_block_grouping_orig_novh_c.1_s534933607_SR10TCP_src20489385_e0000.txt","",""
"MAIN-TERM","block_grouping","off","stage2","validation_selected","923500475","20489386","26","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:40:18.308798\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908294-5194f74\snapshots/snapshot_26_0.7500","20541100","16","20","COMPLETED","0:0","00:02:45","16","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489386_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCT_src20401195_e0058.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541100_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0026.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541100_Ev_block_grouping_block_grouping_orig_novh_c.1_s923500475_SR10TCP_src20489386_e0026.txt","",""
"MAIN-TERM","block_grouping","off","stage2","validation_selected","1073581256","20489387","14","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:48:46.987205\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908302-1247c09\snapshots/snapshot_14_0.7500","20541102","15","20","COMPLETED","0:0","00:03:16","15","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489387_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCT_src20401189_e0073.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541102_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0014.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541102_Ev_block_grouping_block_grouping_orig_novh_c.1_s1073581256_SR10TCP_src20489387_e0014.txt","",""
"MAIN-TERM","block_grouping","off","stage2","validation_selected","1239739722","20489388","0","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:52:53.119246\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908306-7d9a779\snapshots/snapshot_0_1.0000","20523317","17","20","COMPLETED","0:0","00:03:24","17","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489388_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCT_src20401190_e0077.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523317_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0000.txt","/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523317_Ev_block_grouping_block_grouping_orig_novh_c.1_s1239739722_SR10TCP_src20489388_e0000.txt","",""
"MAIN-TERM","block_grouping","off","stage2","validation_selected","1472491096","20489389","1","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.block_grouping-experiments_numeric.architecture_2.block_grouping_mcts-2026-08-22T17:55:07.446036\P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[518400]-04908309-43e0a7a\snapshots/snapshot_1_0.7500","20541104","18","20","COMPLETED","0:0","00:02:02","18","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489389_Re-Tr_block_grouping_block_grouping_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCT_src20401191_e0080.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541104_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0001.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541104_Ev_block_grouping_block_grouping_orig_novh_c.1_s1472491096_SR10TCP_src20489389_e0001.txt","",""
