"experiment_id","domain","value_head","stage","endpoint","seed","source_training_job_id","snapshot_epoch","checkpoint","evaluation_job_id","score","total","evaluation_state","evaluation_exit_code","evaluation_elapsed","val_valid","val_invalid","source_training_log","source_evaluation_log","source_validation_log","alternate_valid_job_ids","alternate_valid_log_paths"
"MAIN-TERM","fo_counters","on","stage1","final","1963100312","20401218","61","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters-2026-08-20T18:13:09.116765/P[domain,instance_2,instance_3,instance_4]-S[0.003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04905447-2fc32f3/snapshots/snapshot_61_1.000","20489253","4","20","COMPLETED","0:0","00:04:24","4","0","/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401218_Tr_fo_counters_fo_counters_orig_vh_c.1_s1963100312_STATREP10_STAGE1.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489253_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20401218_e0061.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489253_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20401218_e0061.txt","",""
"MAIN-TERM","fo_counters","on","stage1","final","1972442430","20401227","92","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters-2026-08-20T18:13:55.750805/P[domain,instance_2,instance_3,instance_4]-S[0.003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04905448-72aea46/snapshots/snapshot_92_1.000","20489254","4","20","COMPLETED","0:0","00:04:29","4","0","/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401227_Tr_fo_counters_fo_counters_orig_vh_c.1_s1972442430_STATREP10_STAGE1.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489254_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20401227_e0092.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489254_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20401227_e0092.txt","",""
"MAIN-TERM","fo_counters","on","stage1","final","2011206605","20401219","101","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters-2026-08-20T18:13:09.114894/P[domain,instance_2,instance_3,instance_4]-S[0.003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04905447-067843/snapshots/snapshot_101_1.000","20489255","3","20","COMPLETED","0:0","00:05:46","3","0","/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401219_Tr_fo_counters_fo_counters_orig_vh_c.1_s2011206605_STATREP10_STAGE1.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489255_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20401219_e0101.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489255_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20401219_e0101.txt","",""
"MAIN-TERM","fo_counters","on","stage1","final","2082152039","20401224","73","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters-2026-08-20T18:13:09.112717/P[domain,instance_2,instance_3,instance_4]-S[0.003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04905447-faf7d6/snapshots/snapshot_73_1.000","20489256","5","20","COMPLETED","0:0","00:05:37","5","0","/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401224_Tr_fo_counters_fo_counters_orig_vh_c.1_s2082152039_STATREP10_STAGE1.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489256_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20401224_e0073.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489256_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20401224_e0073.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","534933607","20489456","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T19:41:32.669146/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911295-3c74d66/snapshots/snapshot_99_1.0000","20543080","3","20","COMPLETED","0:0","00:06:41","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489456_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCT_src20401223_e0108.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543080_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543080_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","923500475","20489457","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:02.798697/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911316-5194f74/snapshots/snapshot_99_0.6667","20543131","4","20","COMPLETED","0:0","00:04:26","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489457_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCT_src20401226_e0084.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543131_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543131_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1073581256","20489458","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:58.834506/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911317-1247c09/snapshots/snapshot_99_1.0000","20543172","3","20","COMPLETED","0:0","00:05:22","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489458_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCT_src20401220_e0156.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543172_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543172_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1239739722","20489459","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:58.834506/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911317-7d9a779/snapshots/snapshot_99_1.0000","20543281","4","20","COMPLETED","0:0","00:05:22","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489459_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCT_src20401221_e0142.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543281_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543281_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1472491096","20489461","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:12:00.893482/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911326-43e0a7a/snapshots/snapshot_99_1.0000","20543315","3","20","COMPLETED","0:0","00:05:55","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489461_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCT_src20401222_e0116.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543315_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543315_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1510771779","20489462","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:12:00.893537/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911326-17cc32a/snapshots/snapshot_99_1.0000","20543346","3","20","COMPLETED","0:0","00:04:12","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489462_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCT_src20401225_e0118.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543346_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543346_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1963100312","20489463","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:23:41.663907/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911337-2fc32f3/snapshots/snapshot_99_1.0000","20543389","5","20","COMPLETED","0:0","00:05:37","5","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489463_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCT_src20401218_e0061.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543389_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543389_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","1972442430","20489464","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:23:41.664103/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911337-72aea46/snapshots/snapshot_99_1.0000","20543429","3","20","COMPLETED","0:0","00:06:09","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489464_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCT_src20401227_e0092.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543429_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543429_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","2011206605","20489465","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:43:37.581434/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911357-067843/snapshots/snapshot_99_1.0000","20543473","4","20","COMPLETED","0:0","00:04:40","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489465_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCT_src20401219_e0101.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543473_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543473_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","final","2082152039","20489466","99","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:43:27.997153/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911357-faf7d6/snapshots/snapshot_99_1.0000","20543510","4","20","COMPLETED","0:0","00:04:58","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489466_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCT_src20401224_e0073.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543510_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0099.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543510_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0099.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","534933607","20489456","44","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T19:41:32.669146\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911295-3c74d66\snapshots/snapshot_44_1.0000","20543081","3","20","COMPLETED","0:0","00:05:51","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489456_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCT_src20401223_e0108.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543081_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0044.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543081_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0044.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","923500475","20489457","30","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:02.798697\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911316-5194f74\snapshots/snapshot_30_1.0000","20543095","3","20","COMPLETED","0:0","00:04:10","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489457_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCT_src20401226_e0084.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543095_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0030.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543095_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0030.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1073581256","20489458","77","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:58.834506\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911317-1247c09\snapshots/snapshot_77_1.0000","20543178","5","20","COMPLETED","0:0","00:05:21","5","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489458_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCT_src20401220_e0156.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543178_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0077.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543178_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0077.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1239739722","20489459","66","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:02:58.834506\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911317-7d9a779\snapshots/snapshot_66_1.0000","20543282","4","20","COMPLETED","0:0","00:05:51","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489459_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCT_src20401221_e0142.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543282_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0066.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543282_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0066.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1472491096","20489461","3","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:12:00.893482\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911326-43e0a7a\snapshots/snapshot_3_1.0000","20543316","3","20","COMPLETED","0:0","00:05:43","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489461_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCT_src20401222_e0116.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543316_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0003.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543316_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0003.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1510771779","20489462","32","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:12:00.893537\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911326-17cc32a\snapshots/snapshot_32_1.0000","20543348","4","20","COMPLETED","0:0","00:04:11","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489462_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCT_src20401225_e0118.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543348_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0032.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543348_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0032.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1963100312","20489463","69","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:23:41.663907\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911337-2fc32f3\snapshots/snapshot_69_1.0000","20543390","4","20","COMPLETED","0:0","00:05:19","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489463_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCT_src20401218_e0061.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543390_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0069.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543390_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0069.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","1972442430","20489464","5","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:23:41.664103\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911337-72aea46\snapshots/snapshot_5_1.0000","20543392","3","20","COMPLETED","0:0","00:04:27","3","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489464_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCT_src20401227_e0092.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543392_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0005.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543392_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0005.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","2011206605","20489465","3","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:43:37.581434\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911357-067843\snapshots/snapshot_3_1.0000","20543474","5","20","COMPLETED","0:0","00:04:31","5","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489465_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCT_src20401219_e0101.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543474_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0003.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543474_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0003.txt","",""
"MAIN-TERM","fo_counters","on","stage2","validation_selected","2082152039","20489466","15","\home\hersco\bershco-nu-asnets\numeric-asnets\asnets\experiment-results\experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-24T20:43:27.997153\P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04911357-faf7d6\snapshots/snapshot_15_1.0000","20543483","4","20","COMPLETED","0:0","00:06:05","4","0","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489466_Re-Tr_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCT_src20401224_e0073.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543483_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0015.txt","/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543483_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0015.txt","",""
"MAIN-TERM","rover","off","stage1","final","534933607","20401253","174","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.rover-experiments_numeric.architecture_2.rover-2026-08-20T18:13:53.790626/P[domain,pfile1,pfile2,pfile3,pfile4]-S[0.003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04905447-3c74d66/snapshots/snapshot_174_0.750","20489257","4","20","COMPLETED","0:0","00:15:41","4","0","/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401253_Tr_rover_rover_orig_novh_c.1_s534933607_STATREP10_STAGE1.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489257_Ev_rover_rover_orig_novh_c.1_s534933607_SR10TCP_src20401253_e0174.txt","/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489257_Ev_rover_rover_orig_novh_c.1_s534933607_SR10TCP_src20401253_e0174.txt","",""
