job_id,experiment_id,stage,value_head,seed,arm,source_log,source_ledgers
20451721,MAIN-VAL,stage1,on,923500475,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451721_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401205_e0103.txt,experiment_results.csv
20451722,MAIN-VAL,stage1,off,1963100312,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451722_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401207_e0157.txt,experiment_results.csv
20451723,MAIN-VAL,stage1,off,1073581256,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451723_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401209_e0090.txt,experiment_results.csv
20451724,MAIN-VAL,stage1,off,1472491096,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451724_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401212_e0092.txt,experiment_results.csv
20451725,MAIN-VAL,stage1,off,534933607,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451725_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401213_e0069.txt,experiment_results.csv
20451726,MAIN-VAL,stage1,off,1972442430,,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451726_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401217_e0067.txt,experiment_results.csv
20559490,,,on,534933607,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559490_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20451797_e0086.txt,drone_endpoint_mcts_results.csv
20559492,,,off,1963100312,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559492_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20451799_e0010.txt,drone_endpoint_mcts_results.csv
20559493,,,off,1073581256,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559493_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20451800_e0014.txt,drone_endpoint_mcts_results.csv
20559494,,,off,1472491096,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559494_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20451801_e0014.txt,drone_endpoint_mcts_results.csv
20559540,,,off,534933607,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559540_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCM_src20489426_e0038.txt,drone_endpoint_mcts_results.csv
20559541,,,off,923500475,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559541_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCM_src20489427_e0064.txt,drone_endpoint_mcts_results.csv
20559542,,,off,1073581256,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559542_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCM_src20489428_e0002.txt,drone_endpoint_mcts_results.csv
20559543,,,off,1239739722,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559543_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCM_src20489429_e0034.txt,drone_endpoint_mcts_results.csv
20559544,,,off,1472491096,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559544_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCM_src20489430_e0012.txt,drone_endpoint_mcts_results.csv
20559546,,,off,1510771779,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559546_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCM_src20489431_e0086.txt,drone_endpoint_mcts_results.csv
20559547,,,off,1963100312,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559547_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489432_e0098.txt,drone_endpoint_mcts_results.csv
20559548,,,off,1972442430,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559548_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489433_e0003.txt,drone_endpoint_mcts_results.csv
