experiment_id,job_id,domain,stage,lineage,value_head,seed,slurm_state,elapsed,score,total,classified_instances,unclassified_instances,val_valid,val_invalid,source_log,interpretation
MCTS-RESOURCE-ROVER,20559495,rover,stage2,validation_led_continuation,off,1972442430,OUT_OF_MEMORY,1-06:10:04,4,20,20,0,4,0,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage2_mcts_eval/20559495_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20451804_e0000.txt,"Full fixed-budget experimental result: all 20 instances classified before Slurm OOM; four printed plans and all four VAL-valid. Keep terminal outcome and score; do not relabel as a normal completion."
