experiment_id,stage2_branch,domain,value_head,seed,search,policy_score,mcts_30m,mcts_2h,mcts_6h,classified_instances,evidence_status,mcts_job_id,source_policy_log,source_mcts_log,source_completion_ledger
MAIN-TERM,terminal_led,drone,off,1963100312,normal20/70,6.0,8,8,8,18,complete_declared_budget,20559547,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541935_Ev_drone_drone_orig_novh_c.1_s1963100312_SR10TCP_src20489432_e0098.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559547_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489432_e0098.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559547.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,off,1972442430,normal20/70,8.0,11,11,11,17,complete_declared_budget,20559548,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541957_Ev_drone_drone_orig_novh_c.1_s1972442430_SR10TCP_src20489433_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559548_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489433_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559548.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,off,2011206605,normal20/70,8.0,9,9,10,18,complete_declared_budget,20559549,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541988_Ev_drone_drone_orig_novh_c.1_s2011206605_SR10TCP_src20489434_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559549_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489434_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559549.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,off,2082152039,normal20/70,8.0,9,9,9,17,complete_declared_budget,20559550,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542010_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10TCP_src20489435_e0006.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559550_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCM_src20489435_e0006.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559550.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,534933607,normal20/70,10.0,16,16,16,16,complete_declared_budget,20559551,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542032_Ev_drone_drone_orig_vh_c.1_s534933607_SR10TCP_src20489436_e0014.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559551_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489436_e0014.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559551.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,923500475,normal20/70,6.0,15,15,15,16,complete_declared_budget,20559552,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542054_Ev_drone_drone_orig_vh_c.1_s923500475_SR10TCP_src20489437_e0047.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559552_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489437_e0047.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559552.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1073581256,normal20/70,7.0,14,14,14,16,complete_declared_budget,20559553,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542077_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10TCP_src20489438_e0094.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559553_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489438_e0094.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559553.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1239739722,normal20/70,3.0,11,11,11,16,complete_declared_budget,20559554,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542099_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10TCP_src20489439_e0081.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559554_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489439_e0081.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559554.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1472491096,normal20/70,7.0,12,12,12,17,complete_declared_budget,20559555,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542121_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10TCP_src20489440_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559555_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489440_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559555.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1510771779,normal20/70,7.0,11,11,11,16,complete_declared_budget,20559557,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542143_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10TCP_src20489441_e0031.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559557_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489441_e0031.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559557.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1963100312,normal20/70,4.0,11,11,11,16,complete_declared_budget,20559558,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542144_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10TCP_src20489442_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559558_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489442_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559558.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,1972442430,normal20/70,5.0,12,13,13,17,complete_declared_budget,20559559,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542189_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10TCP_src20489443_e0054.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559559_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489443_e0054.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559559.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,2011206605,normal20/70,7.0,13,14,14,16,complete_declared_budget,20559560,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542211_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10TCP_src20489444_e0092.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559560_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489444_e0092.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559560.eval_completed.jsonl
MAIN-TERM,terminal_led,drone,on,2082152039,normal20/70,9.0,14,14,14,17,complete_declared_budget,20559561,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542233_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10TCP_src20489445_e0002.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559561_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489445_e0002.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559561.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,534933607,normal20/70,3.0,7,7,7,7,complete_declared_budget,20559562,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542237_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10TCP_src20489446_e0015.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559562_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCM_src20489446_e0015.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559562.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,923500475,normal20/70,3.0,5,5,5,5,complete_declared_budget,20559563,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542292_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10TCP_src20489447_e0074.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559563_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCM_src20489447_e0074.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559563.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1073581256,normal20/70,3.0,5,5,5,5,complete_declared_budget,20559564,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542404_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10TCP_src20489448_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559564_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCM_src20489448_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559564.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1239739722,normal20/70,4.0,8,8,8,8,complete_declared_budget,20559565,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542589_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10TCP_src20489449_e0097.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559565_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCM_src20489449_e0097.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559565.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1472491096,normal20/70,4.0,5,5,5,5,complete_declared_budget,20559566,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542667_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10TCP_src20489450_e0098.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559566_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCM_src20489450_e0098.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559566.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1510771779,normal20/70,2.0,4,4,4,4,complete_declared_budget,20559567,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542735_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10TCP_src20489451_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559567_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCM_src20489451_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559567.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1963100312,normal20/70,2.0,4,4,4,4,complete_declared_budget,20559569,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542758_Ev_fo_counters_fo_counters_orig_novh_c.1_s1963100312_SR10TCP_src20489452_e0035.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559569_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489452_e0035.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559569.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,1972442430,normal20/70,3.0,5,5,5,5,complete_declared_budget,20559570,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542923_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10TCP_src20489453_e0061.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559570_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489453_e0061.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559570.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,2011206605,normal20/70,2.0,6,6,6,6,complete_declared_budget,20559571,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542936_Ev_fo_counters_fo_counters_orig_novh_c.1_s2011206605_SR10TCP_src20489454_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559571_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489454_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559571.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,off,2082152039,normal20/70,2.0,4,4,4,4,complete_declared_budget,20559572,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543029_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10TCP_src20489455_e0053.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559572_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCM_src20489455_e0053.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559572.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,534933607,normal20/70,3.0,3,3,3,3,complete_declared_budget,20559573,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543081_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10TCP_src20489456_e0044.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559573_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489456_e0044.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559573.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,923500475,normal20/70,3.0,5,5,5,5,complete_declared_budget,20559574,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543095_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10TCP_src20489457_e0030.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559574_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489457_e0030.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559574.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1073581256,normal20/70,5.0,5,5,5,5,complete_declared_budget,20559575,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543178_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489458_e0077.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559575_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489458_e0077.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559575.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1239739722,normal20/70,4.0,5,5,5,5,complete_declared_budget,20559576,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543282_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489459_e0066.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559576_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489459_e0066.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559576.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1472491096,normal20/70,3.0,4,4,4,4,complete_declared_budget,20559577,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543316_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489461_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559577_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489461_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559577.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1510771779,normal20/70,4.0,3,3,3,3,complete_declared_budget,20559578,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543348_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489462_e0032.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559578_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489462_e0032.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559578.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1963100312,normal20/70,4.0,4,4,4,4,complete_declared_budget,20559579,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543390_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489463_e0069.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559579_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489463_e0069.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559579.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,1972442430,normal20/70,3.0,5,5,5,5,complete_declared_budget,20559580,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543392_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489464_e0005.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559580_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489464_e0005.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559580.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,2011206605,normal20/70,5.0,5,5,5,5,complete_declared_budget,20559581,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543474_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489465_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559581_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489465_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559581.eval_completed.jsonl
MAIN-TERM,terminal_led,fo_counters,on,2082152039,normal20/70,4.0,5,5,5,5,complete_declared_budget,20559582,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543483_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489466_e0015.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559582_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489466_e0015.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559582.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,534933607,normal20/70,4.0,4,4,4,5,complete_declared_budget,20559590,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545837_Ev_rover_rover_orig_novh_c.1_s534933607_SR10TCP_src20489467_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559590_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCM_src20489467_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559590.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,923500475,normal20/70,4.0,4,4,4,6,complete_declared_budget,20559587,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20543615_Ev_rover_rover_orig_novh_c.1_s923500475_SR10TCP_src20489468_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559587_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCM_src20489468_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559587.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1073581256,normal20/70,4.0,5,5,5,6,complete_declared_budget,20559636,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545879_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10TCP_src20489469_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559636_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCM_src20489469_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559636.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1239739722,normal20/70,3.0,4,4,4,5,complete_declared_budget,20559637,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545880_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10TCP_src20489470_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559637_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCM_src20489470_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559637.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1472491096,normal20/70,4.0,5,5,5,7,complete_declared_budget,20559638,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545922_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10TCP_src20489471_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559638_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCM_src20489471_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559638.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1510771779,normal20/70,4.0,4,4,4,4,complete_declared_budget,20559639,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20545923_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10TCP_src20489472_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559639_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCM_src20489472_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559639.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1963100312,normal20/70,4.0,4,4,4,6,complete_declared_budget,20559640,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546030_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10TCP_src20489473_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559640_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCM_src20489473_e0009.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559640.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,1972442430,normal20/70,4.0,4,4,4,5,complete_declared_budget,20559641,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546033_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10TCP_src20489474_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559641_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCM_src20489474_e0000.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559641.eval_completed.jsonl
MAIN-TERM,terminal_led,rover,off,2011206605,normal20/70,4.0,4,4,4,5,complete_declared_budget,20559642,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20546110_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10TCP_src20489475_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559642_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCM_src20489475_e0001.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559642.eval_completed.jsonl
