array_index	recovery_id	source_job_id	experiment_scope	value_head	seed	architecture_module	missing_instance_numbers	skip_instance_numbers	missing_count	checkpoint	checkpoint_b64	width	iterations	puct	estimator	workers	requested_cpus	requested_memory	time_limit	instance_timeout_seconds	source_log	source_completion_ledger	source_invocation_count
0	rover-recover-followup-20430090	20430090	stage1_validation_selected_fixed_20_70	on	1239739722	rover	16;17	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20	2	/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.rover-experiments_numeric.architecture_2.rover-2026-08-20T18:13:54.950169/P[domain,pfile1,pfile2,pfile3,pfile4]-S[0.003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04905448-7d9a779/snapshots/snapshot_112_0.625	L2hvbWUvaGVyc2NvL2JlcnNoY28tbnUtYXNuZXRzL251bWVyaWMtYXNuZXRzL2FzbmV0cy9leHBlcmltZW50LXJlc3VsdHMvZXhwZXJpbWVudHNfbnVtZXJpYy5kb21haW4ucm92ZXItZXhwZXJpbWVudHNfbnVtZXJpYy5hcmNoaXRlY3R1cmVfMi5yb3Zlci0yMDI2LTA4LTIwVDE4OjEzOjU0Ljk1MDE2OS9QW2RvbWFpbixwZmlsZTEscGZpbGUyLHBmaWxlMyxwZmlsZTRdLVNbMC4wMDMsNTAsZW5oc3AtaG1ycC1oYS1nYmZzXS1NT1tdLVRbNTE4NDAwXS0wNDkwNTQ0OC03ZDlhNzc5L3NuYXBzaG90cy9zbmFwc2hvdF8xMTJfMC42MjU=	20	70	0.1	0.5	1	2	160G	13:00:00	21600	/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430090_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401241_e0112.txt	/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/.resume_state/20430090.eval_completed.jsonl	1
