branch,domain,value_head,seed,stage1_endpoint,stage1_epoch,stage1_score,stage2_epoch,stage2_epoch0_score,change_after_first_update,total,stage1_training_job_id,stage2_training_job_id,epoch0_evaluation_job_id,source_stage1_training_log,source_stage1_evaluation_log,source_stage2_training_log,source_epoch0_evaluation_log
MAIN-TERM,counters,on,534933607,final,61,45,0,22,-23,59,20401273,20489415,20523912,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401273_Tr_counters_counters_orig_vh_c.1_s534933607_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489204_Ev_counters_counters_orig_vh_c.1_s534933607_SR10TCP_src20401273_e0061.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489415_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCT_src20401273_e0061.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523912_Ev_counters_counters_orig_vh_c.1_s534933607_SR10TCP_src20489415_e0000.txt
MAIN-TERM,counters,on,923500475,final,52,16,0,5,-11,59,20401276,20489416,20523941,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401276_Tr_counters_counters_orig_vh_c.1_s923500475_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489205_Ev_counters_counters_orig_vh_c.1_s923500475_SR10TCP_src20401276_e0052.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489416_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCT_src20401276_e0052.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20523941_Ev_counters_counters_orig_vh_c.1_s923500475_SR10TCP_src20489416_e0000.txt
MAIN-TERM,counters,on,1073581256,final,92,35,0,3,-32,59,20401270,20489417,20524046,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401270_Tr_counters_counters_orig_vh_c.1_s1073581256_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489206_Ev_counters_counters_orig_vh_c.1_s1073581256_SR10TCP_src20401270_e0092.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489417_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCT_src20401270_e0092.txt,/home/hersco/training_new_domains/2026-08-24/statistical_replication_terminal_stage2_policy_eval/20524046_Ev_counters_counters_orig_vh_c.1_s1073581256_SR10TCP_src20489417_e0000.txt
MAIN-TERM,counters,on,1239739722,final,130,9,0,4,-5,59,20401271,20489418,20541398,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401271_Tr_counters_counters_orig_vh_c.1_s1239739722_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429545_Ev_counters_counters_orig_vh_c.1_s1239739722_SR10P_src20401271_e0130.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489418_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCT_src20401271_e0130.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541398_Ev_counters_counters_orig_vh_c.1_s1239739722_SR10TCP_src20489418_e0000.txt
MAIN-TERM,counters,on,1472491096,final,68,21,0,3,-18,59,20401272,20489419,20541420,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401272_Tr_counters_counters_orig_vh_c.1_s1472491096_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489207_Ev_counters_counters_orig_vh_c.1_s1472491096_SR10TCP_src20401272_e0068.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489419_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCT_src20401272_e0068.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541420_Ev_counters_counters_orig_vh_c.1_s1472491096_SR10TCP_src20489419_e0000.txt
MAIN-TERM,counters,on,1510771779,final,91,11,0,19,8,59,20401275,20489420,20541549,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401275_Tr_counters_counters_orig_vh_c.1_s1510771779_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489208_Ev_counters_counters_orig_vh_c.1_s1510771779_SR10TCP_src20401275_e0091.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489420_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCT_src20401275_e0091.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541549_Ev_counters_counters_orig_vh_c.1_s1510771779_SR10TCP_src20489420_e0000.txt
MAIN-TERM,counters,on,1963100312,final,254,5,0,5,0,59,20401268,20489421,20541573,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401268_Tr_counters_counters_orig_vh_c.1_s1963100312_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489209_Ev_counters_counters_orig_vh_c.1_s1963100312_SR10TCP_src20401268_e0254.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489421_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCT_src20401268_e0254.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541573_Ev_counters_counters_orig_vh_c.1_s1963100312_SR10TCP_src20489421_e0000.txt
MAIN-TERM,counters,on,1972442430,final,51,11,0,14,3,59,20401277,20489422,20541594,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401277_Tr_counters_counters_orig_vh_c.1_s1972442430_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489210_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10TCP_src20401277_e0051.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489422_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCT_src20401277_e0051.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541594_Ev_counters_counters_orig_vh_c.1_s1972442430_SR10TCP_src20489422_e0000.txt
MAIN-TERM,counters,on,2011206605,final,59,9,0,10,1,59,20401269,20489424,20541616,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401269_Tr_counters_counters_orig_vh_c.1_s2011206605_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489211_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10TCP_src20401269_e0059.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489424_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCT_src20401269_e0059.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541616_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10TCP_src20489424_e0000.txt
MAIN-TERM,counters,on,2082152039,final,147,10,0,18,8,59,20401274,20489425,20541742,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401274_Tr_counters_counters_orig_vh_c.1_s2082152039_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489212_Ev_counters_counters_orig_vh_c.1_s2082152039_SR10TCP_src20401274_e0147.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489425_Re-Tr_counters_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCT_src20401274_e0147.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541742_Ev_counters_counters_orig_vh_c.1_s2082152039_SR10TCP_src20489425_e0000.txt
MAIN-TERM,drone,off,534933607,final,119,12,0,5,-7,20,20401213,20489426,20541764,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401213_Tr_drone_drone_orig_novh_c.1_s534933607_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489213_Ev_drone_drone_orig_novh_c.1_s534933607_SR10TCP_src20401213_e0119.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489426_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCT_src20401213_e0119.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541764_Ev_drone_drone_orig_novh_c.1_s534933607_SR10TCP_src20489426_e0000.txt
MAIN-TERM,drone,off,923500475,final,51,5,0,3,-2,20,20401216,20489427,20541786,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401216_Tr_drone_drone_orig_novh_c.1_s923500475_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489214_Ev_drone_drone_orig_novh_c.1_s923500475_SR10TCP_src20401216_e0051.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489427_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCT_src20401216_e0051.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541786_Ev_drone_drone_orig_novh_c.1_s923500475_SR10TCP_src20489427_e0000.txt
MAIN-TERM,drone,off,1073581256,final,140,8,0,10,2,20,20401209,20489428,20541808,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401209_Tr_drone_drone_orig_novh_c.1_s1073581256_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450775_Ev_drone_drone_orig_novh_c.1_s1073581256_SR10P_src20401209_e0140.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489428_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCT_src20401209_e0140.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541808_Ev_drone_drone_orig_novh_c.1_s1073581256_SR10TCP_src20489428_e0000.txt
MAIN-TERM,drone,off,1239739722,final,101,7,0,3,-4,20,20401210,20489429,20541830,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401210_Tr_drone_drone_orig_novh_c.1_s1239739722_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489215_Ev_drone_drone_orig_novh_c.1_s1239739722_SR10TCP_src20401210_e0101.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489429_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10TCT_src20401210_e0101.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541830_Ev_drone_drone_orig_novh_c.1_s1239739722_SR10TCP_src20489429_e0000.txt
MAIN-TERM,drone,off,1472491096,final,133,11,0,8,-3,20,20401212,20489430,20541870,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401212_Tr_drone_drone_orig_novh_c.1_s1472491096_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489216_Ev_drone_drone_orig_novh_c.1_s1472491096_SR10TCP_src20401212_e0133.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489430_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10TCT_src20401212_e0133.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541870_Ev_drone_drone_orig_novh_c.1_s1472491096_SR10TCP_src20489430_e0000.txt
MAIN-TERM,drone,off,1510771779,final,66,6,0,7,1,20,20401215,20489431,20541892,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401215_Tr_drone_drone_orig_novh_c.1_s1510771779_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489217_Ev_drone_drone_orig_novh_c.1_s1510771779_SR10TCP_src20401215_e0066.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489431_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10TCT_src20401215_e0066.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541892_Ev_drone_drone_orig_novh_c.1_s1510771779_SR10TCP_src20489431_e0000.txt
MAIN-TERM,drone,off,1963100312,final,162,3,0,5,2,20,20401207,20489432,20541914,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401207_Tr_drone_drone_orig_novh_c.1_s1963100312_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489218_Ev_drone_drone_orig_novh_c.1_s1963100312_SR10TCP_src20401207_e0162.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489432_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10TCT_src20401207_e0162.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541914_Ev_drone_drone_orig_novh_c.1_s1963100312_SR10TCP_src20489432_e0000.txt
MAIN-TERM,drone,off,1972442430,final,117,7,0,8,1,20,20401217,20489433,20541936,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401217_Tr_drone_drone_orig_novh_c.1_s1972442430_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489219_Ev_drone_drone_orig_novh_c.1_s1972442430_SR10TCP_src20401217_e0117.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489433_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10TCT_src20401217_e0117.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541936_Ev_drone_drone_orig_novh_c.1_s1972442430_SR10TCP_src20489433_e0000.txt
MAIN-TERM,drone,off,2011206605,final,90,7,0,7,0,20,20401208,20489434,20541967,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401208_Tr_drone_drone_orig_novh_c.1_s2011206605_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425796_Ev_drone_drone_orig_novh_c.1_s2011206605_SR10P_src20401208_e0090.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489434_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10TCT_src20401208_e0090.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541967_Ev_drone_drone_orig_novh_c.1_s2011206605_SR10TCP_src20489434_e0000.txt
MAIN-TERM,drone,off,2082152039,final,88,8,0,7,-1,20,20401214,20489435,20541989,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401214_Tr_drone_drone_orig_novh_c.1_s2082152039_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489220_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10TCP_src20401214_e0088.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489435_Re-Tr_drone_drone_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10TCT_src20401214_e0088.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20541989_Ev_drone_drone_orig_novh_c.1_s2082152039_SR10TCP_src20489435_e0000.txt
MAIN-TERM,drone,on,534933607,final,189,9,0,9,0,20,20401202,20489436,20542011,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401202_Tr_drone_drone_orig_vh_c.1_s534933607_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489221_Ev_drone_drone_orig_vh_c.1_s534933607_SR10TCP_src20401202_e0189.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489436_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCT_src20401202_e0189.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542011_Ev_drone_drone_orig_vh_c.1_s534933607_SR10TCP_src20489436_e0000.txt
MAIN-TERM,drone,on,923500475,final,153,9,0,7,-2,20,20401205,20489437,20542033,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401205_Tr_drone_drone_orig_vh_c.1_s923500475_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489222_Ev_drone_drone_orig_vh_c.1_s923500475_SR10TCP_src20401205_e0153.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489437_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCT_src20401205_e0153.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542033_Ev_drone_drone_orig_vh_c.1_s923500475_SR10TCP_src20489437_e0000.txt
MAIN-TERM,drone,on,1073581256,final,168,10,0,7,-3,20,20401199,20489438,20542055,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401199_Tr_drone_drone_orig_vh_c.1_s1073581256_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489223_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10TCP_src20401199_e0168.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489438_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCT_src20401199_e0168.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542055_Ev_drone_drone_orig_vh_c.1_s1073581256_SR10TCP_src20489438_e0000.txt
MAIN-TERM,drone,on,1239739722,final,73,3,0,3,0,20,20401200,20489439,20542078,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401200_Tr_drone_drone_orig_vh_c.1_s1239739722_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489224_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10TCP_src20401200_e0073.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489439_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCT_src20401200_e0073.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542078_Ev_drone_drone_orig_vh_c.1_s1239739722_SR10TCP_src20489439_e0000.txt
MAIN-TERM,drone,on,1472491096,final,71,7,0,7,0,20,20401201,20489440,20542100,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401201_Tr_drone_drone_orig_vh_c.1_s1472491096_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489225_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10TCP_src20401201_e0071.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489440_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCT_src20401201_e0071.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542100_Ev_drone_drone_orig_vh_c.1_s1472491096_SR10TCP_src20489440_e0000.txt
MAIN-TERM,drone,on,1510771779,final,64,8,0,7,-1,20,20401204,20489441,20542122,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401204_Tr_drone_drone_orig_vh_c.1_s1510771779_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489226_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10TCP_src20401204_e0064.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489441_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCT_src20401204_e0064.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542122_Ev_drone_drone_orig_vh_c.1_s1510771779_SR10TCP_src20489441_e0000.txt
MAIN-TERM,drone,on,1963100312,final,51,4,0,4,0,20,20401197,20489442,20542144,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401197_Tr_drone_drone_orig_vh_c.1_s1963100312_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489227_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10TCP_src20401197_e0051.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489442_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCT_src20401197_e0051.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542144_Ev_drone_drone_orig_vh_c.1_s1963100312_SR10TCP_src20489442_e0000.txt
MAIN-TERM,drone,on,1972442430,final,71,7,0,5,-2,20,20401206,20489443,20542165,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401206_Tr_drone_drone_orig_vh_c.1_s1972442430_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489228_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10TCP_src20401206_e0071.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489443_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCT_src20401206_e0071.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542165_Ev_drone_drone_orig_vh_c.1_s1972442430_SR10TCP_src20489443_e0000.txt
MAIN-TERM,drone,on,2011206605,final,69,7,0,5,-2,20,20401198,20489444,20542190,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401198_Tr_drone_drone_orig_vh_c.1_s2011206605_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489229_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10TCP_src20401198_e0069.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489444_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCT_src20401198_e0069.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542190_Ev_drone_drone_orig_vh_c.1_s2011206605_SR10TCP_src20489444_e0000.txt
MAIN-TERM,drone,on,2082152039,final,76,8,0,6,-2,20,20401203,20489445,20542212,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401203_Tr_drone_drone_orig_vh_c.1_s2082152039_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489230_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10TCP_src20401203_e0076.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489445_Re-Tr_drone_drone_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCT_src20401203_e0076.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542212_Ev_drone_drone_orig_vh_c.1_s2082152039_SR10TCP_src20489445_e0000.txt
MAIN-TERM,fo_counters,off,534933607,final,107,4,0,5,1,20,20401233,20489446,20542234,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401233_Tr_fo_counters_fo_counters_orig_novh_c.1_s534933607_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489231_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10TCP_src20401233_e0107.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489446_Re-Tr_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10TCT_src20401233_e0107.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542234_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10TCP_src20489446_e0000.txt
MAIN-TERM,fo_counters,off,923500475,final,64,4,0,0,-4,20,20401236,20489447,20542255,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401236_Tr_fo_counters_fo_counters_orig_novh_c.1_s923500475_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489233_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10TCP_src20401236_e0064.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489447_Re-Tr_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10TCT_src20401236_e0064.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542255_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10TCP_src20489447_e0000.txt
MAIN-TERM,fo_counters,off,1073581256,final,72,3,0,3,0,20,20401230,20489448,20542293,/home/hersco/training_new_domains/2026-08-20/statistical_replication_stage1_10seed/20401230_Tr_fo_counters_fo_counters_orig_novh_c.1_s1073581256_STATREP10_STAGE1.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage1_policy_eval/20489234_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10TCP_src20401230_e0072.txt,/home/hersco/training_new_domains/2026-08-22/statistical_replication_terminal_stage2_train/20489448_Re-Tr_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10TCT_src20401230_e0072.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_policy_eval/20542293_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10TCP_src20489448_e0000.txt
