job_id,job_name,domain,value_head,seed,tag,source_training_job_id,snapshot_epoch,analysis_roles,slurm_state,exit_code,elapsed,successes,total,val_valid,val_invalid,classified_instances,successful_instance_runtime_seconds,source_evaluation_log,source_training_log
20944884,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430395_e0009,fo_counters,off,923500475,SR10M,20430395,9,main_val_stage2_selected_mcts,FAILED,1:0,00:01:27,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944884_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430395_e0009.txt,
20891034,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430394_e0006,fo_counters,off,1510771779,SR10M,20430394,6,main_val_stage2_selected_mcts,FAILED,1:0,00:01:32,0,0,,,0,,/home/hersco/training_new_domains/2026-09-03/statistical_replication_stage2_mcts_eval/20891034_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430394_e0006.txt,
20943880,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430394_e0006,fo_counters,off,1510771779,SR10M,20430394,6,main_val_stage2_selected_mcts,RUNNING,0:0,01:07:29,6,6,,,6,32.85;34.35;44.64;55.66;96.76;130.35,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943880_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20430394_e0006.txt,
20891035,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015,fo_counters,off,1972442430,SR10M,20430396,15,main_val_stage2_selected_mcts,FAILED,1:0,00:02:01,0,0,,,0,,/home/hersco/training_new_domains/2026-09-03/statistical_replication_stage2_mcts_eval/20891035_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015.txt,
20943882,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015,fo_counters,off,1972442430,SR10M,20430396,15,main_val_stage2_selected_mcts,FAILED,1:0,00:01:26,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943882_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015.txt,
20944885,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015,fo_counters,off,1972442430,SR10M,20430396,15,main_val_stage2_selected_mcts,RUNNING,0:0,00:23:29,6,6,,,6,18.05;21.31;29.58;36.10;77.68;115.97,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944885_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20430396_e0015.txt,
20891036,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430393_e0017,fo_counters,off,2082152039,SR10M,20430393,17,main_val_stage2_selected_mcts,FAILED,1:0,00:01:32,0,0,,,0,,/home/hersco/training_new_domains/2026-09-03/statistical_replication_stage2_mcts_eval/20891036_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430393_e0017.txt,
20943885,Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430393_e0017,fo_counters,off,2082152039,SR10M,20430393,17,main_val_stage2_selected_mcts,RUNNING,0:0,01:06:28,5,5,,,5,26.09;27.85;33.61;50.91;113.83,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943885_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20430393_e0017.txt,
20891037,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046,fo_counters,on,2011206605,SR10M,20430378,46,main_val_stage2_selected_mcts,FAILED,1:0,00:01:32,0,0,,,0,,/home/hersco/training_new_domains/2026-09-03/statistical_replication_stage2_mcts_eval/20891037_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046.txt,
20943887,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046,fo_counters,on,2011206605,SR10M,20430378,46,main_val_stage2_selected_mcts,FAILED,1:0,00:01:27,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943887_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046.txt,
20944886,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046,fo_counters,on,2011206605,SR10M,20430378,46,main_val_stage2_selected_mcts,FAILED,1:0,00:02:58,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944886_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20430378_e0046.txt,
