experiment_id,domain,value_head,seed,search,policy_score,mcts_30m,mcts_2h,mcts_6h,mcts_job_id,source_policy_log,source_mcts_log,source_completion_ledger
MAIN-VAL,fo_counters,off,1073581256,width20_sim70,3.0,7,7,7,20430074,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426859_Ev_fo_counters_fo_counters_orig_novh_c.1_s1073581256_SR10P_src20401230_e0022.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430074_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401230_e0022.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430074.eval_completed.jsonl
MAIN-VAL,fo_counters,off,1239739722,width20_sim70,6.0,7,7,7,20430075,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426898_Ev_fo_counters_fo_counters_orig_novh_c.1_s1239739722_SR10P_src20401231_e0031.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430075_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401231_e0031.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430075.eval_completed.jsonl
MAIN-VAL,fo_counters,off,1472491096,width20_sim70,4.0,7,7,7,20430076,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426912_Ev_fo_counters_fo_counters_orig_novh_c.1_s1472491096_SR10P_src20401232_e0016.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430076_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401232_e0016.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430076.eval_completed.jsonl
MAIN-VAL,fo_counters,off,534933607,width20_sim70,4.0,8,8,8,20430082,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426934_Ev_fo_counters_fo_counters_orig_novh_c.1_s534933607_SR10P_src20401233_e0057.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430082_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401233_e0057.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430082.eval_completed.jsonl
MAIN-VAL,fo_counters,off,2082152039,width20_sim70,5.0,8,8,8,20430083,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427127_Ev_fo_counters_fo_counters_orig_novh_c.1_s2082152039_SR10P_src20401234_e0069.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430083_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401234_e0069.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430083.eval_completed.jsonl
MAIN-VAL,fo_counters,off,1510771779,width20_sim70,5.0,5,5,5,20430084,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427151_Ev_fo_counters_fo_counters_orig_novh_c.1_s1510771779_SR10P_src20401235_e0066.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430084_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401235_e0066.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430084.eval_completed.jsonl
MAIN-VAL,fo_counters,off,923500475,width20_sim70,4.0,7,9,9,20430085,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427164_Ev_fo_counters_fo_counters_orig_novh_c.1_s923500475_SR10P_src20401236_e0014.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430085_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401236_e0014.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430085.eval_completed.jsonl
MAIN-VAL,fo_counters,off,1972442430,width20_sim70,4.0,8,8,8,20430086,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427180_Ev_fo_counters_fo_counters_orig_novh_c.1_s1972442430_SR10P_src20401237_e0028.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430086_Ev_fo_counters_fo_counters_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401237_e0028.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430086.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1963100312,width20_sim70,4.0,5,8,8,20430062,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20425875_Ev_fo_counters_fo_counters_orig_vh_c.1_s1963100312_SR10P_src20401218_e0011.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430062_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401218_e0011.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430062.eval_completed.jsonl
MAIN-VAL,fo_counters,on,2011206605,width20_sim70,3.0,7,7,7,20430063,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426065_Ev_fo_counters_fo_counters_orig_vh_c.1_s2011206605_SR10P_src20401219_e0051.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430063_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401219_e0051.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430063.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1073581256,width20_sim70,4.0,4,4,4,20430064,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426139_Ev_fo_counters_fo_counters_orig_vh_c.1_s1073581256_SR10P_src20401220_e0106.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430064_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401220_e0106.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430064.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1239739722,width20_sim70,5.0,6,6,6,20430065,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426204_Ev_fo_counters_fo_counters_orig_vh_c.1_s1239739722_SR10P_src20401221_e0092.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430065_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401221_e0092.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430065.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1472491096,width20_sim70,3.0,5,5,5,20430066,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426245_Ev_fo_counters_fo_counters_orig_vh_c.1_s1472491096_SR10P_src20401222_e0066.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430066_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401222_e0066.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430066.eval_completed.jsonl
MAIN-VAL,fo_counters,on,534933607,width20_sim70,2.0,4,4,4,20430067,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426397_Ev_fo_counters_fo_counters_orig_vh_c.1_s534933607_SR10P_src20401223_e0058.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430067_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401223_e0058.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430067.eval_completed.jsonl
MAIN-VAL,fo_counters,on,2082152039,width20_sim70,2.0,3,3,3,20430068,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426412_Ev_fo_counters_fo_counters_orig_vh_c.1_s2082152039_SR10P_src20401224_e0023.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430068_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401224_e0023.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430068.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1510771779,width20_sim70,6.0,8,9,9,20430069,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426437_Ev_fo_counters_fo_counters_orig_vh_c.1_s1510771779_SR10P_src20401225_e0068.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430069_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401225_e0068.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430069.eval_completed.jsonl
MAIN-VAL,fo_counters,on,923500475,width20_sim70,3.0,4,4,4,20430070,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426477_Ev_fo_counters_fo_counters_orig_vh_c.1_s923500475_SR10P_src20401226_e0034.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430070_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401226_e0034.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430070.eval_completed.jsonl
MAIN-VAL,fo_counters,on,1972442430,width20_sim70,5.0,7,7,7,20430071,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20426519_Ev_fo_counters_fo_counters_orig_vh_c.1_s1972442430_SR10P_src20401227_e0042.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430071_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401227_e0042.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430071.eval_completed.jsonl
MAIN-VAL,rover,off,1963100312,width20_sim70,4.0,4,5,5,20430097,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428037_Ev_rover_rover_orig_novh_c.1_s1963100312_SR10P_src20401248_e0025.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430097_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401248_e0025.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430097.eval_completed.jsonl
MAIN-VAL,rover,off,2011206605,width20_sim70,4.0,4,4,4,20430098,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428091_Ev_rover_rover_orig_novh_c.1_s2011206605_SR10P_src20401249_e0044.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430098_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401249_e0044.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430098.eval_completed.jsonl
MAIN-VAL,rover,off,1073581256,width20_sim70,4.0,6,6,6,20430099,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428109_Ev_rover_rover_orig_novh_c.1_s1073581256_SR10P_src20401250_e0040.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430099_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401250_e0040.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430099.eval_completed.jsonl
MAIN-VAL,rover,off,1239739722,width20_sim70,4.0,4,4,4,20430100,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428373_Ev_rover_rover_orig_novh_c.1_s1239739722_SR10P_src20401251_e0053.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430100_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401251_e0053.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430100.eval_completed.jsonl
MAIN-VAL,rover,off,1472491096,width20_sim70,4.0,5,5,5,20430101,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428427_Ev_rover_rover_orig_novh_c.1_s1472491096_SR10P_src20401252_e0064.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430101_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20401252_e0064.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430101.eval_completed.jsonl
MAIN-VAL,rover,off,534933607,width20_sim70,4.0,4,4,4,20430102,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428485_Ev_rover_rover_orig_novh_c.1_s534933607_SR10P_src20401253_e0124.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430102_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20401253_e0124.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430102.eval_completed.jsonl
MAIN-VAL,rover,off,2082152039,width20_sim70,4.0,4,4,4,20430103,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428500_Ev_rover_rover_orig_novh_c.1_s2082152039_SR10P_src20401254_e0021.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430103_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s2082152039_K0_SR10M_src20401254_e0021.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430103.eval_completed.jsonl
MAIN-VAL,rover,off,1510771779,width20_sim70,4.0,5,6,6,20430104,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428661_Ev_rover_rover_orig_novh_c.1_s1510771779_SR10P_src20401255_e0048.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430104_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1510771779_K0_SR10M_src20401255_e0048.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430104.eval_completed.jsonl
MAIN-VAL,rover,off,923500475,width20_sim70,4.0,5,5,5,20430107,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428665_Ev_rover_rover_orig_novh_c.1_s923500475_SR10P_src20401256_e0020.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430107_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20401256_e0020.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430107.eval_completed.jsonl
MAIN-VAL,rover,off,1972442430,width20_sim70,4.0,7,7,7,20451727,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20450954_Ev_rover_rover_orig_novh_c.1_s1972442430_SR10P_src20401257_e0235.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20451727_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1972442430_K0_SR10M_src20401257_e0235.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20451727.eval_completed.jsonl
MAIN-VAL,rover,on,1963100312,width20_sim70,4.0,4,4,4,20430087,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427194_Ev_rover_rover_orig_vh_c.1_s1963100312_SR10P_src20401238_e0070.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430087_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10M_src20401238_e0070.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430087.eval_completed.jsonl
MAIN-VAL,rover,on,2011206605,width20_sim70,4.0,5,5,5,20430088,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427445_Ev_rover_rover_orig_vh_c.1_s2011206605_SR10P_src20401239_e0095.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430088_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401239_e0095.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430088.eval_completed.jsonl
MAIN-VAL,rover,on,1073581256,width20_sim70,4.0,6,6,6,20430089,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427494_Ev_rover_rover_orig_vh_c.1_s1073581256_SR10P_src20401240_e0143.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430089_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10M_src20401240_e0143.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430089.eval_completed.jsonl
MAIN-VAL,rover,on,1239739722,width20_sim70,4.0,5,5,5,20430090,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427527_Ev_rover_rover_orig_vh_c.1_s1239739722_SR10P_src20401241_e0112.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430090_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401241_e0112.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430090.eval_completed.jsonl
MAIN-VAL,rover,on,1472491096,width20_sim70,4.0,4,4,4,20430091,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427740_Ev_rover_rover_orig_vh_c.1_s1472491096_SR10P_src20401242_e0115.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430091_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401242_e0115.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430091.eval_completed.jsonl
MAIN-VAL,rover,on,534933607,width20_sim70,4.0,4,4,4,20430092,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427795_Ev_rover_rover_orig_vh_c.1_s534933607_SR10P_src20401243_e0017.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430092_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401243_e0017.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430092.eval_completed.jsonl
MAIN-VAL,rover,on,2082152039,width20_sim70,4.0,4,4,4,20430093,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427835_Ev_rover_rover_orig_vh_c.1_s2082152039_SR10P_src20401244_e0077.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430093_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401244_e0077.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430093.eval_completed.jsonl
MAIN-VAL,rover,on,1510771779,width20_sim70,4.0,4,4,4,20430094,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20427853_Ev_rover_rover_orig_vh_c.1_s1510771779_SR10P_src20401245_e0090.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430094_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10M_src20401245_e0090.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430094.eval_completed.jsonl
MAIN-VAL,rover,on,923500475,width20_sim70,2.0,4,4,4,20430095,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428007_Ev_rover_rover_orig_vh_c.1_s923500475_SR10P_src20401246_e0004.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430095_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10M_src20401246_e0004.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430095.eval_completed.jsonl
MAIN-VAL,rover,on,1972442430,width20_sim70,4.0,4,4,4,20430096,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428032_Ev_rover_rover_orig_vh_c.1_s1972442430_SR10P_src20401247_e0071.txt,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_mcts_eval/20430096_Ev_rover_rover_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10M_src20401247_e0071.txt,C:\Users\roeeh\Desktop\School\Meitar\Thesis\Code\numeric-asnets\.codex-tmp\health_20260826\stage1_mcts_jsonl\20430096.eval_completed.jsonl
MAIN-VAL,counters,off,1963100312,width5_sim20,17.0,22,22,22,20620548,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428710_Ev_counters_counters_orig_novh_c.1_s1963100312_SR10P_src20401258_e0101.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620548_Ev_counters_counters_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10M_src20401258_e0101.txt,
MAIN-VAL,counters,off,2011206605,width5_sim20,19.0,21,21,21,20620549,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428752_Ev_counters_counters_orig_novh_c.1_s2011206605_SR10P_src20401259_e0037.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620549_Ev_counters_counters_mcts_orig_novh_e.5_c.1_s2011206605_K0_SR10M_src20401259_e0037.txt,
MAIN-VAL,counters,off,1073581256,width5_sim20,59.0,52,59,59,20620550,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428778_Ev_counters_counters_orig_novh_c.1_s1073581256_SR10P_src20401260_e0003.txt,/home/hersco/training_new_domains/2026-08-27/counters_stage1_narrow_mcts/20620550_Ev_counters_counters_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20401260_e0003.txt,
MAIN-VAL,counters,off,1239739722,width5_sim20,17.0,17,17,17,20620551,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20428780_Ev_counters_counters_orig_novh_c.1_s1239739722_SR10P_src20401261_e0005.txt,/home/hersco/training_new_domains/2026-08-27/counters_stage1_narrow_mcts/20620551_Ev_counters_counters_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20401261_e0005.txt,
MAIN-VAL,counters,on,2011206605,width5_sim20,7.0,14,14,14,20620559,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429498_Ev_counters_counters_orig_vh_c.1_s2011206605_SR10P_src20401269_e0009.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620559_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10M_src20401269_e0009.txt,
MAIN-VAL,counters,on,1239739722,width5_sim20,8.0,15,16,16,20620561,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429535_Ev_counters_counters_orig_vh_c.1_s1239739722_SR10P_src20401271_e0080.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620561_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10M_src20401271_e0080.txt,
MAIN-VAL,counters,on,534933607,width5_sim20,59.0,49,59,59,20620563,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429771_Ev_counters_counters_orig_vh_c.1_s534933607_SR10P_src20401273_e0011.txt,/home/hersco/training_new_domains/2026-08-27/counters_stage1_narrow_mcts/20620563_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10M_src20401273_e0011.txt,
MAIN-VAL,counters,on,2082152039,width5_sim20,9.0,14,14,14,20620564,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429840_Ev_counters_counters_orig_vh_c.1_s2082152039_SR10P_src20401274_e0097.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620564_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10M_src20401274_e0097.txt,
MAIN-VAL,counters,on,1472491096,width5_sim20,20.0,26,26,26,20620562,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429559_Ev_counters_counters_orig_vh_c.1_s1472491096_SR10P_src20401272_e0018.txt,/home/hersco/training_new_domains/2026-08-27/statistical_replication_stage1_mcts_eval/20620562_Ev_counters_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10M_src20401272_e0018.txt,
