snapshot_time_idt,role,seed,job_id,epoch,cumulative_epoch,validation_successes,validation_total,anchor_kl_loss,post_update_kl,coefficient_before,coefficient_after,target_kl,status,source_training_log
2026-09-09T00:49:30+03:00,catastrophic_outlier,1972442430,21144388,0,15,22,30,0.1741316746,0.0484271735,3,3,0.1143,running_epoch1,/home/hersco/training_new_domains/2026-09-08/anchor_kl_control/21144388_anchor-kl-tpp-off-bad-adaptive-retry1.txt
2026-09-09T00:49:30+03:00,stable_control,1963100312,21144389,0,3,30,30,0.1176348776,0.0188597718,3,3,0.1143,running_epoch2,/home/hersco/training_new_domains/2026-09-08/anchor_kl_control/21144389_anchor-kl-tpp-off-control-adaptive-retry1.txt
