experiment_id,value_head,seed,source_training_job,checkpoint_role,cumulative_epoch,policy_job_id,policy_score,total,policy_state,policy_log,mcts_job_id,mcts_score,mcts_state,mcts_log,notes
LONG-DRONE,on,534933607,20451695,continuation_selected,243,20769235,11,20,COMPLETED,/home/hersco/training_new_domains/2026-08-31/2026-08-31/statistical_replication_stage1_long_policy_eval/20769235_Ev_drone_drone_mcts_orig_vh_c.1_s534933607_K0_SR10LONGP_src20451695_e0243.txt,,,,,Continuation reset validation baseline incorrectly; continuation-selected policy equals final policy at 11/20 and never exceeded the original lineage best
LONG-DRONE,on,534933607,20451695,final,293,20501323,11,20,COMPLETED,/home/hersco/training_new_domains/2026-08-23/statistical_replication_stage1_long_policy_eval/20501323_Ev_drone_drone_orig_vh_c.1_s534933607_SR10LONGP_src20451695_e0293.txt,20559650,14,COMPLETED,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage1_long_mcts_eval/20559650_Ev_drone_drone_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10LONGM_src20451695_e0293.txt,Final endpoint policy and MCTS complete
LONG-DRONE,off,1963100312,20451696,continuation_selected,250,20489164,13,20,COMPLETED,/home/hersco/training_new_domains/2026-08-22/statistical_replication_stage1_long_policy_eval/20489164_Ev_drone_drone_orig_novh_c.1_s1963100312_SR10LONGP_src20451696_e0250.txt,,,,,Continuation-selected policy endpoint complete; selected-checkpoint MCTS remains held
LONG-DRONE,off,1963100312,20451696,final,300,20501324,9,20,COMPLETED,/home/hersco/training_new_domains/2026-08-23/statistical_replication_stage1_long_policy_eval/20501324_Ev_drone_drone_orig_novh_c.1_s1963100312_SR10LONGP_src20451696_e0300.txt,20559651,9,COMPLETED,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage1_long_mcts_eval/20559651_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1963100312_K0_SR10LONGM_src20451696_e0300.txt,Final endpoint policy and MCTS complete
LONG-DRONE,off,1472491096,20451697,continuation_selected,154,20501326,13,20,COMPLETED,/home/hersco/training_new_domains/2026-08-23/statistical_replication_stage1_long_policy_eval/20501326_Ev_drone_drone_orig_novh_c.1_s1472491096_SR10LONGP_src20451697_e0154.txt,,,,,Continuation-selected policy endpoint complete; selected-checkpoint MCTS remains held
LONG-DRONE,off,1472491096,20451697,final,204,20501325,13,20,COMPLETED,/home/hersco/training_new_domains/2026-08-23/statistical_replication_stage1_long_policy_eval/20501325_Ev_drone_drone_orig_novh_c.1_s1472491096_SR10LONGP_src20451697_e0204.txt,20559652,13,COMPLETED,/home/hersco/training_new_domains/2026-08-25/statistical_replication_stage1_long_mcts_eval/20559652_Ev_drone_drone_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10LONGM_src20451697_e0204.txt,Final endpoint policy and MCTS complete
