manifest_id,cohort,seed,domain,domain_label,value_head,rq_scope,task_type,stage,variant,architecture,teacher,source_checkpoint_ref,supervised_lr,max_epochs,original_training_set,estimator,puct,tree_sampling,anchor,width,iterations,workers,jpddl_heap,cpus,memory,time_limit,instance_timeout,completion_mode,dependency_ref,checkpoint_selection,status,notes,source_training_job_id,snapshot_epoch,analysis_roles,excluded_nodes
stage2-gap-validation-fo_counters-off-923500475-w20_i70-node-retry2,stage2-branch-completion,923500475,fo_counters,FO Counters,off,RQ2/RQ4,mcts_eval,stage2,branch_completion_normal_w20_i70,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-21T11:22:20.597757/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04906476-5194f74/snapshots/snapshot_9_1.0000",,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,training:20430395,validation_selected,ready,"Explicitly approved 2026-09-03 after exhaustive historical-log audit; validation-led branch; Block Grouping is always narrow5/20 and FO is normal20/70; exact retry of job 20891033, which failed before inference on ise-cpu128-03 with POSIX-semaphore ENOSPC; second exact retry after job 20943878 also failed before inference with POSIX-semaphore ENOSPC on ise-cpu128-04",20430395,9,stage2_validation_selected_policy_vs_mcts_branch_completion,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13"
stage2-gap-validation-fo_counters-off-1972442430-w20_i70-node-retry2,stage2-branch-completion,1972442430,fo_counters,FO Counters,off,RQ2/RQ4,mcts_eval,stage2,branch_completion_normal_w20_i70,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-21T11:23:15.346116/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04906477-72aea46/snapshots/snapshot_15_1.0000",,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,training:20430396,validation_selected,ready,"Explicitly approved 2026-09-03 after exhaustive historical-log audit; validation-led branch; Block Grouping is always narrow5/20 and FO is normal20/70; exact retry of job 20891035, which failed before inference on ise-cpu128-03 with POSIX-semaphore ENOSPC; second exact retry after job 20943882 also failed before inference with POSIX-semaphore ENOSPC on ise-cpu128-04",20430396,15,stage2_validation_selected_policy_vs_mcts_branch_completion,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13"
stage2-gap-validation-fo_counters-on-2011206605-w20_i70-node-retry2,stage2-branch-completion,2011206605,fo_counters,FO Counters,on,RQ2/RQ4,mcts_eval,stage2,branch_completion_normal_w20_i70,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.fo_counters-experiments_numeric.architecture_2.fo_counters_mcts-2026-08-21T11:18:51.470839/P[domain,instance_2,instance_3,instance_4]-S[0.0003,50,enhsp-hmrmax-astar]-MO[]-T[518400]-04906472-067843/snapshots/snapshot_46_1.0000",,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,training:20430378,validation_selected,ready,"Explicitly approved 2026-09-03 after exhaustive historical-log audit; validation-led branch; Block Grouping is always narrow5/20 and FO is normal20/70; exact retry of job 20891037, which failed before inference on ise-cpu128-03 with POSIX-semaphore ENOSPC; second exact retry after job 20943887 also failed before inference with POSIX-semaphore ENOSPC on ise-cpu128-04",20430378,46,stage2_validation_selected_policy_vs_mcts_branch_completion,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13"
