job_id,job_name,state,elapsed,start,end,node,requested_cpus,requested_memory,classified_instances,success_30m,success_2h,success_6h,success_full_record,ordinary_unsolved,logged_timeouts,latest_eval_final_success,latest_eval_final_total,val_valid,val_invalid,log_path,completion_record_path
20559573,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489456_e0044,COMPLETED,1-12:01:54,2026-09-03T12:37:11,2026-09-05T00:39:05,ise-cpu-intl-22,6,120G,3,3,3,3,3,0,17,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559573_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s534933607_K0_SR10TCM_src20489456_e0044.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559573.eval_completed.jsonl
20559574,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489457_e0030,TIMEOUT,3-00:00:04,2026-09-02T07:31:47,2026-09-05T07:31:51,ise-cpu256-21,6,120G,5,5,5,5,5,0,15,,,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559574_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s923500475_K0_SR10TCM_src20489457_e0030.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559574.eval_completed.jsonl
20559575,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489458_e0077,RUNNING,1-22:57:31,2026-09-03T14:21:03,Unknown,ise-cpu128-02,6,120G,5,5,5,5,5,0,6,,,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559575_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1073581256_K0_SR10TCM_src20489458_e0077.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559575.eval_completed.jsonl
20559576,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489459_e0066,COMPLETED,1-06:18:57,2026-09-02T08:31:51,2026-09-03T14:50:48,ise-cpu128-14,6,120G,5,5,5,5,5,0,15,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559576_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1239739722_K0_SR10TCM_src20489459_e0066.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559576.eval_completed.jsonl
20559577,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489461_e0003,TIMEOUT,3-00:00:04,2026-09-02T08:32:48,2026-09-05T08:32:52,ise-cpu128-06,6,120G,4,4,4,4,4,0,0,,,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559577_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1472491096_K0_SR10TCM_src20489461_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559577.eval_completed.jsonl
20559578,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489462_e0032,COMPLETED,1-12:02:33,2026-09-03T10:15:34,2026-09-04T22:18:07,cs-cpu-06,6,120G,3,3,3,3,3,0,17,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559578_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1510771779_K0_SR10TCM_src20489462_e0032.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559578.eval_completed.jsonl
20559579,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489463_e0069,RUNNING,1-10:58:33,2026-09-04T02:20:01,Unknown,ise-cpu256-27,6,120G,4,4,4,4,4,0,13,,,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559579_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1963100312_K0_SR10TCM_src20489463_e0069.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559579.eval_completed.jsonl
20559580,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489464_e0005,COMPLETED,1-06:02:35,2026-09-03T10:15:34,2026-09-04T16:18:09,ise-cpu-intl-06,6,120G,5,5,5,5,5,0,15,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559580_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s1972442430_K0_SR10TCM_src20489464_e0005.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559580.eval_completed.jsonl
20559581,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489465_e0003,COMPLETED,1-06:05:32,2026-09-02T09:45:20,2026-09-03T15:50:52,cs-cpu-07,6,120G,5,5,5,5,5,0,15,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559581_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2011206605_K0_SR10TCM_src20489465_e0003.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559581.eval_completed.jsonl
20559582,Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489466_e0015,COMPLETED,1-06:05:41,2026-09-02T10:06:05,2026-09-03T16:11:46,ise-cpu-intl-20,6,120G,5,5,5,5,5,0,15,0,20,,,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/20559582_Ev_fo_counters_fo_counters_mcts_orig_vh_e.5_c.1_s2082152039_K0_SR10TCM_src20489466_e0015.txt,/home/hersco/training_new_domains/2026-08-25/statistical_replication_terminal_stage2_mcts_eval/.resume_state/20559582.eval_completed.jsonl
