array_index,manifest_id,experiment_id,branch,stage,checkpoint_selection,search_method,value_head,seed,selected_epoch,selected_validation_score,source_policy_job_id,source_policy_log,selected_test_policy_score,source_training_job_id,source_training_log,checkpoint,checkpoint_sha256,domain_module,architecture_module,teacher,width,iterations,puct,estimator,pw_min_width,pw_c,pw_alpha,terminal_safe,workers,cpus,memory,walltime,instance_timeout_seconds,max_external_actions,evaluation_scheduling,completion_mode,expected_test_instances,status,ready_manifest,ready_manifest_sha256,selected_policy_source,selected_policy_source_sha256
10,mprime-final-s2-off-1510771779-e0065-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1510771779,65,29,21355861,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21355861_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0065.txt,20,21303722,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303722_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1510771779_K0_MPFINALV_A30_src20618723_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777699/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-17cc32a/snapshots/snapshot_65_1.0000",61fd408a8606ec92e7c9fad35b624f89339b969294d054291cd82f171ae0b9b7,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21355861_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0065.txt,log_identity_in_manifest
11,mprime-final-s2-off-1510771779-e0065-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1510771779,65,29,21355861,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21355861_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0065.txt,20,21303722,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303722_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1510771779_K0_MPFINALV_A30_src20618723_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777699/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-17cc32a/snapshots/snapshot_65_1.0000",61fd408a8606ec92e7c9fad35b624f89339b969294d054291cd82f171ae0b9b7,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21355861_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0065.txt,log_identity_in_manifest
12,mprime-final-s2-off-1963100312-e0030-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1963100312,30,29,21356943,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356943_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0030.txt,20,21303723,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303723_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1963100312_K0_MPFINALV_A30_src20618716_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777698/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-2fc32f3/snapshots/snapshot_30_1.0000",68d974e880e64ab8d9c34128f0f5ed8e645e77e899d0bf78b1b817b668fbd309,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356943_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0030.txt,log_identity_in_manifest
13,mprime-final-s2-off-1963100312-e0030-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1963100312,30,29,21356943,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356943_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0030.txt,20,21303723,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303723_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1963100312_K0_MPFINALV_A30_src20618716_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777698/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-2fc32f3/snapshots/snapshot_30_1.0000",68d974e880e64ab8d9c34128f0f5ed8e645e77e899d0bf78b1b817b668fbd309,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356943_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0030.txt,log_identity_in_manifest
14,mprime-final-s2-off-1972442430-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1972442430,0,25,21357571,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,17,21303724,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303724_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1972442430_K0_MPFINALV_A30_src20618725_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777695/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-72aea46/snapshots/snapshot_0_1.0000",e518a3d8d524da5038567cfab00115a58214319d9eda4b51ac400b0c6c324180,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,log_identity_in_manifest
15,mprime-final-s2-off-1972442430-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1972442430,0,25,21357571,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,17,21303724,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303724_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1972442430_K0_MPFINALV_A30_src20618725_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777695/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-72aea46/snapshots/snapshot_0_1.0000",e518a3d8d524da5038567cfab00115a58214319d9eda4b51ac400b0c6c324180,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,log_identity_in_manifest
16,mprime-final-s2-off-2011206605-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,2011206605,0,29,21358925,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,16,21303725,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303725_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2011206605_K0_MPFINALV_A30_src20618717_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615192/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-067843/snapshots/snapshot_0_1.0000",d627527d3264b892b4052fc3b3024c1ab914cabf0c19214bdb821d90e226b98b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,log_identity_in_manifest
17,mprime-final-s2-off-2011206605-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,2011206605,0,29,21358925,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,16,21303725,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303725_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2011206605_K0_MPFINALV_A30_src20618717_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615192/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-067843/snapshots/snapshot_0_1.0000",d627527d3264b892b4052fc3b3024c1ab914cabf0c19214bdb821d90e226b98b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,log_identity_in_manifest
18,mprime-final-s2-off-2082152039-e0005-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,2082152039,5,28,21359859,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359859_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0005.txt,15,21303726,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303726_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2082152039_K0_MPFINALV_A30_src20618722_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615190/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-faf7d6/snapshots/snapshot_5_1.0000",040fbf93ef95cb9cedab151205589945ee7cfe8eeb581b82b06f756e33bb21e9,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359859_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0005.txt,log_identity_in_manifest
19,mprime-final-s2-off-2082152039-e0005-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,2082152039,5,28,21359859,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359859_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0005.txt,15,21303726,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303726_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2082152039_K0_MPFINALV_A30_src20618722_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615190/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-faf7d6/snapshots/snapshot_5_1.0000",040fbf93ef95cb9cedab151205589945ee7cfe8eeb581b82b06f756e33bb21e9,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359859_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0005.txt,log_identity_in_manifest
20,mprime-final-s2-on-534933607-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,534933607,0,24,21361393,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,18,21303727,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303727_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s534933607_K0_MPFINALV_A10_src20618731_e0030.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615193/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-3c74d66/snapshots/snapshot_0_1.0000",037b047bb4d7ddec16e6062a648c0322bd71c084ecc33e5fdf3d0ab11caf2ef5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,log_identity_in_manifest
21,mprime-final-s2-on-534933607-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,534933607,0,24,21361393,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,18,21303727,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303727_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s534933607_K0_MPFINALV_A10_src20618731_e0030.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615193/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-3c74d66/snapshots/snapshot_0_1.0000",037b047bb4d7ddec16e6062a648c0322bd71c084ecc33e5fdf3d0ab11caf2ef5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,log_identity_in_manifest
22,mprime-final-s2-on-923500475-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,923500475,0,22,21362288,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,16,21303728,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303728_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s923500475_K0_MPFINALV_A10_src20618734_e0035.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615194/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-5194f74/snapshots/snapshot_0_1.0000",a4d9c02bb096dbacc97e211a07f2f8a8b07db0f3c970d8375461d31a5b67f212,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,log_identity_in_manifest
23,mprime-final-s2-on-923500475-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,923500475,0,22,21362288,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,16,21303728,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303728_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s923500475_K0_MPFINALV_A10_src20618734_e0035.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615194/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-5194f74/snapshots/snapshot_0_1.0000",a4d9c02bb096dbacc97e211a07f2f8a8b07db0f3c970d8375461d31a5b67f212,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,log_identity_in_manifest
24,mprime-final-s2-on-1073581256-e0010-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1073581256,10,27,21428604,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428604_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2SEL_src21303729_e0010.txt,13,21303729,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303729_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1073581256_K0_MPFINALV_A10_src20618728_e0015.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576573/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-1247c09/snapshots/snapshot_10_1.0000",39ad676d6b01bc0b6943eb9123310f404c92aec3eff16a3d111be35c262cc461,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428604_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2SEL_src21303729_e0010.txt,log_identity_in_manifest
25,mprime-final-s2-on-1073581256-e0010-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1073581256,10,27,21428604,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428604_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2SEL_src21303729_e0010.txt,13,21303729,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303729_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1073581256_K0_MPFINALV_A10_src20618728_e0015.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576573/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-1247c09/snapshots/snapshot_10_1.0000",39ad676d6b01bc0b6943eb9123310f404c92aec3eff16a3d111be35c262cc461,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428604_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2SEL_src21303729_e0010.txt,log_identity_in_manifest
26,mprime-final-s2-on-1239739722-e0040-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1239739722,40,30,21428605,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428605_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2SEL_src21303730_e0040.txt,15,21303730,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303730_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1239739722_K0_MPFINALV_A10_src20618729_e0020.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576581/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-7d9a779/snapshots/snapshot_40_1.0000",551c3d9374a860ba66b9bd4205a42a0428566ae850449295e3a48418539a4bbd,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428605_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2SEL_src21303730_e0040.txt,log_identity_in_manifest
