array_index,manifest_id,experiment_id,branch,stage,checkpoint_selection,search_method,value_head,seed,selected_epoch,selected_validation_score,source_policy_job_id,source_policy_log,selected_test_policy_score,source_training_job_id,source_training_log,checkpoint,checkpoint_sha256,domain_module,architecture_module,teacher,width,iterations,puct,estimator,pw_min_width,pw_c,pw_alpha,terminal_safe,workers,cpus,memory,walltime,instance_timeout_seconds,max_external_actions,evaluation_scheduling,completion_mode,expected_test_instances,status,ready_manifest,ready_manifest_sha256,selected_policy_source,selected_policy_source_sha256
10,mprime-final-s2-off-1510771779-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1510771779,0,30,21353330,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21353330_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0000.txt,16,21303722,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303722_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1510771779_K0_MPFINALV_A30_src20618723_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777699/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-17cc32a/snapshots/snapshot_0_1.0000",b99d19a25fa2165b4a083e8de82a0bb70d9e21c0c37d9825b32ee4f8471810ce,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
11,mprime-final-s2-off-1510771779-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1510771779,0,30,21353330,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21353330_Ev_mprime_mprime_mcts_orig_novh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303722_e0000.txt,16,21303722,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303722_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1510771779_K0_MPFINALV_A30_src20618723_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777699/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-17cc32a/snapshots/snapshot_0_1.0000",b99d19a25fa2165b4a083e8de82a0bb70d9e21c0c37d9825b32ee4f8471810ce,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
12,mprime-final-s2-off-1963100312-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1963100312,0,30,21356491,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356491_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0000.txt,16,21303723,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303723_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1963100312_K0_MPFINALV_A30_src20618716_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777698/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-2fc32f3/snapshots/snapshot_0_1.0000",6b50ce128e385fcf1cca02a59ab1dd0060e83b826eaa510e5212cb92c0273dd1,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
13,mprime-final-s2-off-1963100312-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1963100312,0,30,21356491,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21356491_Ev_mprime_mprime_mcts_orig_novh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303723_e0000.txt,16,21303723,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303723_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1963100312_K0_MPFINALV_A30_src20618716_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777698/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-2fc32f3/snapshots/snapshot_0_1.0000",6b50ce128e385fcf1cca02a59ab1dd0060e83b826eaa510e5212cb92c0273dd1,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
14,mprime-final-s2-off-1972442430-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,1972442430,0,30,21357571,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,17,21303724,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303724_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1972442430_K0_MPFINALV_A30_src20618725_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777695/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-72aea46/snapshots/snapshot_0_1.0000",e518a3d8d524da5038567cfab00115a58214319d9eda4b51ac400b0c6c324180,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
15,mprime-final-s2-off-1972442430-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,1972442430,0,30,21357571,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21357571_Ev_mprime_mprime_mcts_orig_novh_c.1_s1972442430_K0_MPFINALV_S2POL_src21303724_e0000.txt,17,21303724,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303724_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s1972442430_K0_MPFINALV_A30_src20618725_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:19.777695/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-72aea46/snapshots/snapshot_0_1.0000",e518a3d8d524da5038567cfab00115a58214319d9eda4b51ac400b0c6c324180,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
16,mprime-final-s2-off-2011206605-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,2011206605,0,30,21358925,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,16,21303725,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303725_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2011206605_K0_MPFINALV_A30_src20618717_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615192/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-067843/snapshots/snapshot_0_1.0000",d627527d3264b892b4052fc3b3024c1ab914cabf0c19214bdb821d90e226b98b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
17,mprime-final-s2-off-2011206605-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,2011206605,0,30,21358925,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21358925_Ev_mprime_mprime_mcts_orig_novh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303725_e0000.txt,16,21303725,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303725_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2011206605_K0_MPFINALV_A30_src20618717_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615192/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-067843/snapshots/snapshot_0_1.0000",d627527d3264b892b4052fc3b3024c1ab914cabf0c19214bdb821d90e226b98b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
18,mprime-final-s2-off-2082152039-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,off,2082152039,0,30,21359847,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359847_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0000.txt,15,21303726,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303726_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2082152039_K0_MPFINALV_A30_src20618722_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615190/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-faf7d6/snapshots/snapshot_0_1.0000",a8d375580f51646407783607dcc414bc30ca385872054fc2cc4979d5d13f0ab9,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
19,mprime-final-s2-off-2082152039-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,off,2082152039,0,30,21359847,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21359847_Ev_mprime_mprime_mcts_orig_novh_c.1_s2082152039_K0_MPFINALV_S2POL_src21303726_e0000.txt,15,21303726,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303726_Re-Tr_mprime_mprime_mcts_orig_novh_e.5_c.1_s2082152039_K0_MPFINALV_A30_src20618722_e0010.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615190/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-faf7d6/snapshots/snapshot_0_1.0000",a8d375580f51646407783607dcc414bc30ca385872054fc2cc4979d5d13f0ab9,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
20,mprime-final-s2-on-534933607-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,534933607,0,30,21361393,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,18,21303727,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303727_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s534933607_K0_MPFINALV_A10_src20618731_e0030.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615193/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-3c74d66/snapshots/snapshot_0_1.0000",037b047bb4d7ddec16e6062a648c0322bd71c084ecc33e5fdf3d0ab11caf2ef5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
21,mprime-final-s2-on-534933607-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,534933607,0,30,21361393,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt,18,21303727,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303727_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s534933607_K0_MPFINALV_A10_src20618731_e0030.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615193/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-3c74d66/snapshots/snapshot_0_1.0000",037b047bb4d7ddec16e6062a648c0322bd71c084ecc33e5fdf3d0ab11caf2ef5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
22,mprime-final-s2-on-923500475-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,923500475,0,30,21362288,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,16,21303728,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303728_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s923500475_K0_MPFINALV_A10_src20618734_e0035.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615194/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-5194f74/snapshots/snapshot_0_1.0000",a4d9c02bb096dbacc97e211a07f2f8a8b07db0f3c970d8375461d31a5b67f212,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
23,mprime-final-s2-on-923500475-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,923500475,0,30,21362288,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt,16,21303728,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303728_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s923500475_K0_MPFINALV_A10_src20618734_e0035.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:14.615194/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-5194f74/snapshots/snapshot_0_1.0000",a4d9c02bb096dbacc97e211a07f2f8a8b07db0f3c970d8375461d31a5b67f212,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
24,mprime-final-s2-on-1073581256-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1073581256,0,30,21362836,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21362836_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2POL_src21303729_e0000.txt,13,21303729,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303729_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1073581256_K0_MPFINALV_A10_src20618728_e0015.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576573/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-1247c09/snapshots/snapshot_0_1.0000",ac458ed75b4119e544f19c8eac087474e82d167e25f323dbc5f23d0c248d6e2b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
25,mprime-final-s2-on-1073581256-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1073581256,0,30,21362836,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21362836_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2POL_src21303729_e0000.txt,13,21303729,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303729_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1073581256_K0_MPFINALV_A10_src20618728_e0015.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576573/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-1247c09/snapshots/snapshot_0_1.0000",ac458ed75b4119e544f19c8eac087474e82d167e25f323dbc5f23d0c248d6e2b,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
