domain,value_head,seed,branch,interruption_cause,original_job_id,continuation_job_id,original_last_stage2_epoch,continuation_first_cumulative_epoch,continuation_final_cumulative_epoch,validation_selected_cumulative_epoch,validation_selected_checkpoint,final_checkpoint,original_training_log,continuation_training_log,provenance_status
tpp,off,2082152039,terminal_led,cluster_outage_requeue_wrapper_restart_defect,20755752,20834985,84,85,100,75,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T18:34:32.410082/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921308-faf7d6/snapshots/snapshot_75_1.0000","/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-09-02T05:36:20.005486/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04923410-faf7d6/snapshots/snapshot_15_0.8000",/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755752_Re-Tr_tpp_tpp_mcts_orig_novh_e.5_c.1_s2082152039_K0_P3TERMS2A3_src20523053.txt,/home/hersco/training_new_domains/2026-09-01/preserve3_terminal_tpp_stage2/20834985_P3TERM_TPP_OFF_208_CONT84R2.txt,complete_two_segment_mapping
