manifest_id,domain,value_head,seed,anchor,original_job_id,final_job_id,original_state,final_state,validation_points,validation_auc,peak_validation,final_validation,original_log,final_log
cd4-anchor-delivery-off-2011206605-a1-stage2-train,delivery,off,2011206605,1,20553894,20595756,FAILED,COMPLETED,58,0.559195402,0.966666667,0.533333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553894_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4AT_src20522924_e0002_a1.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595756_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553894_ce0056_a1.txt
cd4-anchor-delivery-off-2011206605-a10-stage2-train,delivery,off,2011206605,10,20553896,20595758,FAILED,COMPLETED,100,0.981000000,1.000000000,1.000000000,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553896_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4AT_src20522924_e0002_a10.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595758_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553896_ce0078_a10.txt
cd4-anchor-delivery-off-2011206605-a3-stage2-train,delivery,off,2011206605,3,20553895,20595757,FAILED,COMPLETED,48,0.907638889,1.000000000,0.966666667,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553895_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4AT_src20522924_e0002_a3.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595757_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553895_ce0067_a3.txt
cd4-anchor-delivery-off-2011206605-a30-stage2-train,delivery,off,2011206605,30,20553897,20595759,FAILED,COMPLETED,49,0.999319728,1.000000000,1.000000000,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553897_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4AT_src20522924_e0002_a30.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595759_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553897_ce0067_a30.txt
cd4-anchor-delivery-on-1963100312-a0-stage2-train,delivery,on,1963100312,0,20553870,20595738,FAILED,COMPLETED,100,0.132333333,0.733333333,0.100000000,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553870_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a0.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595738_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553870_ce0072_a0.txt
cd4-anchor-delivery-on-1963100312-a0p03-stage2-train,delivery,on,1963100312,0.03,20553871,20595739,FAILED,COMPLETED,74,0.136486486,0.700000000,0.100000000,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553871_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a0p03.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595739_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553871_ce0038_a0p03.txt
cd4-anchor-delivery-on-1963100312-a0p3-stage2-train,delivery,on,1963100312,0.3,20553872,20595740,FAILED,COMPLETED,47,0.256737589,0.866666667,0.166666667,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553872_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a0p3.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595740_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553872_ce0065_a0p3.txt
cd4-anchor-delivery-on-1963100312-a1-stage2-train,delivery,on,1963100312,1,20553873,20595741,FAILED,COMPLETED,53,0.341509434,0.866666667,0.233333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553873_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a1.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595741_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553873_ce0056_a1.txt
cd4-anchor-delivery-on-1963100312-a10-stage2-train,delivery,on,1963100312,10,20553875,20595744,FAILED,COMPLETED,100,0.748333333,0.933333333,0.733333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553875_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a10.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595744_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553875_ce0065_a10.txt
cd4-anchor-delivery-on-1963100312-a3-stage2-train,delivery,on,1963100312,3,20553874,20595742,FAILED,COMPLETED,100,0.503666667,0.966666667,0.333333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553874_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a3.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595742_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553874_ce0095_a3.txt
cd4-anchor-delivery-on-1963100312-a30-stage2-train,delivery,on,1963100312,30,20553876,20595745,FAILED,COMPLETED,57,0.783625731,0.933333333,0.800000000,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553876_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4AT_src20522913_e0002_a30.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595745_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s1963100312_K0_CD4ATQCONT_src20553876_ce0057_a30.txt
cd4-anchor-delivery-on-2011206605-a0-stage2-train,delivery,on,2011206605,0,20553877,20595746,FAILED,COMPLETED,100,0.171666667,0.666666667,0.133333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553877_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a0.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595746_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553877_ce0065_a0.txt
cd4-anchor-delivery-on-2011206605-a0p03-stage2-train,delivery,on,2011206605,0.03,20553878,20553878,COMPLETED,COMPLETED,100,0.214666667,0.666666667,0.166666667,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553878_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a0p03.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553878_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a0p03.txt
cd4-anchor-delivery-on-2011206605-a0p3-stage2-train,delivery,on,2011206605,0.3,20553879,20595747,FAILED,COMPLETED,100,0.174333333,0.700000000,0.133333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553879_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a0p3.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595747_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553879_ce0057_a0p3.txt
cd4-anchor-delivery-on-2011206605-a1-stage2-train,delivery,on,2011206605,1,20553880,20553880,COMPLETED,COMPLETED,100,0.284000000,0.766666667,0.233333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553880_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a1.txt,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553880_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a1.txt
cd4-anchor-delivery-on-2011206605-a10-stage2-train,delivery,on,2011206605,10,20553882,20595749,FAILED,COMPLETED,56,0.659523810,0.866666667,0.433333333,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553882_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a10.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595749_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553882_ce0057_a10.txt
cd4-anchor-delivery-on-2011206605-a3-stage2-train,delivery,on,2011206605,3,20553881,20595748,FAILED,COMPLETED,27,0.528395062,0.766666667,0.366666667,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553881_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a3.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595748_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553881_ce0086_a3.txt
cd4-anchor-delivery-on-2011206605-a30-stage2-train,delivery,on,2011206605,30,20553883,20595750,FAILED,COMPLETED,56,0.932738095,1.000000000,0.966666667,/home/hersco/training_new_domains/2026-08-25/completed_domains_anchor_tuning_stage2_train/20553883_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4AT_src20522914_e0020_a30.txt,/home/hersco/training_new_domains/2026-08-26/completed_domains_anchor_tuning_stage2_continuations/20595750_Re-Tr_delivery_delivery_mcts_orig_vh_e.5_c.1_s2011206605_K0_CD4ATQCONT_src20553883_ce0057_a30.txt
