evaluation_job_id,stage2_training_job_id,research_question,domain,policy_architecture,value_head,estimator,tree_sampling,seed,stage1_successes,stage1_total,epoch,successes,total,score,evaluation_elapsed,snapshot,source_training_log,evaluation_log
19701993,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,0,11,20,0.55,00:03:23,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701993_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0000.txt
19701995,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,5,14,20,0.7,00:03:49,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_5_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701995_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0005.txt
19701996,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,10,14,20,0.7,00:03:39,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_10_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701996_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0010.txt
19701997,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,15,14,20,0.7,00:03:08,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_15_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701997_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0015.txt
19701998,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,20,13,20,0.65,00:04:23,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_20_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701998_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0020.txt
19701999,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,25,14,20,0.7,00:02:53,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_25_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19701999_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0025.txt
19702000,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,30,14,20,0.7,00:02:50,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_30_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702000_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0030.txt
19702001,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,35,14,20,0.7,00:02:34,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_35_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702001_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0035.txt
19702002,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,40,14,20,0.7,00:02:39,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_40_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702002_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0040.txt
19702003,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,45,15,20,0.75,00:02:55,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_45_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702003_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0045.txt
19702004,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,50,13,20,0.65,00:03:01,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_50_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702004_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0050.txt
19702006,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,55,13,20,0.65,00:03:06,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_55_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702006_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0055.txt
19702007,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,60,13,20,0.65,00:02:30,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_60_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702007_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0060.txt
19702008,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,65,14,20,0.7,00:02:54,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_65_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702008_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0065.txt
19702009,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,70,14,20,0.7,00:03:13,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_70_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702009_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0070.txt
19702010,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,75,13,20,0.65,00:02:56,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_75_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702010_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0075.txt
19702011,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,80,14,20,0.7,00:03:38,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_80_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702011_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0080.txt
19702012,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,85,13,20,0.65,00:03:13,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_85_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702012_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0085.txt
19702013,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,90,13,20,0.65,00:03:01,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_90_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702013_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0090.txt
19702014,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,95,13,20,0.65,00:03:21,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_95_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702014_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0095.txt
19702015,19668733,RQ3,block_grouping,comparison,on,0.0,-1,42,16,20,99,12,20,0.6,00:03:04,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:33.129304/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1c80318/snapshots/snapshot_99_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668733_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s42_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702015_Ev_block_grouping_comp_orig_vh_c.1_s42_src19668733_ep0099.txt
19702016,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,0,11,20,0.55,00:02:21,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_0_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702016_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0000.txt
19702018,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,5,14,20,0.7,00:02:33,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_5_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702018_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0005.txt
19702019,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,10,14,20,0.7,00:03:02,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_10_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702019_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0010.txt
19702020,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,15,14,20,0.7,00:02:22,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_15_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702020_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0015.txt
19702021,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,20,14,20,0.7,00:04:45,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_20_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702021_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0020.txt
19702022,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,25,14,20,0.7,00:02:50,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_25_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702022_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0025.txt
19702023,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,30,14,20,0.7,00:02:55,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_30_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702023_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0030.txt
19702024,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,35,14,20,0.7,00:02:59,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_35_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702024_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0035.txt
19702025,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,40,14,20,0.7,00:02:32,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_40_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702025_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0040.txt
19702026,19668734,RQ3,block_grouping,comparison,on,0.0,-1,2026,16,20,45,13,20,0.65,00:02:35,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.block_grouping-experiments_numeric.architecture.actprop_2l_comparison_mcts_hadd_gbfs-2026-07-31T22:06:30.209454/P[domain,instance_7_10_2_1,instance_20_5_2_2,inst...]-S[0.0003,50,enhsp-hadd-gbfs]-MO[]-T[561600]-04876880-1e7ea42/snapshots/snapshot_45_1.0000",/home/hersco/training_new_domains/2026-07-31/RQ3_anchored_100/19668734_Re-Tr_block_grouping_comp_mcts_hadd_gbfs_orig_vh_c.1_s2026_K-1_RQ3_anchored_100.txt,/home/hersco/training_new_domains/2026-08-02/RQ1_RQ3_anchored_every5_policy_only_eval/19702026_Ev_block_grouping_comp_orig_vh_c.1_s2026_src19668734_ep0045.txt
