seed,selected_epoch,policy_score,tie_break,instance,instance_number,policy_steps,search_steps,first_divergence_decision,policy_action_at_divergence,search_action_at_divergence,terminal_cause,selection_mechanism,search_status,elapsed_seconds,policy_log,search_completion_log,search_text_log
2082152039,12,35,action_id,fz_instance_35.pddl,34,2172,10000,1,increment c9,increment c1,ordinary_10000_action_cap,early_action_id_divergence_root_topology_unobserved,finished_unsolved,21583.803467185004,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/action_id/2082152039/21233925_9.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/action_id/2082152039/21233925_9_action_id_2082152039.txt
2082152039,12,35,policy,fz_instance_21.pddl,20,780,10000,2,increment c7,increment c1,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,8715.039620526019,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_22.pddl,21,833,10000,70,increment c20,increment c21,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,4432.878790766001,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_23.pddl,22,889,10000,70,increment c20,increment c22,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,4315.07252286491,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_24.pddl,23,950,10000,59,increment c20,increment c21,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,3318.971818652004,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_25.pddl,24,1008,10000,70,increment c20,increment c24,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,2219.2202521800064,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_26.pddl,25,1067,10000,2,increment c9,increment c1,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,2861.1591441709315,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_27.pddl,26,1127,10000,2,increment c7,increment c1,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,2694.689352474059,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_28.pddl,27,1188,10000,220,increment c9,increment c10,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,2884.284314975026,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_29.pddl,28,1250,10000,233,increment c9,increment c10,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,2039.9079573639901,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_30.pddl,29,1315,10000,246,increment c9,increment c10,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,3690.9819635230815,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_31.pddl,30,1379,10000,259,increment c9,increment c10,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,5093.489816452959,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_32.pddl,31,1452,10000,2,increment c9,increment c1,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,5722.867403769051,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_33.pddl,32,1560,10000,2,increment c7,increment c1,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,6639.667676300975,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_34.pddl,33,1712,10000,202,increment c30,increment c33,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,8162.963412042009,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_35.pddl,34,2172,10000,202,increment c30,increment c34,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,9014.735233591986,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
2082152039,12,35,policy,fz_instance_36.pddl,35,2300,10000,202,increment c30,increment c34,ordinary_10000_action_cap,search_override_consistent_with_policy_action_not_visit_max_root_trace_absent,finished_unsolved,9741.681140576955,/home/hersco/training_new_domains/2026-08-21/statistical_replication_stage1_policy_eval/20429130_Ev_counters_counters_orig_novh_c.1_s2082152039_SR10P_src20401264_e0012.txt,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19.completed.jsonl,/home/hersco/training_new_domains/2026-09-13/counters_tie_break_strict_stage1/policy/2082152039/21233925_19_policy_2082152039.txt
